ubigeo,year,population
220910,1997,20308
220910,1998,21654
220910,1999,22908
220910,2000,23991
220911,1996,3800
220911,1997,3855
220911,1998,3906
220911,1999,3953
220911,2000,3993
220912,1996,1742
220912,1997,1757
220912,1998,1772
220912,1999,1786
220912,2000,1799
220913,1996,5506
220913,1997,5790
220913,1998,6079
220913,1999,6355
220913,2000,6598
220914,1996,2089
220914,1997,2099
220914,1998,2109
220914,1999,2118
220914,2000,2125
221001,1996,35933
221001,1997,37377
221001,1998,38437
221001,1999,39266
221001,2000,40012
221002,1996,10674
221002,1997,10900
221002,1998,11092
221002,1999,11255
221002,2000,11393
221003,1996,6937
221003,1997,7037
221003,1998,7113
221003,1999,7183
221003,2000,7266
221004,1996,1685
221004,1997,1705
221004,1998,1718
221004,1999,1729
221004,2000,1744
221005,1996,32157
221005,1997,32885
221005,1998,33614
221005,1999,34342
221005,2000,35071
230101,1996,117628
230101,1997,121285
230101,1998,124579
230101,1999,127724
230101,2000,130874
230102,1996,36515
230102,1997,37692
230102,1998,38978
230102,1999,40309
230102,2000,41636
230103,1996,1838
230103,1997,1885
230103,1998,1939
230103,1999,2002
230103,2000,2076
230104,1996,25097
230104,1997,25447
230104,1998,25904
230104,1999,26440
230104,2000,27077
230105,1996,1200
230105,1997,1237
230105,1998,1280
230105,1999,1324
230105,2000,1365
230106,1996,2205
230106,1997,2262
230106,1998,2331
230106,1999,2412
230106,2000,2507
230107,1996,1183
230107,1997,1211
230107,1998,1249
230107,1999,1293
230107,2000,1340
230108,1996,19518
230108,1997,20593
230108,1998,21526
230108,1999,22442
230108,2000,23467
230109,1996,2144
230109,1997,2189
230109,1998,2241
230109,1999,2298
230109,2000,2358
230110,1996,12064
230110,1997,12780
230110,1998,13786
230110,1999,14864
230110,2000,15795
230201,1996,3614
230201,1997,3618
230201,1998,3621
230201,1999,3625
230201,2000,3631
230202,1996,1421
230202,1997,1427
230202,1998,1433
230202,1999,1439
230202,2000,1445
230203,1996,2377
230203,1997,2414
230203,1998,2452
230203,1999,2489
230203,2000,2523
230204,1996,269
230204,1997,271
230204,1998,272
230204,1999,274
230204,2000,276
230205,1996,839
230205,1997,835
230205,1998,832
230205,1999,828
230205,2000,825
230206,1996,1022
230206,1997,1025
230206,1998,1027
230206,1999,1030
230206,2000,1033
230301,1996,1217
230301,1997,1194
230301,1998,1171
230301,1999,1148
230301,2000,1124
230302,1996,7415
230302,1997,7434
230302,1998,7453
230302,1999,7472
230302,2000,7491
230303,1996,3494
230303,1997,3526
230303,1998,3557
230303,1999,3589
230303,2000,3621
230401,1996,4184
230401,1997,4185
230401,1998,4187
230401,1999,4188
230401,2000,4190
230402,1996,428
230402,1997,433
230402,1998,437
230402,1999,442
230402,2000,447
230403,1996,353
230403,1997,362
230403,1998,372
230403,1999,383
230403,2000,396
230404,1996,155
230404,1997,156
230404,1998,158
230404,1999,159
230404,2000,161
230405,1996,357
230405,1997,359
230405,1998,360
230405,1999,362
230405,2000,363
230406,1996,986
230406,1997,984
230406,1998,982
230406,1999,980
230406,2000,978
230407,1996,432
230407,1997,435
230407,1998,437
230407,1999,440
230407,2000,443
230408,1996,1456
230408,1997,1470
230408,1998,1483
230408,1999,1495
230408,2000,1504
240101,1996,84402
240101,1997,86603
240101,1998,88783
240101,1999,90953
240101,2000,93133
240102,1996,19512
240102,1997,19949
240102,1998,20380
240102,1999,20804
240102,2000,21222
240103,1996,7825
240103,1997,8069
240103,1998,8306
240103,1999,8538
240103,2000,8765
240104,1996,5934
240104,1997,6029
240104,1998,6125
240104,1999,6223
240104,2000,6322
240105,1996,7785
240105,1997,7820
240105,1998,7857
240105,1999,7895
240105,2000,7932
240106,1996,3856
240106,1997,3894
240106,1998,3935
240106,1999,3976
240106,2000,4016
240201,1996,12006
240201,1997,12366
240201,1998,12746
240201,1999,13143
240201,2000,13556
240202,1996,2654
240202,1997,2672
240202,1998,2689
240202,1999,2707
240202,2000,2724
240301,1996,14828
240301,1997,15170
240301,1998,15517
240301,1999,15870
240301,2000,16228
240302,1996,10220
240302,1997,10689
240302,1998,11124
240302,1999,11543
240302,2000,11965
240303,1996,845
240303,1997,875
240303,1998,907
240303,1999,939
240303,2000,972
240304,1996,5367
240304,1997,5590
240304,1998,5818
240304,1999,6050
240304,2000,6282
250101,1996,201475
250101,1997,206755
250101,1998,211717
250101,1999,216198
250101,2000,220034
250102,1996,15391
250102,1997,16266
250102,1998,17128
250102,1999,17904
250102,2000,18520
250103,1996,11472
250103,1997,11735
250103,1998,11990
250103,1999,12235
250103,2000,12469
250104,1996,14544
250104,1997,15017
250104,1998,15472
250104,1999,15879
250104,2000,16209
250105,1996,46263
250105,1997,48577
250105,1998,50727
250105,1999,52648
250105,2000,54275
250106,1996,7460
250106,1997,7897
250106,1998,8325
250106,1999,8702
250106,2000,8985
250201,1996,25979
250201,1997,27814
250201,1998,29615
250201,1999,31213
250201,2000,32444
250202,1996,5511
250202,1997,5897
250202,1998,6280
250202,1999,6632
250202,2000,6922
250203,1996,7134
250203,1997,7309
250203,1998,7472
250203,1999,7617
250203,2000,7733
250204,1996,813
250204,1997,858
250204,1998,902
250204,1999,941
250204,2000,973
250301,1996,30091
250301,1997,32155
250301,1998,34122
250301,1999,35862
250301,2000,37255
250302,1996,13817
250302,1997,14978
250302,1998,16137
250302,1999,17189
250302,2000,18027
250303,1996,3868
250303,1997,4104
250303,1998,4337
250303,1999,4571
250303,2000,4807
250401,1996,3382
250401,1997,3533
250401,1998,3675
250401,1999,3802
250401,2000,3906
010101,2001,20820
010101,2002,21142
010101,2003,21457
010101,2004,21775
010102,2001,310
010102,2002,315
010102,2003,322
010102,2004,328
010103,2001,1276
010103,2002,1294
010103,2003,1312
010103,2004,1332
010104,2001,698
010104,2002,710
010104,2003,723
010104,2004,737
010105,2001,1502
010105,2002,1535
010105,2003,1570
010105,2004,1605
010106,2001,2510
010106,2002,2544
010106,2003,2580
010106,2004,2616
010107,2001,715
010107,2002,718
010107,2003,721
010107,2004,722
010108,2001,575
010108,2002,579
010108,2003,583
010108,2004,586
010109,2001,6611
010109,2002,6796
010109,2003,6991
010109,2004,7191
010110,2001,4276
010110,2002,4336
010110,2003,4401
010110,2004,4468
010111,2001,1374
010111,2002,1402
010111,2003,1434
010111,2004,1465
010112,2001,1261
010112,2002,1277
010112,2003,1294
010112,2004,1311
010113,2001,1684
010113,2002,1694
010113,2003,1704
010113,2004,1713
010114,2001,2705
010114,2002,2739
010114,2003,2774
010114,2004,2809
010115,2001,1125
010115,2002,1142
010115,2003,1160
010115,2004,1178
010116,2001,418
010116,2002,424
010116,2003,430
010116,2004,435
010117,2001,1409
010117,2002,1416
010117,2003,1422
010117,2004,1427
010118,2001,392
010118,2002,395
010118,2003,397
010118,2004,400
010119,2001,850
010119,2002,861
010119,2003,872
010119,2004,884
010120,2001,1957
010120,2002,1986
010120,2003,2016
010120,2004,2045
010121,2001,328
010121,2002,339
010121,2003,350
010121,2004,362
010201,2001,38746
010201,2002,39356
010201,2003,39920
010201,2004,40472
010202,2001,18655
010202,2002,19123
010202,2003,19582
010202,2004,20041
010203,2001,8549
010203,2002,8802
010203,2003,9060
010203,2004,9321
010204,2001,1273
010204,2002,1305
010204,2003,1340
010204,2004,1375
010205,2001,27571
010205,2002,28201
010205,2003,28819
010205,2004,29437
010301,2001,1671
010301,2002,1747
010301,2003,1827
010301,2004,1911
010302,2001,442
010302,2002,453
010302,2003,466
010302,2004,478
010303,2001,370
010303,2002,381
010303,2003,392
010303,2004,404
010304,2001,441
010304,2002,455
010304,2003,471
010304,2004,488
010305,2001,830
010305,2002,861
010305,2003,894
010305,2004,928
010306,2001,4754
010306,2002,4872
010306,2003,4992
010306,2004,5112
010307,2001,8723
010307,2002,8834
010307,2003,8940
010307,2004,9047
010308,2001,367
010308,2002,384
010308,2003,403
010308,2004,421
010309,2001,575
010309,2002,598
010309,2003,625
010309,2004,653
010310,2001,1030
010310,2002,1046
010310,2003,1063
010310,2004,1079
010311,2001,1509
010311,2002,1554
010311,2003,1604
010311,2004,1656
010312,2001,4912
010312,2002,4960
010312,2003,4988
010312,2004,5010
010401,2001,22454
010401,2002,22689
010401,2003,22863
010401,2004,23023
010402,2001,9409
010402,2002,9626
010402,2003,9882
010402,2004,10148
010403,2001,9359
010403,2002,9561
010403,2003,9795
010403,2004,10036
010501,2001,3056
010501,2002,3097
010501,2003,3140
010501,2004,3188
010502,2001,5592
010502,2002,5638
010502,2003,5679
010502,2004,5719
010503,2001,2384
010503,2002,2424
010503,2003,2465
010503,2004,2507
010504,2001,3072
010504,2002,3078
010504,2003,3082
010504,2004,3086
010505,2001,2359
010505,2002,2368
010505,2003,2376
010505,2004,2383
010506,2001,1040
010506,2002,1043
010506,2003,1045
010506,2004,1047
010507,2001,884
010507,2002,906
010507,2003,928
010507,2004,950
010508,2001,1489
010508,2002,1528
010508,2003,1570
010508,2004,1613
010509,2001,4556
010509,2002,4587
010509,2003,4616
010509,2004,4644
010510,2001,374
010510,2002,390
010510,2003,407
010510,2004,424
010511,2001,929
010511,2002,946
010511,2003,965
010511,2004,984
010512,2001,3287
010512,2002,3289
010512,2003,3291
010512,2004,3293
010513,2001,3581
010513,2002,3615
010513,2003,3654
010513,2004,3694
010514,2001,5416
010514,2002,5439
010514,2003,5457
010514,2004,5472
010515,2001,1912
010515,2002,1941
010515,2003,1965
010515,2004,1989
010516,2001,907
010516,2002,935
010516,2003,966
010516,2004,997
010517,2001,975
010517,2002,993
010517,2003,1011
010517,2004,1028
010518,2001,1334
010518,2002,1364
010518,2003,1395
010518,2004,1427
010519,2001,784
010519,2002,813
010519,2003,846
010519,2004,880
010520,2001,1742
010520,2002,1786
010520,2003,1833
010520,2004,1880
010521,2001,4483
010521,2002,4531
010521,2003,4585
010521,2004,4641
010522,2001,1404
010522,2002,1451
010522,2003,1500
010522,2004,1548
010523,2001,1369
010523,2002,1382
010523,2003,1396
010523,2004,1410
010601,2001,4335
010601,2002,4371
010601,2003,4410
010601,2004,4445
010602,2001,1744
010602,2002,1785
010602,2003,1827
010602,2004,1870
010603,2001,634
010603,2002,645
010603,2003,656
010603,2004,668
010604,2001,4401
010604,2002,4451
010604,2003,4508
010604,2004,4567
010605,2001,2040
010605,2002,2061
010605,2003,2085
010605,2004,2110
010606,2001,1944
010606,2002,1958
010606,2003,1974
010606,2004,1991
010607,2001,1741
010607,2002,1755
010607,2003,1769
010607,2004,1783
010608,2001,841
010608,2002,855
010608,2003,870
010608,2004,886
010609,2001,4964
010609,2002,5015
010609,2003,5052
010609,2004,5085
010610,2001,721
010610,2002,741
010610,2003,763
010610,2004,786
010611,2001,596
010611,2002,609
010611,2003,623
010611,2004,637
010612,2001,270
010612,2002,277
010612,2003,284
010612,2004,292
010701,2001,55244
010701,2002,56825
010701,2003,58402
010701,2004,59975
010702,2001,30775
010702,2002,31187
010702,2003,31597
010702,2004,32010
010703,2001,12165
010703,2002,12279
010703,2003,12386
010703,2004,12492
010704,2001,7382
010704,2002,7570
010704,2003,7761
010704,2004,7953
010705,2001,9284
010705,2002,9448
010705,2003,9610
010705,2004,9772
010706,2001,10050
010706,2002,10146
010706,2003,10238
010706,2004,10330
010707,2001,4110
010707,2002,4121
010707,2003,4130
010707,2004,4140
020101,2001,54380
020101,2002,55349
020101,2003,56316
020101,2004,57286
020102,2001,2411
020102,2002,2436
020102,2003,2462
020102,2004,2488
020103,2001,513
020103,2002,519
020103,2003,526
020103,2004,532
020104,2001,3717
020104,2002,3779
020104,2003,3840
020104,2004,3901
020105,2001,57350
020105,2002,58308
020105,2003,59261
020105,2004,60213
020106,2001,3994
020106,2002,4019
020106,2003,4045
020106,2004,4070
020107,2001,1678
020107,2002,1683
020107,2003,1688
020107,2004,1692
020108,2001,3637
020108,2002,3665
020108,2003,3692
020108,2004,3720
020109,2001,1685
020109,2002,1700
020109,2003,1716
020109,2004,1732
020110,2001,4315
020110,2002,4348
020110,2003,4381
020110,2004,4415
020111,2001,4677
020111,2002,4729
020111,2003,4782
020111,2004,4834
020112,2001,5172
020112,2002,5197
020112,2003,5222
020112,2004,5246
020201,2001,2435
020201,2002,2451
020201,2003,2466
020201,2004,2482
020202,2001,2169
020202,2002,2189
020202,2003,2209
020202,2004,2229
020203,2001,507
020203,2002,511
020203,2003,516
020203,2004,520
020204,2001,2994
020204,2002,3005
020204,2003,3016
020204,2004,3027
020205,2001,1135
020205,2002,1142
020205,2003,1148
020205,2004,1154
020301,2001,4682
020301,2002,4698
020301,2003,4715
020301,2004,4731
020302,2001,3415
020302,2002,3464
020302,2003,3514
020302,2004,3564
020303,2001,2525
020303,2002,2543
020303,2003,2565
020303,2004,2587
020304,2001,2463
020304,2002,2482
020304,2003,2504
020304,2004,2527
020305,2001,5882
020305,2002,5946
020305,2003,6012
020305,2004,6079
020306,2001,1674
020306,2002,1684
020306,2003,1697
020306,2004,1711
020401,2001,5848
020401,2002,5932
020401,2003,6020
020401,2004,6108
020402,2001,4886
020402,2002,4912
020402,2003,4941
020402,2004,4972
020501,2001,5018
020501,2002,5070
020501,2003,5117
020501,2004,5166
020502,2001,234
020502,2002,236
020502,2003,238
020502,2004,240
020503,2001,1459
020503,2002,1461
020503,2003,1464
020503,2004,1466
020504,2001,3631
020504,2002,3641
020504,2003,3650
020504,2004,3659
020505,2001,1824
020505,2002,1826
020505,2003,1828
020505,2004,1830
020506,2001,223
020506,2002,227
020506,2003,231
020506,2004,235
020507,2001,1976
020507,2002,1993
020507,2003,2011
020507,2004,2029
020508,2001,8284
020508,2002,8298
020508,2003,8309
020508,2004,8321
020509,2001,2221
020509,2002,2228
020509,2003,2235
020509,2004,2242
020510,2001,1688
020510,2002,1690
020510,2003,1692
020510,2004,1694
020511,2001,351
020511,2002,354
020511,2003,357
020511,2004,360
020512,2001,563
020512,2002,569
020512,2003,576
020512,2004,582
020513,2001,1219
020513,2002,1224
020513,2003,1229
020513,2004,1232
020514,2001,312
020514,2002,315
020514,2003,319
020514,2004,322
020515,2001,600
020515,2002,619
020515,2003,638
020515,2004,657
020601,2001,12822
020601,2002,13016
020601,2003,13228
020601,2004,13441
020602,2001,2679
020602,2002,2725
020602,2003,2774
020602,2004,2823
020603,2001,2122
020603,2002,2155
020603,2003,2189
020603,2004,2224
020604,2001,2565
020604,2002,2592
020604,2003,2620
020604,2004,2649
020605,2001,2148
020605,2002,2185
020605,2003,2222
020605,2004,2260
020606,2001,8755
020606,2002,8880
020606,2003,9010
020606,2004,9141
020607,2001,1515
020607,2002,1527
020607,2003,1539
020607,2004,1551
020608,2001,2703
020608,2002,2747
020608,2003,2791
020608,2004,2835
020609,2001,3980
020609,2002,4061
020609,2003,4143
020609,2004,4226
020610,2001,3089
020610,2002,3143
020610,2003,3196
020610,2004,3250
020611,2001,3161
020611,2002,3200
020611,2003,3240
020611,2004,3280
020701,2001,12425
020701,2002,12497
020701,2003,12575
020701,2004,12652
020702,2001,4873
020702,2002,4934
020702,2003,5000
020702,2004,5068
020703,2001,5123
020703,2002,5153
020703,2003,5186
020703,2004,5220
020801,2001,27476
020801,2002,27970
020801,2003,28485
020801,2004,29004
020802,2001,3880
020802,2002,3939
020802,2003,4004
020802,2004,4071
020803,2001,2477
020803,2002,2534
020803,2003,2595
020803,2004,2657
020804,2001,7342
020804,2002,7432
020804,2003,7522
020804,2004,7613
020901,2001,2566
020901,2002,2592
020901,2003,2624
020901,2004,2657
020902,2001,739
020902,2002,748
020902,2003,758
020902,2004,769
020903,2001,445
020903,2002,454
020903,2003,466
020903,2004,478
020904,2001,2749
020904,2002,2763
020904,2003,2777
020904,2004,2791
020905,2001,1677
020905,2002,1709
020905,2003,1743
020905,2004,1778
020906,2001,844
020906,2002,850
020906,2003,858
020906,2004,867
020907,2001,465
020907,2002,471
020907,2003,477
020907,2004,483
021001,2001,9432
021001,2002,9523
021001,2003,9630
021001,2004,9737
021002,2001,2413
021002,2002,2438
021002,2003,2465
021002,2004,2493
021003,2001,4141
021003,2002,4192
021003,2003,4247
021003,2004,4304
021004,2001,9853
021004,2002,9955
021004,2003,10066
021004,2004,10180
021005,2001,2838
021005,2002,2877
021005,2003,2919
021005,2004,2962
021006,2001,2279
021006,2002,2310
021006,2003,2344
021006,2004,2379
021007,2001,4396
021007,2002,4435
021007,2003,4478
021007,2004,4522
021008,2001,3205
021008,2002,3246
021008,2003,3298
021008,2004,3353
021009,2001,2679
021009,2002,2717
021009,2003,2763
021009,2004,2811
021010,2001,2771
021010,2002,2808
021010,2003,2847
021010,2004,2887
021011,2001,3879
021011,2002,3912
021011,2003,3947
021011,2004,3983
021012,2001,699
021012,2002,709
021012,2003,722
021012,2004,736
021013,2001,1918
021013,2002,1949
021013,2003,1982
021013,2004,2015
021014,2001,12370
021014,2002,12459
021014,2003,12552
021014,2004,12647
021015,2001,2644
021015,2002,2674
021015,2003,2706
021015,2004,2738
021016,2001,2116
021016,2002,2128
021016,2003,2141
021016,2004,2154
021101,2001,20212
021101,2002,20473
021101,2003,20741
021101,2004,21011
021102,2001,1249
021102,2002,1260
021102,2003,1271
021102,2004,1283
021103,2001,2595
021103,2002,2609
021103,2003,2624
021103,2004,2639
021104,2001,1390
021104,2002,1414
021104,2003,1440
021104,2004,1465
021105,2001,1281
021105,2002,1298
021105,2003,1319
021105,2004,1341
021201,2001,23328
021201,2002,23841
021201,2003,24367
021201,2004,24896
021202,2001,1863
021202,2002,1891
021202,2003,1923
021202,2004,1956
021203,2001,1898
021203,2002,1941
021203,2003,1986
021203,2004,2032
021204,2001,3747
021204,2002,3856
021204,2003,3971
021204,2004,4088
021205,2001,2663
021205,2002,2725
021205,2003,2790
021205,2004,2856
021206,2001,9294
021206,2002,9484
021206,2003,9676
021206,2004,9868
021207,2001,7910
021207,2002,8092
021207,2003,8280
021207,2004,8469
021208,2001,5237
021208,2002,5367
021208,2003,5503
021208,2004,5641
021209,2001,2522
021209,2002,2551
021209,2003,2582
021209,2004,2614
021210,2001,2246
021210,2002,2291
021210,2003,2338
021210,2004,2385
021301,2001,4066
021301,2002,4114
021301,2003,4167
021301,2004,4221
021302,2001,5131
021302,2002,5238
021302,2003,5348
021302,2004,5458
021303,2001,1491
021303,2002,1509
021303,2003,1528
021303,2004,1547
021304,2001,2715
021304,2002,2736
021304,2003,2757
021304,2004,2779
021305,2001,1979
021305,2002,2009
021305,2003,2039
021305,2004,2069
021306,2001,6548
021306,2002,6685
021306,2003,6822
021306,2004,6960
021307,2001,3773
021307,2002,3832
021307,2003,3891
021307,2004,3949
021308,2001,1488
021308,2002,1513
021308,2003,1539
021308,2004,1564
021401,2001,1955
021401,2002,1971
021401,2003,1986
021401,2004,2003
021402,2001,459
021402,2002,466
021402,2003,472
021402,2004,479
021403,2001,214
021403,2002,225
021403,2003,240
021403,2004,255
021404,2001,559
021404,2002,562
021404,2003,566
021404,2004,569
021405,2001,953
021405,2002,957
021405,2003,960
021405,2004,963
021406,2001,1273
021406,2002,1281
021406,2003,1290
021406,2004,1298
021407,2001,165
021407,2002,176
021407,2003,191
021407,2004,206
021408,2001,472
021408,2002,480
021408,2003,491
021408,2004,503
021409,2001,606
021409,2002,613
021409,2003,622
021409,2004,632
021410,2001,457
021410,2002,461
021410,2003,465
021410,2004,468
021501,2001,3381
021501,2002,3411
021501,2003,3438
021501,2004,3465
021502,2001,1565
021502,2002,1575
021502,2003,1586
021502,2004,1596
021503,2001,8624
021503,2002,8735
021503,2003,8845
021503,2004,8953
021504,2001,1060
021504,2002,1085
021504,2003,1110
021504,2004,1135
021505,2001,1265
021505,2002,1269
021505,2003,1273
021505,2004,1277
021506,2001,991
021506,2002,1012
021506,2003,1032
021506,2004,1053
021507,2001,736
021507,2002,747
021507,2003,758
021507,2004,768
021508,2001,3352
021508,2002,3396
021508,2003,3445
021508,2004,3494
021509,2001,5129
021509,2002,5154
021509,2003,5177
021509,2004,5200
021510,2001,1594
021510,2002,1627
021510,2003,1660
021510,2004,1694
021511,2001,3532
021511,2002,3539
021511,2003,3543
021511,2004,3548
021601,2001,13886
021601,2002,14008
021601,2003,14139
021601,2004,14274
021602,2001,4010
021602,2002,4043
021602,2003,4080
021602,2004,4118
021603,2001,7119
021603,2002,7159
021603,2003,7209
021603,2004,7260
021604,2001,2810
021604,2002,2836
021604,2003,2868
021604,2004,2901
021701,2001,6208
021701,2002,6215
021701,2003,6216
021701,2004,6220
021702,2001,4339
021702,2002,4362
021702,2003,4389
021702,2004,4416
021703,2001,633
021703,2002,637
021703,2003,641
021703,2004,644
021704,2001,951
021704,2002,955
021704,2003,959
021704,2004,963
021705,2001,967
021705,2002,976
021705,2003,985
021705,2004,995
021706,2001,1228
021706,2002,1237
021706,2003,1246
021706,2004,1255
021707,2001,1168
021707,2002,1182
021707,2003,1198
021707,2004,1213
021708,2001,1171
021708,2002,1185
021708,2003,1200
021708,2004,1214
021709,2001,692
021709,2002,696
021709,2003,700
021709,2004,703
021710,2001,2906
021710,2002,2918
021710,2003,2924
021710,2004,2928
021801,2001,252911
021801,2002,256850
021801,2003,260854
021801,2004,264871
021802,2001,6675
021802,2002,6719
021802,2003,6765
021802,2004,6812
021803,2001,15232
021803,2002,15432
021803,2003,15638
021803,2004,15845
021804,2001,5296
021804,2002,5337
021804,2003,5381
021804,2004,5425
021805,2001,9033
021805,2002,9221
021805,2003,9409
021805,2004,9597
021806,2001,12739
021806,2002,12855
021806,2003,12978
021806,2004,13103
021807,2001,4373
021807,2002,4444
021807,2003,4514
021807,2004,4584
021808,2001,16570
021808,2002,16802
021808,2003,17038
021808,2004,17275
021809,2001,74844
021809,2002,75945
021809,2003,77050
021809,2004,78155
021901,2001,6108
021901,2002,6190
021901,2003,6275
021901,2004,6356
021902,2001,2109
021902,2002,2141
021902,2003,2170
021902,2004,2200
021903,2001,1217
021903,2002,1226
021903,2003,1233
021903,2004,1240
021904,2001,3815
021904,2002,3842
021904,2003,3872
021904,2004,3903
021905,2001,1502
021905,2002,1514
021905,2003,1527
021905,2004,1540
021906,2001,4862
021906,2002,4915
021906,2003,4970
021906,2004,5026
021907,2001,3045
021907,2002,3083
021907,2003,3121
021907,2004,3160
021908,2001,3467
021908,2002,3511
021908,2003,3557
021908,2004,3603
021909,2001,7267
021909,2002,7373
021909,2003,7481
021909,2004,7589
021910,2001,2278
021910,2002,2287
021910,2003,2295
021910,2004,2303
022001,2001,19965
022001,2002,20312
022001,2003,20676
022001,2004,21048
022002,2001,1993
022002,2002,2024
022002,2003,2057
022002,2004,2090
022003,2001,8680
022003,2002,8795
022003,2003,8917
022003,2004,9040
022004,2001,1460
022004,2002,1483
022004,2003,1508
022004,2004,1532
022005,2001,11701
022005,2002,11933
022005,2003,12171
022005,2004,12411
022006,2001,3795
022006,2002,3875
022006,2003,3959
022006,2004,4043
022007,2001,2590
022007,2002,2623
022007,2003,2658
022007,2004,2693
022008,2001,8079
022008,2002,8165
022008,2003,8253
022008,2004,8341
030101,2001,68868
030101,2002,70514
030101,2003,72127
030101,2004,73727
030102,2001,1621
030102,2002,1638
030102,2003,1653
030102,2004,1668
030103,2001,3384
030103,2002,3390
030103,2003,3392
030103,2004,3393
030104,2001,19608
030104,2002,19976
030104,2003,20333
030104,2004,20688
030105,2001,5557
030105,2002,5615
030105,2003,5667
030105,2004,5719
030106,2001,5716
030106,2002,5741
030106,2003,5761
030106,2004,5782
030107,2001,5992
030107,2002,6034
030107,2003,6073
030107,2004,6112
030108,2001,4151
030108,2002,4161
030108,2003,4167
030108,2004,4173
030109,2001,6226
030109,2002,6326
030109,2003,6418
030109,2004,6508
030201,2001,30826
030201,2002,31361
030201,2003,31900
030201,2004,32442
030202,2001,7294
030202,2002,7332
030202,2003,7370
030202,2004,7408
030203,2001,1790
030203,2002,1816
030203,2003,1843
030203,2004,1870
030204,2001,8356
030204,2002,8433
030204,2003,8509
030204,2004,8584
030205,2001,5121
030205,2002,5156
030205,2003,5191
030205,2004,5225
030206,2001,1148
030206,2002,1161
030206,2003,1176
030206,2004,1191
030207,2001,8609
030207,2002,8757
030207,2003,8899
030207,2004,9041
030208,2001,7180
030208,2002,7311
030208,2003,7441
030208,2004,7570
030209,2001,13457
030209,2002,13742
030209,2003,14023
030209,2004,14304
030210,2001,2559
030210,2002,2580
030210,2003,2603
030210,2004,2627
030211,2001,1058
030211,2002,1073
030211,2003,1090
030211,2004,1107
030212,2001,4166
030212,2002,4221
030212,2003,4277
030212,2004,4334
030213,2001,15848
030213,2002,16124
030213,2003,16394
030213,2004,16661
030214,2001,1962
030214,2002,1982
030214,2003,2002
030214,2004,2023
030215,2001,11331
030215,2002,11435
030215,2003,11535
030215,2004,11633
030216,2001,21485
030216,2002,21850
030216,2003,22200
030216,2004,22546
030217,2001,2268
030217,2002,2292
030217,2003,2316
030217,2004,2341
030218,2001,4901
030218,2002,4941
030218,2003,4980
030218,2004,5019
030219,2001,2038
030219,2002,2057
030219,2003,2076
030219,2004,2095
030301,2001,3940
030301,2002,4030
030301,2003,4130
030301,2004,4233
030302,2001,590
030302,2002,604
030302,2003,619
030302,2004,634
030303,2001,1692
030303,2002,1736
030303,2003,1784
030303,2004,1834
030304,2001,2330
030304,2002,2379
030304,2003,2432
030304,2004,2486
030305,2001,2151
030305,2002,2195
030305,2003,2242
030305,2004,2290
030306,2001,1199
030306,2002,1218
030306,2003,1240
030306,2004,1262
030307,2001,1444
030307,2002,1471
030307,2003,1501
030307,2004,1532
030401,2001,4740
030401,2002,4816
030401,2003,4894
030401,2004,4971
030402,2001,543
030402,2002,556
030402,2003,572
030402,2004,588
030403,2001,1263
030403,2002,1286
030403,2003,1312
030403,2004,1338
030404,2001,2892
030404,2002,2938
030404,2003,2988
030404,2004,3038
030405,2001,710
030405,2002,724
030405,2003,739
030405,2004,756
030406,2001,3009
030406,2002,3046
030406,2003,3085
030406,2004,3125
030407,2001,674
030407,2002,690
030407,2003,708
030407,2004,726
030408,2001,853
030408,2002,867
030408,2003,883
030408,2004,900
030409,2001,2384
030409,2002,2417
030409,2003,2452
030409,2004,2488
030410,2001,1410
030410,2002,1441
030410,2003,1474
030410,2004,1508
030411,2001,1261
030411,2002,1286
030411,2003,1313
030411,2004,1342
030412,2001,1323
030412,2002,1341
030412,2003,1360
030412,2004,1379
030413,2001,815
030413,2002,831
030413,2003,848
030413,2004,866
030414,2001,2404
030414,2002,2453
030414,2003,2506
030414,2004,2560
030415,2001,3374
030415,2002,3425
030415,2003,3479
030415,2004,3535
030416,2001,1571
030416,2002,1591
030416,2003,1613
030416,2004,1634
030417,2001,1430
030417,2002,1451
030417,2003,1474
030417,2004,1498
030501,2001,12623
030501,2002,12809
030501,2003,12995
030501,2004,13182
030502,2001,5813
030502,2002,5894
030502,2003,5975
030502,2004,6056
030503,2001,8287
030503,2002,8394
030503,2003,8505
030503,2004,8616
030504,2001,12324
030504,2002,12525
030504,2003,12725
030504,2004,12926
030505,2001,7754
030505,2002,7868
030505,2003,7984
030505,2004,8100
030506,2001,5403
030506,2002,5488
030506,2003,5574
030506,2004,5660
030601,2001,5899
030601,2002,5984
030601,2003,6063
030601,2004,6142
030602,2001,11490
030602,2002,11819
030602,2003,12152
030602,2004,12488
030603,2001,2063
030603,2002,2121
030603,2003,2183
030603,2004,2245
030604,2001,10559
030604,2002,10800
030604,2003,11044
030604,2004,11289
030605,2001,3961
030605,2002,4043
030605,2003,4140
030605,2004,4242
030606,2001,7877
030606,2002,7964
030606,2003,8056
030606,2004,8148
030607,2001,2870
030607,2002,2896
030607,2003,2924
030607,2004,2951
030608,2001,13172
030608,2002,13557
030608,2003,13938
030608,2004,14321
030701,2001,7060
030701,2002,7143
030701,2003,7224
030701,2004,7306
030702,2001,2922
030702,2002,2940
030702,2003,2957
030702,2004,2973
030703,2001,4990
030703,2002,5014
030703,2003,5035
