year,province,population
2005,2104,126097
2005,2105,84071
2005,2106,74689
2005,2107,49748
2005,2108,77941
2005,2109,30056
2005,2110,48310
2005,2111,238575
2005,2112,62966
2005,2113,49878
2005,2201,110518
2005,2202,48333
2005,2203,32951
2005,2204,25012
2005,2205,79997
2005,2206,52706
2005,2207,37114
2005,2208,101943
2005,2209,158947
2005,2210,75046
2005,2301,268075
2005,2302,9163
2005,2303,11062
2005,2304,8467
2005,2401,145601
2005,2402,17248
2005,2403,40603
2005,2501,332920
2005,2502,42838
2005,2503,50134
2005,2504,3684
2006,0101,53348
2006,0102,77583
2006,0103,28992
2006,0104,45471
2006,0105,52262
2006,0106,28087
2006,0107,117685
2006,0201,150013
2006,0202,8344
2006,0203,17842
2006,0204,9450
2006,0205,31574
2006,0206,45055
2006,0207,22056
2006,0208,43185
2006,0209,8685
2006,0210,64982
2006,0211,28430
2006,0212,55349
2006,0213,24115
2006,0214,9301
2006,0215,30413
2006,0216,28788
2006,0217,19798
2006,0218,404874
2006,0219,31921
2006,0220,56462
2006,0301,104076
2006,0302,154321
2006,0303,13330
2006,0304,32011
2006,0305,49263
2006,0306,55623
2006,0307,27376
2006,0401,875088
2006,0402,53880
2006,0403,36368
2006,0404,39681
2006,0405,73056
2006,0406,19845
2006,0407,53946
2006,0408,16374
2006,0501,231584
2006,0502,35065
2006,0503,10657
2006,0504,90980
2006,0505,83491
2006,0506,65030
2006,0507,29497
2006,0508,11020
2006,0509,12698
2006,0510,25758
2006,0511,23657
2006,0601,327983
2006,0602,78797
2006,0603,93873
2006,0604,171647
2006,0605,33624
2006,0606,148122
2006,0607,94395
2006,0608,194738
2006,0609,138213
2006,0610,54245
2006,0611,60418
2006,0612,24807
2006,0613,46896
2006,0701,882066
2006,0801,382577
2006,0802,29416
2006,0803,58832
2006,0804,69006
2006,0805,41090
2006,0806,103486
2006,0807,80288
2006,0808,66463
2006,0809,177720
2006,0810,33438
2006,0811,48559
2006,0812,87297
2006,0813,59783
2006,0901,143635
2006,0902,63066
2006,0903,55856
2006,0904,20051
2006,0905,46068
2006,0906,23909
2006,0907,107013
2006,1001,281382
2006,1002,58847
2006,1003,49056
2006,1004,21347
2006,1005,69338
2006,1006,121982
2006,1007,27497
2006,1008,62378
2006,1009,33039
2006,1010,37100
2006,1011,34364
2006,1101,320910
2006,1102,194334
2006,1103,58463
2006,1104,13239
2006,1105,126746
2006,1201,481593
2006,1202,63577
2006,1203,171370
2006,1204,97845
2006,1205,32506
2006,1206,191153
2006,1207,118218
2006,1208,53718
2006,1209,54070
2006,1301,829536
2006,1302,121442
2006,1303,17518
2006,1304,78034
2006,1305,35018
2006,1306,92844
2006,1307,97560
2006,1308,80818
2006,1309,140146
2006,1310,60762
2006,1311,31847
2006,1312,75010
2006,1401,791663
2006,1402,100841
2006,1403,270499
2006,1501,7744537
2006,1502,137939
2006,1503,8838
2006,1504,13862
2006,1505,204542
2006,1506,167964
2006,1507,74696
2006,1508,202776
2006,1509,21226
2006,1510,28765
2006,1601,506414
2006,1602,109547
2006,1603,65160
2006,1604,56025
2006,1605,69016
2006,1606,64338
2006,1607,50849
2006,1608,9869
2006,1701,77392
2006,1702,20348
2006,1703,10672
2006,1801,73980
2006,1802,25272
2006,1803,64838
2006,1901,152843
2006,1902,47875
2006,1903,81942
2006,2001,674166
2006,2002,143104
2006,2003,128463
2006,2004,166245
2006,2005,109133
2006,2006,293251
2006,2007,133582
2006,2008,62512
2006,2101,237035
2006,2102,143414
2006,2103,74219
2006,2104,128489
2006,2105,84276
2006,2106,73737
2006,2107,49984
2006,2108,77942
2006,2109,29601
2006,2110,50150
2006,2111,243929
2006,2112,63764
2006,2113,49686
2006,2201,114052
2006,2202,49400
2006,2203,33690
2006,2204,25093
2006,2205,80636
2006,2206,52601
2006,2207,37871
2006,2208,104529
2006,2209,161897
2006,2210,74920
2006,2301,273373
2006,2302,9072
2006,2303,10869
2006,2304,8414
2006,2401,147751
2006,2402,17538
2006,2403,41836
2006,2501,338121
2006,2502,43952
2006,2503,51126
2006,2504,3768
2007,0101,53637
2007,0102,77637
2007,0103,29552
2007,0104,46520
2007,0105,52300
2007,0106,28462
2007,0107,117979
2007,0201,151817
2007,0202,8282
2007,0203,17681
2007,0204,9378
2007,0205,31723
2007,0206,45289
2007,0207,22037
2007,0208,43655
2007,0209,8629
2007,0210,64780
2007,0211,28686
2007,0212,55483
2007,0213,24084
2007,0214,9459
2007,0215,30438
2007,0216,28860
2007,0217,19752
2007,0218,408575
2007,0219,31771
2007,0220,56719
2007,0301,104384
2007,0302,155903
2007,0303,13346
2007,0304,32140
2007,0305,49674
2007,0306,55993
2007,0307,27321
2007,0401,885102
2007,0402,54421
2007,0403,36847
2007,0404,39569
2007,0405,75157
2007,0406,19621
2007,0407,53800
2007,0408,16166
2007,0501,236504
2007,0502,34962
2007,0503,10638
2007,0504,92896
2007,0505,84154
2007,0506,65429
2007,0507,29925
2007,0508,11029
2007,0509,12632
2007,0510,25514
2007,0511,23634
2007,0601,334857
2007,0602,79097
2007,0603,94234
2007,0604,171168
2007,0605,33488
2007,0606,147534
2007,0607,95414
2007,0608,195549
2007,0609,139550
2007,0610,54366
2007,0611,59986
2007,0612,24677
2007,0613,46788
2007,0701,897144
2007,0801,390059
2007,0802,29250
2007,0803,58608
2007,0804,69637
2007,0805,40929
2007,0806,103446
2007,0807,80605
2007,0808,66825
2007,0809,178143
2007,0810,33133
2007,0811,48882
2007,0812,87632
2007,0813,60354
2007,0901,145351
2007,0902,64696
2007,0903,56682
2007,0904,19968
2007,0905,45941
2007,0906,23828
2007,0907,107185
2007,1001,284867
2007,1002,58749
2007,1003,49581
2007,1004,21538
2007,1005,70093
2007,1006,123380
2007,1007,28014
2007,1008,63491
2007,1009,32902
2007,1010,37321
2007,1011,34284
2007,1101,325701
2007,1102,197035
2007,1103,58571
2007,1104,13145
2007,1105,127869
2007,1201,484640
2007,1202,62844
2007,1203,175007
2007,1204,96328
2007,1205,31687
2007,1206,199517
2007,1207,117213
2007,1208,52375
2007,1209,54037
2007,1301,843588
2007,1302,121422
2007,1303,17425
2007,1304,79050
2007,1305,34588
2007,1306,92798
2007,1307,98337
2007,1308,81655
2007,1309,141764
2007,1310,60890
2007,1311,31790
2007,1312,78906
2007,1401,799428
2007,1402,101558
2007,1403,273533
2007,1501,7861745
2007,1502,138788
2007,1503,8716
2007,1504,13991
2007,1505,207462
2007,1506,170266
2007,1507,75415
2007,1508,204448
2007,1509,21385
2007,1510,28604
2007,1601,512419
2007,1602,110940
2007,1603,65960
2007,1604,57828
2007,1605,69718
2007,1606,65465
2007,1607,52289
2007,1608,10098
2007,1701,79802
2007,1702,20791
2007,1703,11011
2007,1801,74793
2007,1802,25600
2007,1803,65478
2007,1901,153524
2007,1902,48541
2007,1903,83226
2007,2001,684203
2007,2002,142936
2007,2003,128338
2007,2004,165180
2007,2005,111340
2007,2006,296044
2007,2007,133569
2007,2008,63892
2007,2101,238410
2007,2102,142760
2007,2103,76371
2007,2104,130823
2007,2105,84415
2007,2106,72739
2007,2107,50182
2007,2108,77882
2007,2109,29128
2007,2110,52019
2007,2111,249204
2007,2112,64522
2007,2113,49456
2007,2201,117654
2007,2202,50474
2007,2203,34434
2007,2204,25166
2007,2205,81254
2007,2206,52476
2007,2207,38631
2007,2208,107144
2007,2209,164844
2007,2210,74767
2007,2301,278469
2007,2302,8974
2007,2303,10667
2007,2304,8351
2007,2401,149880
2007,2402,17827
2007,2403,43091
2007,2501,343187
2007,2502,45065
2007,2503,52107
2007,2504,3850
2008,0101,53908
2008,0102,77660
2008,0103,30110
2008,0104,47573
2008,0105,52320
2008,0106,28832
2008,0107,118226
2008,0201,153623
2008,0202,8221
2008,0203,17519
2008,0204,9304
2008,0205,31869
2008,0206,45518
2008,0207,22014
2008,0208,44123
2008,0209,8570
2008,0210,64569
2008,0211,28940
2008,0212,55609
2008,0213,24043
2008,0214,9619
2008,0215,30459
2008,0216,28928
2008,0217,19705
2008,0218,412259
2008,0219,31619
2008,0220,56970
2008,0301,104684
2008,0302,157483
2008,0303,13362
2008,0304,32267
2008,0305,50085
2008,0306,56361
2008,0307,27265
2008,0401,894937
2008,0402,54951
2008,0403,37319
2008,0404,39444
2008,0405,77293
2008,0406,19393
2008,0407,53637
2008,0408,15958
2008,0501,241451
2008,0502,34850
2008,0503,10612
2008,0504,94824
2008,0505,84799
2008,0506,65813
2008,0507,30351
2008,0508,11035
2008,0509,12564
2008,0510,25264
2008,0511,23604
2008,0601,341705
2008,0602,79364
2008,0603,94557
2008,0604,170617
2008,0605,33338
2008,0606,146885
2008,0607,96401
2008,0608,196281
2008,0609,140842
2008,0610,54466
2008,0611,59532
2008,0612,24538
2008,0613,46662
2008,0701,912065
2008,0801,397526
2008,0802,29075
2008,0803,58365
2008,0804,70249
2008,0805,40756
2008,0806,103371
2008,0807,80896
2008,0808,67167
2008,0809,178506
2008,0810,32821
2008,0811,49189
2008,0812,87939
2008,0813,60910
2008,0901,147060
2008,0902,66356
2008,0903,57511
2008,0904,19882
2008,0905,45807
2008,0906,23744
2008,0907,107340
2008,1001,288312
2008,1002,58634
2008,1003,50097
2008,1004,21724
2008,1005,70837
2008,1006,124760
2008,1007,28533
2008,1008,64606
2008,1009,32757
2008,1010,37533
2008,1011,34196
2008,1101,330428
2008,1102,199691
2008,1103,58654
2008,1104,13045
2008,1105,128949
2008,1201,487435
2008,1202,62081
2008,1203,178610
2008,1204,94776
2008,1205,30871
2008,1206,208073
2008,1207,116148
2008,1208,51034
2008,1209,53975
2008,1301,857484
2008,1302,121348
2008,1303,17326
2008,1304,80044
2008,1305,34149
2008,1306,92711
2008,1307,99075
2008,1308,82466
2008,1309,143337
2008,1310,60995
2008,1311,31721
2008,1312,82961
2008,1401,806955
2008,1402,102238
2008,1403,276491
2008,1501,7977709
2008,1502,139588
2008,1503,8593
2008,1504,14117
2008,1505,210344
2008,1506,172535
2008,1507,76111
2008,1508,206056
2008,1509,21536
2008,1510,28433
2008,1601,518253
2008,1602,112298
2008,1603,66737
2008,1604,59659
2008,1605,70394
2008,1606,66578
2008,1607,53746
2008,1608,10327
2008,1701,82212
2008,1702,21227
2008,1703,11352
2008,1801,75588
2008,1802,25924
2008,1803,66104
2008,1901,154186
2008,1902,49209
2008,1903,84518
2008,2001,694120
2008,2002,142717
2008,2003,128179
2008,2004,164062
2008,2005,113552
2008,2006,298762
2008,2007,133521
2008,2008,65281
2008,2101,239678
2008,2102,142038
2008,2103,78546
2008,2104,133135
2008,2105,84514
2008,2106,71718
2008,2107,50358
2008,2108,77785
2008,2109,28650
2008,2110,53930
2008,2111,254459
2008,2112,65258
2008,2113,49203
2008,2201,121314
2008,2202,51549
2008,2203,35180
2008,2204,25228
2008,2205,81841
2008,2206,52330
2008,2207,39389
2008,2208,109779
2008,2209,167783
2008,2210,74581
2008,2301,283424
2008,2302,8870
2008,2303,10461
2008,2304,8283
2008,2401,151966
2008,2402,18112
2008,2403,44361
2008,2501,348101
2008,2502,46177
2008,2503,53073
2008,2504,3933
2009,0101,54158
2009,0102,77651
2009,0103,30666
2009,0104,48628
2009,0105,52317
2009,0106,29194
2009,0107,118429
2009,0201,155437
2009,0202,8158
2009,0203,17357
2009,0204,9231
2009,0205,32013
2009,0206,45745
2009,0207,21991
2009,0208,44593
2009,0209,8512
2009,0210,64356
2009,0211,29194
2009,0212,55732
2009,0213,24003
2009,0214,9781
2009,0215,30477
2009,0216,28995
2009,0217,19655
2009,0218,415937
2009,0219,31465
2009,0220,57217
2009,0301,104967
2009,0302,159055
2009,0303,13374
2009,0304,32389
2009,0305,50491
2009,0306,56723
2009,0307,27203
2009,0401,904846
2009,0402,55483
2009,0403,37796
2009,0404,39317
2009,0405,79485
2009,0406,19169
2009,0407,53471
2009,0408,15750
2009,0501,246417
2009,0502,34728
2009,0503,10581
2009,0504,96762
2009,0505,85422
2009,0506,66180
2009,0507,30775
2009,0508,11039
2009,0509,12492
2009,0510,25009
2009,0511,23567
2009,0601,348514
2009,0602,79597
2009,0603,94838
2009,0604,169992
2009,0605,33176
2009,0606,146173
2009,0607,97356
2009,0608,196929
2009,0609,142082
2009,0610,54541
2009,0611,59056
2009,0612,24390
2009,0613,46515
2009,0701,926788
2009,0801,405000
2009,0802,28893
2009,0803,58105
2009,0804,70848
2009,0805,40572
2009,0806,103268
2009,0807,81166
2009,0808,67492
2009,0809,178820
2009,0810,32501
2009,0811,49485
2009,0812,88222
2009,0813,61455
2009,0901,148760
2009,0902,68042
2009,0903,58339
2009,0904,19792
2009,0905,45662
2009,0906,23655
2009,0907,107470
2009,1001,291700
2009,1002,58499
2009,1003,50602
2009,1004,21904
2009,1005,71563
2009,1006,126112
2009,1007,29051
2009,1008,65717
2009,1009,32600
2009,1010,37735
2009,1011,34095
2009,1101,335113
2009,1102,202319
2009,1103,58717
2009,1104,12943
2009,1105,129995
2009,1201,490050
2009,1202,61303
2009,1203,182211
2009,1204,93209
2009,1205,30063
2009,1206,216852
2009,1207,115044
2009,1208,49707
2009,1209,53891
2009,1301,871388
2009,1302,121245
2009,1303,17222
2009,1304,81031
2009,1305,33706
2009,1306,92602
2009,1307,99796
2009,1308,83267
2009,1309,144894
2009,1310,61083
2009,1311,31643
2009,1312,87198
2009,1401,814347
2009,1402,102897
2009,1403,279411
2009,1501,8095747
2009,1502,140399
2009,1503,8472
2009,1504,14244
2009,1505,213276
2009,1506,174842
2009,1507,76817
2009,1508,207687
2009,1509,21690
2009,1510,28266
2009,1601,523842
2009,1602,113608
2009,1603,67486
2009,1604,61510
2009,1605,71035
2009,1606,67672
2009,1607,55211
2009,1608,10554
2009,1701,84633
2009,1702,21654
2009,1703,11694
2009,1801,76386
2009,1802,26250
2009,1803,66729
2009,1901,154805
2009,1902,49874
2009,1903,85804
2009,2001,704054
2009,2002,142472
2009,2003,127997
2009,2004,162918
2009,2005,115786
2009,2006,301450
2009,2007,133427
2009,2008,66687
2009,2101,240907
2009,2102,141291
2009,2103,80765
2009,2104,135461
2009,2105,84597
2009,2106,70697
2009,2107,50523
2009,2108,77673
2009,2109,28175
2009,2110,55898
2009,2111,259763
2009,2112,65991
2009,2113,48943
2009,2201,125026
2009,2202,52623
2009,2203,35927
2009,2204,25279
2009,2205,82395
2009,2206,52158
2009,2207,40143
2009,2208,112424
2009,2209,170688
2009,2210,74358
2009,2301,288306
2009,2302,8763
2009,2303,10254
2009,2304,8211
2009,2401,153984
2009,2402,18392
2009,2403,45641
2009,2501,352855
2009,2502,47285
2009,2503,54023
2009,2504,4014
2010,0101,54385
2010,0102,77609
2010,0103,31219
2010,0104,49684
2010,0105,52292
2010,0106,29548
2010,0107,118577
2010,0201,157267
2010,0202,8096
2010,0203,17195
2010,0204,9157
2010,0205,32158
2010,0206,45973
2010,0207,21966
2010,0208,45067
2010,0209,8454
2010,0210,64142
2010,0211,29450
2010,0212,55854
2010,0213,23965
2010,0214,9945
2010,0215,30496
2010,0216,29061
2010,0217,19605
2010,0218,419639
2010,0219,31310
2010,0220,57465
2010,0301,105226
2010,0302,160601
2010,0303,13385
2010,0304,32505
2010,0305,50888
2010,0306,57073
2010,0307,27135
2010,0401,915074
2010,0402,56033
2010,0403,38288
2010,0404,39199
2010,0405,81755
2010,0406,18951
2010,0407,53319
2010,0408,15549
2010,0501,251397
2010,0502,34595
2010,0503,10549
2010,0504,98707
2010,0505,86024
2010,0506,66528
2010,0507,31194
2010,0508,11038
2010,0509,12416
2010,0510,24748
2010,0511,23522
2010,0601,355287
2010,0602,79794
2010,0603,95077
2010,0604,169288
2010,0605,32997
2010,0606,145397
2010,0607,98275
2010,0608,197488
2010,0609,143267
2010,0610,54581
2010,0611,58555
2010,0612,24230
2010,0613,46348
2010,0701,941268
2010,0801,412495
2010,0802,28707
2010,0803,57835
2010,0804,71436
2010,0805,40379
2010,0806,103141
2010,0807,81419
2010,0808,67803
2010,0809,179095
2010,0810,32178
2010,0811,49774
2010,0812,88488
2010,0813,61992
2010,0901,150443
2010,0902,69749
2010,0903,59164
2010,0904,19698
2010,0905,45507
2010,0906,23560
2010,0907,107572
2010,1001,295009
2010,1002,58339
2010,1003,51090
2010,1004,22078
2010,1005,72270
2010,1006,127426
2010,1007,29567
2010,1008,66820
2010,1009,32431
2010,1010,37922
2010,1011,33980
2010,1101,339782
2010,1102,204933
2010,1103,58766
2010,1104,12838
2010,1105,131019
2010,1201,492568
2010,1202,60521
2010,1203,185833
2010,1204,91645
2010,1205,29269
2010,1206,225889
2010,1207,113924
2010,1208,48401
2010,1209,53794
2010,1301,885453
2010,1302,121134
2010,1303,17119
2010,1304,82027
2010,1305,33268
2010,1306,92487
2010,1307,100518
2010,1308,84071
2010,1309,146461
2010,1310,61170
2010,1311,31565
2010,1312,91640
2010,1401,821711
2010,1402,103548
2010,1403,282330
2010,1501,8219116
2010,1502,141276
2010,1503,8356
2010,1504,14378
2010,1505,216344
2010,1506,177259
2010,1507,77566
2010,1508,209423
2010,1509,21855
2010,1510,28111
2010,1601,529124
2010,1602,114853
2010,1603,68195
2010,1604,63374
2010,1605,71633
2010,1606,68736
2010,1607,56679
2010,1608,10777
2010,1701,87067
2010,1702,22076
2010,1703,12040
2010,1801,77203
2010,1802,26583
2010,1803,67369
2010,1901,155358
2010,1902,50525
2010,1903,87072
2010,2001,714078
2010,2002,142222
2010,2003,127810
2010,2004,161774
2010,2005,118059
2010,2006,304153
2010,2007,133339
2010,2008,68120
2010,2101,242164
2010,2102,140558
2010,2103,83052
2010,2104,137838
2010,2105,84687
2010,2106,69695
2010,2107,50695
2010,2108,77567
2010,2109,27709
2010,2110,57942
2010,2111,265191
2010,2112,66737
2010,2113,48688
2010,2201,128776
2010,2202,53691
2010,2203,36670
2010,2204,25316
2010,2205,82907
2010,2206,51959
2010,2207,40891
2010,2208,115073
2010,2209,173556
2010,2210,74093
2010,2301,293181
2010,2302,8654
2010,2303,10048
2010,2304,8138
2010,2401,155914
2010,2402,18662
2010,2403,46922
2010,2501,357439
2010,2502,48387
2010,2503,54955
2010,2504,4094
2011,0101,54593
2011,0102,77537
2011,0103,31769
2011,0104,50742
2011,0105,52248
2011,0106,29895
2011,0107,118682
2011,0201,159125
2011,0202,8035
2011,0203,17037
2011,0204,9085
2011,0205,32304
2011,0206,46204
2011,0207,21943
2011,0208,45547
2011,0209,8397
2011,0210,63933
2011,0211,29709
2011,0212,55978
2011,0213,23927
2011,0214,10112
2011,0215,30516
2011,0216,29129
2011,0217,19557
2011,0218,423381
2011,0219,31157
2011,0220,57716
2011,0301,105467
2011,0302,162135
2011,0303,13393
2011,0304,32615
2011,0305,51278
2011,0306,57414
2011,0307,27063
2011,0401,925667
2011,0402,56605
2011,0403,38797
2011,0404,39093
2011,0405,84112
2011,0406,18744
2011,0407,53180
2011,0408,15355
2011,0501,256384
2011,0502,34451
2011,0503,10511
2011,0504,100659
2011,0505,86603
2011,0506,66857
2011,0507,31610
2011,0508,11034
2011,0509,12337
2011,0510,24483
2011,0511,23471
2011,0601,361991
2011,0602,79957
2011,0603,95275
2011,0604,168513
2011,0605,32806
2011,0606,144560
2011,0607,99159
2011,0608,197962
2011,0609,144398
2011,0610,54609
2011,0611,58033
2011,0612,24062
2011,0613,46161
2011,0701,955385
2011,0801,420030
2011,0802,28515
2011,0803,57555
2011,0804,72015
2011,0805,40180
2011,0806,102995
2011,0807,81658
2011,0808,68104
2011,0809,179326
2011,0810,31852
2011,0811,50053
2011,0812,88737
2011,0813,62520
2011,0901,152109
2011,0902,71482
2011,0903,59990
2011,0904,19601
2011,0905,45343
2011,0906,23462
2011,0907,107654
2011,1001,298234
2011,1002,58158
2011,1003,51564
2011,1004,22244
2011,1005,72954
2011,1006,128705
2011,1007,30081
2011,1008,67915
2011,1009,32251
2011,1010,38095
2011,1011,33853
2011,1101,344430
2011,1102,207529
2011,1103,58801
2011,1104,12730
2011,1105,132018
2011,1201,495002
2011,1202,59736
2011,1203,189483
2011,1204,90086
2011,1205,28490
2011,1206,235190
2011,1207,112789
2011,1208,47120
2011,1209,53688
2011,1301,899709
2011,1302,121019
2011,1303,17015
2011,1304,83033
2011,1305,32834
2011,1306,92370
2011,1307,101241
2011,1308,84881
2011,1309,148041
2011,1310,61255
2011,1311,31486
2011,1312,96297
2011,1401,829051
2011,1402,104193
2011,1403,285248
2011,1501,8348403
2011,1502,142229
2011,1503,8246
2011,1504,14521
2011,1505,219564
2011,1506,179797
2011,1507,78359
2011,1508,211276
2011,1509,22033
2011,1510,27973
2011,1601,534098
2011,1602,116035
2011,1603,68868
2011,1604,65251
2011,1605,72188
2011,1606,69771
2011,1607,58147
2011,1608,10997
2011,1701,89520
2011,1702,22493
2011,1703,12391
2011,1801,78040
2011,1802,26927
2011,1803,68028
2011,1901,155837
2011,1902,51163
2011,1903,88315
2011,2001,724230
2011,2002,141971
2011,2003,127623
2011,2004,160635
2011,2005,120375
2011,2006,306882
2011,2007,133250
2011,2008,69585
2011,2101,243441
2011,2102,139833
2011,2103,85406
2011,2104,140263
2011,2105,84782
2011,2106,68709
2011,2107,50869
2011,2108,77466
2011,2109,27252
2011,2110,60061
2011,2111,270737
2011,2112,67496
2011,2113,48437
2011,2201,132571
2011,2202,54754
2011,2203,37411
2011,2204,25342
2011,2205,83383
2011,2206,51735
2011,2207,41632
2011,2208,117725
2011,2209,176384
2011,2210,73793
2011,2301,298044
2011,2302,8546
2011,2303,9844
2011,2304,8064
2011,2401,157764
2011,2402,18924
2011,2403,48207
2011,2501,361828
2011,2502,49483
2011,2503,55866
2011,2504,4174
2012,0101,54783
2012,0102,77438
2012,0103,32317
2012,0104,51802
2012,0105,52185
2012,0106,30236
2012,0107,118747
2012,0201,161003
2012,0202,7974
2012,0203,16879
2012,0204,9013
2012,0205,32452
2012,0206,46434
2012,0207,21920
2012,0208,46032
2012,0209,8340
2012,0210,63726
2012,0211,29972
2012,0212,56102
2012,0213,23888
2012,0214,10283
2012,0215,30536
2012,0216,29196
2012,0217,19509
2012,0218,427157
2012,0219,31006
2012,0220,57969
2012,0301,105694
2012,0302,163662
2012,0303,13399
2012,0304,32722
2012,0305,51667
2012,0306,57750
2012,0307,26987
2012,0401,936464
2012,0402,57187
2012,0403,39317
2012,0404,38990
2012,0405,86542
2012,0406,18540
2012,0407,53047
2012,0408,15164
2012,0501,261382
2012,0502,34298
2012,0503,10472
2012,0504,102619
2012,0505,87160
2012,0506,67167
2012,0507,32023
2012,0508,11028
2012,0509,12255
2012,0510,24213
2012,0511,23412
2012,0601,368639
2012,0602,80086
2012,0603,95433
2012,0604,167670
2012,0605,32602
2012,0606,143667
2012,0607,100009
2012,0608,198354
2012,0609,145478
2012,0610,54622
2012,0611,57492
2012,0612,23885
2012,0613,45955
2012,0701,969170
2012,0801,427580
2012,0802,28318
2012,0803,57262
2012,0804,72583
2012,0805,39973
2012,0806,102826
2012,0807,81878
2012,0808,68390
2012,0809,179515
2012,0810,31521
2012,0811,50323
2012,0812,88967
2012,0813,63039
2012,0901,153773
2012,0902,73243
2012,0903,60816
2012,0904,19500
2012,0905,45172
2012,0906,23361
2012,0907,107715
2012,1001,301396
2012,1002,57957
2012,1003,52025
2012,1004,22403
2012,1005,73621
2012,1006,129953
2012,1007,30594
2012,1008,69003
2012,1009,32060
2012,1010,38257
2012,1011,33715
2012,1101,349036
2012,1102,210098
2012,1103,58817
2012,1104,12621
2012,1105,132986
2012,1201,497299
2012,1202,58942
2012,1203,193140
2012,1204,88524
2012,1205,27722
2012,1206,244727
2012,1207,111631
2012,1208,45858
2012,1209,53564
2012,1301,914036
2012,1302,120884
2012,1303,16910
2012,1304,84037
2012,1305,32400
2012,1306,92237
2012,1307,101954
2012,1308,85687
2012,1309,149616
2012,1310,61329
2012,1311,31402
2012,1312,101167
2012,1401,836299
2012,1402,104820
2012,1403,288141
2012,1501,8481415
2012,1502,143216
2012,1503,8139
2012,1504,14669
2012,1505,222877
2012,1506,182409
2012,1507,79177
2012,1508,213188
2012,1509,22217
2012,1510,27842
2012,1601,538822
2012,1602,117163
2012,1603,69508
2012,1604,67143
2012,1605,72706
2012,1606,70782
2012,1607,59620
2012,1608,11209
2012,1701,91988
2012,1702,22906
2012,1703,12745
2012,1801,78890
2012,1802,27275
2012,1803,68694
2012,1901,156259
2012,1902,51789
2012,1903,89543
2012,2001,734437
2012,2002,141708
2012,2003,127423
2012,2004,159486
2012,2005,122725
2012,2006,309605
2012,2007,133148
2012,2008,71075
2012,2101,244692
2012,2102,139092
2012,2103,87812
2012,2104,142711
2012,2105,84865
2012,2106,67726
2012,2107,51039
2012,2108,77355
2012,2109,26799
2012,2110,62247
2012,2111,276352
2012,2112,68253
2012,2113,48179
2012,2201,136414
2012,2202,55815
2012,2203,38152
2012,2204,25357
2012,2205,83825
2012,2206,51489
2012,2207,42369
2012,2208,120387
2012,2209,179184
2012,2210,73460
2012,2301,302852
2012,2302,8435
2012,2303,9641
2012,2304,7987
2012,2401,159548
2012,2402,19180
2012,2403,49499
2012,2501,366040
2012,2502,50569
2012,2503,56756
2012,2504,4251
2013,0101,54950
2013,0102,77306
2013,0103,32860
2013,0104,52860
2013,0105,52100
2013,0106,30567
2013,0107,118761
2013,0201,162889
2013,0202,7913
2013,0203,16722
2013,0204,8942
2013,0205,32598
2013,0206,46664
2013,0207,21894
2013,0208,46518
2013,0209,8283
2013,0210,63513
2013,0211,30232
2013,0212,56222
2013,0213,23848
2013,0214,10456
2013,0215,30553
2013,0216,29262
2013,0217,19459
2013,0218,430925
2013,0219,30852
2013,0220,58217
2013,0301,105901
2013,0302,165165
2013,0303,13403
2013,0304,32823
2013,0305,52047
2013,0306,58078
2013,0307,26907
2013,0401,947384
2013,0402,57776
2013,0403,39843
2013,0404,38887
2013,0405,89042
2013,0406,18340
2013,0407,52914
2013,0408,14976
2013,0501,266390
2013,0502,34135
2013,0503,10430
2013,0504,104588
2013,0505,87696
2013,0506,67462
2013,0507,32432
2013,0508,11018
2013,0509,12170
2013,0510,23940
2013,0511,23348
2013,0601,375227
2013,0602,80182
2013,0603,95550
2013,0604,166757
2013,0605,32385
2013,0606,142716
2013,0607,100822
2013,0608,198661
2013,0609,146502
2013,0610,54602
2013,0611,56931
2013,0612,23698
2013,0613,45731
2013,0701,982800
2013,0801,435114
2013,0802,28116
2013,0803,56957
2013,0804,73137
2013,0805,39757
2013,0806,102630
2013,0807,82078
2013,0808,68660
2013,0809,179670
2013,0810,31186
2013,0811,50582
2013,0812,89175
2013,0813,63547
2013,0901,155418
2013,0902,75026
2013,0903,61639
2013,0904,19396
2013,0905,44989
2013,0906,23254
2013,0907,107750
2013,1001,304487
2013,1002,57737
2013,1003,52473
2013,1004,22557
2013,1005,74269
2013,1006,131170
2013,1007,31104
2013,1008,70086
2013,1009,31860
2013,1010,38406
2013,1011,33565
2013,1101,353611
2013,1102,212643
2013,1103,58819
2013,1104,12508
2013,1105,133926
2013,1201,499432
2013,1202,58138
2013,1203,196791
2013,1204,86957
2013,1205,26965
2013,1206,254488
2013,1207,110445
2013,1208,44613
2013,1209,53424
2013,1301,928388
2013,1302,120724
2013,1303,16801
2013,1304,85038
2013,1305,31966
2013,1306,92085
2013,1307,102653
2013,1308,86484
2013,1309,151178
2013,1310,61393
2013,1311,31312
2013,1312,106254
2013,1401,843445
2013,1402,105431
2013,1403,291006
2013,1501,8617314
2013,1502,144224
2013,1503,8035
2013,1504,14820
2013,1505,226260
2013,1506,185076
2013,1507,80011
2013,1508,215138
2013,1509,22404
2013,1510,27714
2013,1601,543284
2013,1602,118238
2013,1603,70115
2013,1604,69051
2013,1605,73187
2013,1606,71767
2013,1607,61097
2013,1608,11421
2013,1701,94463
2013,1702,23313
2013,1703,13100
2013,1801,79745
2013,1802,27627
2013,1803,69364
