year,province,population
1997,2205,78329
1997,2206,62273
1997,2207,30358
1997,2208,84504
1997,2209,143765
1997,2210,89904
1997,2301,226581
1997,2302,9590
1997,2303,12154
1997,2304,8384
1997,2401,132364
1997,2402,15038
1997,2403,32324
1997,2501,306247
1997,2502,41878
1997,2503,51237
1997,2504,3533
1998,0101,50453
1998,0102,88168
1998,0103,24068
1998,0104,39331
1998,0105,51190
1998,0106,23416
1998,0107,121033
1998,0201,136821
1998,0202,9062
1998,0203,20312
1998,0204,10505
1998,0205,29105
1998,0206,43881
1998,0207,22122
1998,0208,39514
1998,0209,9365
1998,0210,66607
1998,0211,25941
1998,0212,57343
1998,0213,25975
1998,0214,7032
1998,0215,30228
1998,0216,27573
1998,0217,19896
1998,0218,379199
1998,0219,34531
1998,0220,56006
1998,0301,113194
1998,0302,143468
1998,0303,12866
1998,0304,29681
1998,0305,49964
1998,0306,54295
1998,0307,28244
1998,0401,777832
1998,0402,48577
1998,0403,29527
1998,0404,39931
1998,0405,49172
1998,0406,21913
1998,0407,54659
1998,0408,18113
1998,0501,180630
1998,0502,35075
1998,0503,10596
1998,0504,67801
1998,0505,73655
1998,0506,58130
1998,0507,23690
1998,0508,10560
1998,0509,13015
1998,0510,27602
1998,0511,22153
1998,0601,267726
1998,0602,75489
1998,0603,90127
1998,0604,184087
1998,0605,34916
1998,0606,157851
1998,0607,81937
1998,0608,197013
1998,0609,132814
1998,0610,55293
1998,0611,66296
1998,0612,28284
1998,0613,47739
1998,0701,735837
1998,0801,303414
1998,0802,33207
1998,0803,62248
1998,0804,63017
1998,0805,43693
1998,0806,103445
1998,0807,75410
1998,0808,63835
1998,0809,182928
1998,0810,38269
1998,0811,45275
1998,0812,84809
1998,0813,53821
1998,0901,120689
1998,0902,45085
1998,0903,45216
1998,0904,19421
1998,0905,48207
1998,0906,24171
1998,0907,117383
1998,1001,265114
1998,1002,65459
1998,1003,44826
1998,1004,19826
1998,1005,64119
1998,1006,108370
1998,1007,23040
1998,1008,55705
1998,1009,43399
1998,1010,35379
1998,1011,37521
1998,1101,282587
1998,1102,166796
1998,1103,59187
1998,1104,15848
1998,1105,118723
1998,1201,451988
1998,1202,69515
1998,1203,133795
1998,1204,112188
1998,1205,45594
1998,1206,130590
1998,1207,124952
1998,1208,65714
1998,1209,52943
1998,1301,682947
1998,1302,115310
1998,1303,18587
1998,1304,64399
1998,1305,39788
1998,1306,89764
1998,1307,89517
1998,1308,69338
1998,1309,117205
1998,1310,59727
1998,1311,30968
1998,1312,40848
1998,1401,729241
1998,1402,94670
1998,1403,240844
1998,1501,6488772
1998,1502,120687
1998,1503,9294
1998,1504,11377
1998,1505,167547
1998,1506,142172
1998,1507,60311
1998,1508,177141
1998,1509,17812
1998,1510,27677
1998,1601,471487
1998,1602,99117
1998,1603,62307
1998,1604,41501
1998,1605,58397
1998,1606,58184
1998,1607,45522
1998,1608,9130
1998,1701,59747
1998,1702,20773
1998,1703,7598
1998,1801,64797
1998,1802,20563
1998,1803,59039
1998,1901,140566
1998,1902,39145
1998,1903,70857
1998,2001,569883
1998,2002,139170
1998,2003,126152
1998,2004,179985
1998,2005,86971
1998,2006,254233
1998,2007,139165
1998,2008,47443
1998,2101,214573
1998,2102,152182
1998,2103,54708
1998,2104,98303
1998,2105,85737
1998,2106,88171
1998,2107,46995
1998,2108,79828
1998,2109,36356
1998,2110,33744
1998,2111,201692
1998,2112,53892
1998,2113,52400
1998,2201,93559
1998,2202,45136
1998,2203,29272
1998,2204,26332
1998,2205,80063
1998,2206,64592
1998,2207,30943
1998,2208,86157
1998,2209,148709
1998,2210,91974
1998,2301,233813
1998,2302,9637
1998,2303,12181
1998,2304,8416
1998,2401,135386
1998,2402,15435
1998,2403,33366
1998,2501,315359
1998,2502,44269
1998,2503,54596
1998,2504,3675
1999,0101,51204
1999,0102,90477
1999,0103,24584
1999,0104,39953
1999,0105,51758
1999,0106,23679
1999,0107,123741
1999,0201,139065
1999,0202,9122
1999,0203,20401
1999,0204,10571
1999,0205,29277
1999,0206,44391
1999,0207,22202
1999,0208,40022
1999,0209,9386
1999,0210,66839
1999,0211,26183
1999,0212,58400
1999,0213,26368
1999,0214,7043
1999,0215,30566
1999,0216,27615
1999,0217,20026
1999,0218,385350
1999,0219,34901
1999,0220,56698
1999,0301,115951
1999,0302,146458
1999,0303,12986
1999,0304,29951
1999,0305,50702
1999,0306,55464
1999,0307,28466
1999,0401,792450
1999,0402,49318
1999,0403,29739
1999,0404,40240
1999,0405,49530
1999,0406,22076
1999,0407,55235
1999,0408,18271
1999,0501,184334
1999,0502,35123
1999,0503,10598
1999,0504,68106
1999,0505,73981
1999,0506,58292
1999,0507,23734
1999,0508,10576
1999,0509,13071
1999,0510,27672
1999,0511,22247
1999,0601,272979
1999,0602,76144
1999,0603,90948
1999,0604,187288
1999,0605,35035
1999,0606,159198
1999,0607,82515
1999,0608,201099
1999,0609,135634
1999,0610,56413
1999,0611,66986
1999,0612,28927
1999,0613,48156
1999,0701,748784
1999,0801,307207
1999,0802,33564
1999,0803,62805
1999,0804,63582
1999,0805,44091
1999,0806,104225
1999,0807,76000
1999,0808,64623
1999,0809,185694
1999,0810,38640
1999,0811,45807
1999,0812,85920
1999,0813,54399
1999,0901,122953
1999,0902,45279
1999,0903,45173
1999,0904,19354
1999,0905,48491
1999,0906,24193
1999,0907,118673
1999,1001,270226
1999,1002,66764
1999,1003,45429
1999,1004,20118
1999,1005,65047
1999,1006,109552
1999,1007,23404
1999,1008,56909
1999,1009,44545
1999,1010,35903
1999,1011,38006
1999,1101,287935
1999,1102,169240
1999,1103,59871
1999,1104,16350
1999,1105,120748
1999,1201,459446
1999,1202,69810
1999,1203,135853
1999,1204,112408
1999,1205,46357
1999,1206,134014
1999,1207,125685
1999,1208,65611
1999,1209,53479
1999,1301,695402
1999,1302,115481
1999,1303,18935
1999,1304,65350
1999,1305,40384
1999,1306,90840
1999,1307,91319
1999,1308,70223
1999,1309,118774
1999,1310,60141
1999,1311,31148
1999,1312,41975
1999,1401,741203
1999,1402,95884
1999,1403,244627
1999,1501,6613884
1999,1502,121194
1999,1503,9324
1999,1504,11472
1999,1505,169266
1999,1506,144258
1999,1507,60480
1999,1508,179092
1999,1509,17833
1999,1510,27668
1999,1601,481901
1999,1602,101100
1999,1603,63661
1999,1604,42487
1999,1605,59125
1999,1606,59137
1999,1607,46520
1999,1608,9459
1999,1701,61845
1999,1702,21416
1999,1703,7743
1999,1801,65992
1999,1802,20866
1999,1803,60366
1999,1901,140801
1999,1902,39228
1999,1903,72037
1999,2001,580385
1999,2002,139642
1999,2003,127142
1999,2004,182353
1999,2005,88817
1999,2006,256967
1999,2007,141338
1999,2008,48417
1999,2101,216123
1999,2102,153922
1999,2103,55909
1999,2104,99222
1999,2105,87170
1999,2106,88934
1999,2107,47527
1999,2108,81089
1999,2109,36910
1999,2110,34619
1999,2111,205795
1999,2112,54544
1999,2113,53066
1999,2201,97433
1999,2202,46766
1999,2203,29829
1999,2204,26890
1999,2205,81644
1999,2206,66784
1999,2207,31481
1999,2208,87687
1999,2209,153225
1999,2210,93775
1999,2301,241108
1999,2302,9685
1999,2303,12209
1999,2304,8449
1999,2401,138389
1999,2402,15850
1999,2403,34402
1999,2501,323566
1999,2502,46403
1999,2503,57622
1999,2504,3802
2000,0101,51982
2000,0102,92696
2000,0103,25103
2000,0104,40582
2000,0105,52336
2000,0106,23950
2000,0107,126404
2000,0201,141309
2000,0202,9182
2000,0203,20491
2000,0204,10637
2000,0205,29449
2000,0206,44901
2000,0207,22282
2000,0208,40531
2000,0209,9406
2000,0210,67071
2000,0211,26425
2000,0212,59457
2000,0213,26761
2000,0214,7054
2000,0215,30904
2000,0216,27657
2000,0217,20155
2000,0218,391902
2000,0219,35271
2000,0220,57390
2000,0301,118708
2000,0302,149126
2000,0303,13107
2000,0304,30221
2000,0305,51440
2000,0306,56633
2000,0307,28688
2000,0401,806107
2000,0402,49979
2000,0403,29941
2000,0404,40536
2000,0405,49863
2000,0406,22226
2000,0407,55794
2000,0408,18425
2000,0501,189231
2000,0502,35171
2000,0503,10601
2000,0504,68411
2000,0505,74306
2000,0506,58454
2000,0507,23778
2000,0508,10592
2000,0509,13127
2000,0510,27741
2000,0511,22341
2000,0601,277740
2000,0602,76764
2000,0603,91739
2000,0604,190414
2000,0605,35151
2000,0606,160465
2000,0607,83070
2000,0608,204916
2000,0609,138239
2000,0610,57534
2000,0611,67622
2000,0612,29583
2000,0613,48549
2000,0701,761738
2000,0801,311142
2000,0802,33922
2000,0803,63397
2000,0804,64160
2000,0805,44467
2000,0806,105070
2000,0807,76611
2000,0808,65430
2000,0809,188541
2000,0810,39004
2000,0811,46373
2000,0812,87029
2000,0813,55012
2000,0901,126305
2000,0902,45473
2000,0903,45131
2000,0904,19287
2000,0905,48774
2000,0906,24215
2000,0907,119963
2000,1001,274883
2000,1002,68021
2000,1003,46014
2000,1004,20406
2000,1005,66020
2000,1006,110834
2000,1007,23767
2000,1008,58098
2000,1009,45614
2000,1010,36411
2000,1011,38492
2000,1101,293266
2000,1102,171709
2000,1103,60580
2000,1104,16872
2000,1105,122753
2000,1201,466566
2000,1202,70105
2000,1203,137911
2000,1204,112627
2000,1205,47120
2000,1206,137438
2000,1207,126418
2000,1208,65508
2000,1209,54015
2000,1301,708062
2000,1302,115717
2000,1303,19283
2000,1304,66287
2000,1305,40977
2000,1306,91897
2000,1307,93102
2000,1308,71107
2000,1309,120370
2000,1310,60562
2000,1311,31335
2000,1312,43087
2000,1401,751520
2000,1402,97071
2000,1403,248419
2000,1501,6738804
2000,1502,121701
2000,1503,9354
2000,1504,11567
2000,1505,170985
2000,1506,146343
2000,1507,60649
2000,1508,181043
2000,1509,17853
2000,1510,27659
2000,1601,491317
2000,1602,102949
2000,1603,64904
2000,1604,43401
2000,1605,59873
2000,1606,60071
2000,1607,47474
2000,1608,9765
2000,1701,63869
2000,1702,22100
2000,1703,7907
2000,1801,67298
2000,1802,21215
2000,1803,61689
2000,1901,141036
2000,1902,39311
2000,1903,74460
2000,2001,591203
2000,2002,140194
2000,2003,128232
2000,2004,184702
2000,2005,90782
2000,2006,259798
2000,2007,143526
2000,2008,49411
2000,2101,217819
2000,2102,155668
2000,2103,57069
2000,2104,100199
2000,2105,88580
2000,2106,89742
2000,2107,48066
2000,2108,82336
2000,2109,37465
2000,2110,35432
2000,2111,209833
2000,2112,55181
2000,2113,53729
2000,2201,100841
2000,2202,48189
2000,2203,30341
2000,2204,27397
2000,2205,82993
2000,2206,68828
2000,2207,31948
2000,2208,89239
2000,2209,156972
2000,2210,95486
2000,2301,248495
2000,2302,9733
2000,2303,12236
2000,2304,8482
2000,2401,141390
2000,2402,16280
2000,2403,35447
2000,2501,330492
2000,2502,48072
2000,2503,60089
2000,2504,3906
2001,0101,52796
2001,0102,94794
2001,0103,25624
2001,0104,41222
2001,0105,52929
2001,0106,24231
2001,0107,129010
2001,0201,143529
2001,0202,9240
2001,0203,20641
2001,0204,10734
2001,0205,29603
2001,0206,45539
2001,0207,22421
2001,0208,41175
2001,0209,9485
2001,0210,67633
2001,0211,26727
2001,0212,60708
2001,0213,27191
2001,0214,7113
2001,0215,31229
2001,0216,27825
2001,0217,20263
2001,0218,397673
2001,0219,35670
2001,0220,58263
2001,0301,121123
2001,0302,151397
2001,0303,13346
2001,0304,30656
2001,0305,52204
2001,0306,57891
2001,0307,28920
2001,0401,818541
2001,0402,50535
2001,0403,30131
2001,0404,40818
2001,0405,50165
2001,0406,22365
2001,0407,56335
2001,0408,18579
2001,0501,192345
2001,0502,35663
2001,0503,10788
2001,0504,69132
2001,0505,75216
2001,0506,59156
2001,0507,24180
2001,0508,10798
2001,0509,13378
2001,0510,28066
2001,0511,22705
2001,0601,281871
2001,0602,77345
2001,0603,92498
2001,0604,193473
2001,0605,35263
2001,0606,161627
2001,0607,83600
2001,0608,208394
2001,0609,140569
2001,0610,58667
2001,0611,68202
2001,0612,30259
2001,0613,48922
2001,0701,774604
2001,0801,315241
2001,0802,34285
2001,0803,64036
2001,0804,64751
2001,0805,44818
2001,0806,106005
2001,0807,77258
2001,0808,66260
2001,0809,191466
2001,0810,39363
2001,0811,46983
2001,0812,88141
2001,0813,55668
2001,0901,129078
2001,0902,46141
2001,0903,45530
2001,0904,19452
2001,0905,49362
2001,0906,24431
2001,0907,121602
2001,1001,278910
2001,1002,69219
2001,1003,46581
2001,1004,20690
2001,1005,67056
2001,1006,112245
2001,1007,24133
2001,1008,59262
2001,1009,46563
2001,1010,36902
2001,1011,38982
2001,1101,298562
2001,1102,174209
2001,1103,61325
2001,1104,17422
2001,1105,124731
2001,1201,471946
2001,1202,70615
2001,1203,140010
2001,1204,113406
2001,1205,47915
2001,1206,141087
2001,1207,127147
2001,1208,65732
2001,1209,54485
2001,1301,720911
2001,1302,116044
2001,1303,19633
2001,1304,67211
2001,1305,41572
2001,1306,92942
2001,1307,94864
2001,1308,71995
2001,1309,122001
2001,1310,60996
2001,1311,31531
2001,1312,44181
2001,1401,759679
2001,1402,98220
2001,1403,252230
2001,1501,6863363
2001,1502,122201
2001,1503,9501
2001,1504,11716
2001,1505,172476
2001,1506,148358
2001,1507,60945
2001,1508,182826
2001,1509,17903
2001,1510,27904
2001,1601,499422
2001,1602,104619
2001,1603,66004
2001,1604,44223
2001,1605,60648
2001,1606,60979
2001,1607,48371
2001,1608,10041
2001,1701,65792
2001,1702,22817
2001,1703,8094
2001,1801,68750
2001,1802,21624
2001,1803,63009
2001,1901,142465
2001,1902,40479
2001,1903,76193
2001,2001,602421
2001,2002,140850
2001,2003,129453
2001,2004,187041
2001,2005,92903
2001,2006,262751
2001,2007,145722
2001,2008,50432
2001,2101,219722
2001,2102,157432
2001,2103,58176
2001,2104,101264
2001,2105,89966
2001,2106,90622
2001,2107,48619
2001,2108,83573
2001,2109,38023
2001,2110,36161
2001,2111,213731
2001,2112,55809
2001,2113,54396
2001,2201,103659
2001,2202,49345
2001,2203,30794
2001,2204,27836
2001,2205,84038
2001,2206,70671
2001,2207,32321
2001,2208,90782
2001,2209,159734
2001,2210,97022
2001,2301,255773
2001,2302,9825
2001,2303,12375
2001,2304,8566
2001,2401,144372
2001,2402,16733
2001,2403,36500
2001,2501,335724
2001,2502,49147
2001,2503,61841
2001,2504,3981
2002,0101,53644
2002,0102,96787
2002,0103,26145
2002,0104,41876
2002,0105,53544
2002,0106,24523
2002,0107,131576
2002,0201,145732
2002,0202,9298
2002,0203,20817
2002,0204,10844
2002,0205,29751
2002,0206,46231
2002,0207,22584
2002,0208,41875
2002,0209,9587
2002,0210,68332
2002,0211,27054
2002,0212,62039
2002,0213,27636
2002,0214,7192
2002,0215,31550
2002,0216,28046
2002,0217,20363
2002,0218,403605
2002,0219,36082
2002,0220,59210
2002,0301,123395
2002,0302,153624
2002,0303,13633
2002,0304,31159
2002,0305,52978
2002,0306,59184
2002,0307,29158
2002,0401,830034
2002,0402,50998
2002,0403,30316
2002,0404,41093
2002,0405,50444
2002,0406,22502
2002,0407,56870
2002,0408,18748
2002,0501,195696
2002,0502,36335
2002,0503,11049
2002,0504,70030
2002,0505,76369
2002,0506,60082
2002,0507,24726
2002,0508,11081
2002,0509,13707
2002,0510,28497
2002,0511,23179
2002,0601,285509
2002,0602,77907
2002,0603,93242
2002,0604,196555
2002,0605,35368
2002,0606,162686
2002,0607,84110
2002,0608,211631
2002,0609,142691
2002,0610,59833
2002,0611,68769
2002,0612,30964
2002,0613,49302
2002,0701,787154
2002,0801,319422
2002,0802,34652
2002,0803,64712
2002,0804,65330
2002,0805,45149
2002,0806,107012
2002,0807,77950
2002,0808,67098
2002,0809,194395
2002,0810,39726
2002,0811,47627
2002,0812,89264
2002,0813,56352
2002,0901,132199
2002,0902,47002
2002,0903,46111
2002,0904,19713
2002,0905,50075
2002,0906,24728
2002,0907,123385
2002,1001,282328
2002,1002,70374
2002,1003,47143
2002,1004,20973
2002,1005,68159
2002,1006,113753
2002,1007,24511
2002,1008,60393
2002,1009,47364
2002,1010,37390
2002,1011,39477
2002,1101,303809
2002,1102,176732
2002,1103,62106
2002,1104,18005
2002,1105,126682
2002,1201,476456
2002,1202,71215
2002,1203,142127
2002,1204,114416
2002,1205,48723
2002,1206,144828
2002,1207,127877
2002,1208,66093
2002,1209,54928
2002,1301,733722
2002,1302,116447
2002,1303,19991
2002,1304,68147
2002,1305,42178
2002,1306,94006
2002,1307,96620
2002,1308,72898
2002,1309,123661
2002,1310,61447
2002,1311,31739
2002,1312,45266
2002,1401,766010
2002,1402,99317
2002,1403,256031
2002,1501,6987984
2002,1502,122696
2002,1503,9697
2002,1504,11886
2002,1505,173872
2002,1506,150342
2002,1507,61293
2002,1508,184538
2002,1509,17966
2002,1510,28254
2002,1601,506406
2002,1602,106174
2002,1603,66991
2002,1604,44971
2002,1605,61447
2002,1606,61863
2002,1607,49194
2002,1608,10295
2002,1701,67632
2002,1702,23518
2002,1703,8302
2002,1801,70319
2002,1802,22092
2002,1803,64339
2002,1901,144392
2002,1902,42085
2002,1903,78225
2002,2001,613953
2002,2002,141583
2002,2003,130772
2002,2004,189406
2002,2005,95161
2002,2006,265788
2002,2007,147900
2002,2008,51484
2002,2101,221800
2002,2102,159218
2002,2103,59239
2002,2104,102428
2002,2105,91355
2002,2106,91579
2002,2107,49199
2002,2108,84830
2002,2109,38594
2002,2110,36824
2002,2111,217397
2002,2112,56449
2002,2113,55083
2002,2201,106033
2002,2202,50293
2002,2203,31198
2002,2204,28219
2002,2205,84830
2002,2206,72327
2002,2207,32617
2002,2208,92222
2002,2209,161736
2002,2210,98265
2002,2301,263047
2002,2302,9936
2002,2303,12561
2002,2304,8670
2002,2401,147330
2002,2402,17208
2002,2403,37550
2002,2501,339511
2002,2502,49765
2002,2503,63032
2002,2504,4032
2003,0101,54513
2003,0102,98721
2003,0103,26665
2003,0104,42540
2003,0105,54172
2003,0106,24821
2003,0107,134124
2003,0201,147931
2003,0202,9355
2003,0203,21007
2003,0204,10961
2003,0205,29894
2003,0206,46952
2003,0207,22761
2003,0208,42606
2003,0209,9703
2003,0210,69107
2003,0211,27395
2003,0212,63416
2003,0213,28091
2003,0214,7283
2003,0215,31867
2003,0216,28296
2003,0217,20458
2003,0218,409627
2003,0219,36501
2003,0220,60199
2003,0301,125591
2003,0302,155825
2003,0303,13948
2003,0304,31700
2003,0305,53758
2003,0306,60500
2003,0307,29397
2003,0401,840975
2003,0402,51408
2003,0403,30497
2003,0404,41363
2003,0405,50708
2003,0406,22639
2003,0407,57400
2003,0408,18926
2003,0501,199187
2003,0502,37114
2003,0503,11355
2003,0504,71020
2003,0505,77657
2003,0506,61134
2003,0507,25359
2003,0508,11411
2003,0509,14085
2003,0510,28988
2003,0511,23719
2003,0601,288865
2003,0602,78454
2003,0603,93973
2003,0604,199650
2003,0605,35467
2003,0606,163678
2003,0607,84603
2003,0608,214728
2003,0609,144693
2003,0610,61020
2003,0611,69325
2003,0612,31687
2003,0613,49684
2003,0701,799530
2003,0801,323644
2003,0802,35020
2003,0803,65408
2003,0804,65899
2003,0805,45464
2003,0806,108055
2003,0807,78664
2003,0808,67941
2003,0809,197332
2003,0810,40088
2003,0811,48290
2003,0812,90393
2003,0813,57050
2003,0901,135529
2003,0902,47976
2003,0903,46795
2003,0904,20028
2003,0905,50860
2003,0906,25071
2003,0907,125249
2003,1001,285388
2003,1002,71505
2003,1003,47702
2003,1004,21256
2003,1005,69301
2003,1006,115317
2003,1007,24896
2003,1008,61506
2003,1009,48082
2003,1010,37876
2003,1011,39975
2003,1101,309034
2003,1102,179269
2003,1103,62906
2003,1104,18607
2003,1105,128621
2003,1201,480451
2003,1202,71864
2003,1203,144252
2003,1204,115557
2003,1205,49539
2003,1206,148622
2003,1207,128604
2003,1208,66529
2003,1209,55355
2003,1301,746526
2003,1302,116885
2003,1303,20354
2003,1304,69087
2003,1305,42791
2003,1306,95082
2003,1307,98374
2003,1308,73808
2003,1309,125337
2003,1310,61905
2003,1311,31951
2003,1312,46348
2003,1401,771281
2003,1402,100380
2003,1403,259806
2003,1501,7112744
2003,1502,123192
2003,1503,9921
2003,1504,12070
2003,1505,175216
2003,1506,152311
2003,1507,61672
2003,1508,186212
2003,1509,18036
2003,1510,28665
2003,1601,512749
2003,1602,107659
2003,1603,67913
2003,1604,45679
2003,1605,62259
2003,1606,62732
2003,1607,49978
2003,1608,10536
2003,1701,69438
2003,1702,24216
2003,1703,8520
2003,1801,71960
2003,1802,22595
2003,1803,65677
2003,1901,146593
2003,1902,43955
2003,1903,80439
2003,2001,625666
2003,2002,142359
2003,2003,132148
2003,2004,191786
2003,2005,97500
2003,2006,268871
2003,2007,150067
2003,2008,52555
2003,2101,223961
2003,2102,161010
2003,2103,60282
2003,2104,103638
2003,2105,92750
2003,2106,92574
2003,2107,49793
2003,2108,86102
2003,2109,39172
2003,2110,37454
2003,2111,220946
2003,2112,57092
2003,2113,55781
2003,2201,108152
2003,2202,51122
2003,2203,31573
2003,2204,28570
2003,2205,85480
2003,2206,73876
2003,2207,32870
2003,2208,93601
2003,2209,163306
2003,2210,99340
2003,2301,270343
2003,2302,10057
2003,2303,12773
2003,2304,8787
2003,2401,150282
2003,2402,17697
2003,2403,38599
2003,2501,342474
2003,2502,50122
2003,2503,63892
2003,2504,4069
2004,0101,55389
2004,0102,100646
2004,0103,27187
2004,0104,43207
2004,0105,54804
2004,0106,25120
2004,0107,136672
2004,0201,150129
2004,0202,9412
2004,0203,21199
2004,0204,11080
2004,0205,30035
2004,0206,47680
2004,0207,22940
2004,0208,43345
2004,0209,9823
2004,0210,69901
2004,0211,27739
2004,0212,64805
2004,0213,28547
2004,0214,7376
2004,0215,32183
2004,0216,28553
2004,0217,20551
2004,0218,415667
2004,0219,36920
2004,0220,61198
2004,0301,127770
2004,0302,158021
2004,0303,14271
2004,0304,32252
2004,0305,54540
2004,0306,61826
2004,0307,29635
2004,0401,851750
2004,0402,51802
2004,0403,30677
2004,0404,41631
2004,0405,50967
2004,0406,22775
2004,0407,57928
2004,0408,19106
2004,0501,202719
2004,0502,37925
2004,0503,11678
2004,0504,72016
2004,0505,78973
2004,0506,62213
2004,0507,26025
2004,0508,11760
2004,0509,14482
2004,0510,29491
2004,0511,24281
2004,0601,292137
2004,0602,78992
2004,0603,94694
2004,0604,202748
2004,0605,35560
2004,0606,164640
2004,0607,85086
2004,0608,217789
2004,0609,146664
2004,0610,62215
2004,0611,69874
2004,0612,32416
2004,0613,50063
2004,0701,811874
2004,0801,327879
2004,0802,35387
2004,0803,66103
2004,0804,66457
2004,0805,45768
2004,0806,109097
2004,0807,79374
2004,0808,68783
2004,0809,200278
2004,0810,40445
2004,0811,48959
2004,0812,91522
2004,0813,57750
2004,0901,138934
2004,0902,48981
2004,0903,47502
2004,0904,20356
2004,0905,51661
2004,0906,25423
2004,0907,127131
2004,1001,288349
2004,1002,72632
2004,1003,48259
2004,1004,21538
2004,1005,70454
2004,1006,116893
2004,1007,25283
2004,1008,62618
2004,1009,48781
2004,1010,38361
2004,1011,40472
2004,1101,314259
2004,1102,181811
2004,1103,63711
2004,1104,19217
2004,1105,130558
2004,1201,484299
2004,1202,72521
2004,1203,146375
2004,1204,116723
2004,1205,50355
2004,1206,152432
2004,1207,129321
2004,1208,66980
2004,1209,55775
2004,1301,759337
2004,1302,117323
2004,1303,20719
2004,1304,70030
2004,1305,43405
2004,1306,96158
2004,1307,100129
2004,1308,74720
2004,1309,127016
2004,1310,62363
2004,1311,32164
2004,1312,47432
2004,1401,776256
2004,1402,101428
2004,1403,263544
2004,1501,7237745
2004,1502,123691
2004,1503,10152
2004,1504,12257
2004,1505,176552
2004,1506,154281
2004,1507,62060
2004,1508,187883
2004,1509,18108
2004,1510,29091
2004,1601,518924
2004,1602,109129
2004,1603,68819
2004,1604,46377
2004,1605,63072
2004,1606,63598
2004,1607,50751
2004,1608,10774
2004,1701,71230
2004,1702,24920
2004,1703,8741
2004,1801,73631
2004,1802,23107
2004,1803,67019
2004,1901,148843
2004,1902,45917
2004,1903,82715
2004,2001,637437
2004,2002,143140
2004,2003,133537
2004,2004,194168
2004,2005,99862
2004,2006,271963
2004,2007,152233
2004,2008,53632
2004,2101,226107
2004,2102,162788
2004,2103,61330
2004,2104,104854
2004,2105,94152
2004,2106,93567
2004,2107,50387
2004,2108,87381
2004,2109,39754
2004,2110,38081
2004,2111,224492
2004,2112,57731
2004,2113,56479
2004,2201,110206
2004,2202,51920
2004,2203,31942
2004,2204,28914
2004,2205,86095
2004,2206,75396
2004,2207,33112
2004,2208,94966
2004,2209,164769
2004,2210,100374
2004,2301,277684
2004,2302,10181
2004,2303,12993
2004,2304,8907
2004,2401,153246
2004,2402,18191
2004,2403,39652
2004,2501,345233
2004,2502,50412
2004,2503,64653
2004,2504,4101
2005,0101,53042
2005,0102,77502
2005,0103,28433
2005,0104,44430
2005,0105,52204
2005,0106,27707
2005,0107,117350
2005,0201,148199
2005,0202,8403
2005,0203,18001
2005,0204,9522
2005,0205,31421
2005,0206,44813
2005,0207,22075
2005,0208,42713
2005,0209,8741
2005,0210,65174
2005,0211,28170
2005,0212,55206
2005,0213,24142
2005,0214,9142
2005,0215,30383
2005,0216,28710
2005,0217,19840
2005,0218,401125
2005,0219,32064
2005,0220,56194
2005,0301,103767
2005,0302,152754
2005,0303,13313
2005,0304,31883
2005,0305,48854
2005,0306,55255
2005,0307,27430
2005,0401,864655
2005,0402,53311
2005,0403,35875
2005,0404,39769
2005,0405,70967
2005,0406,20060
2005,0407,54058
2005,0408,16572
2005,0501,226713
2005,0502,35139
2005,0503,10675
2005,0504,89081
2005,0505,82811
2005,0506,64614
2005,0507,29067
2005,0508,11008
2005,0509,12760
2005,0510,25998
2005,0511,23676
2005,0601,321106
2005,0602,78467
2005,0603,93477
2005,0604,172057
2005,0605,33747
2005,0606,148651
2005,0607,93351
2005,0608,193852
2005,0609,136833
2005,0610,54101
2005,0611,60828
2005,0612,24926
2005,0613,46983
2005,0701,866877
2005,0801,375066
2005,0802,29571
2005,0803,59033
2005,0804,68354
2005,0805,41235
2005,0806,103483
2005,0807,79940
2005,0808,66077
2005,0809,177226
2005,0810,33731
2005,0811,48219
2005,0812,86927
2005,0813,59193
2005,0901,141925
2005,0902,61466
2005,0903,55035
2005,0904,20132
2005,0905,46189
2005,0906,23987
2005,0907,106828
2005,1001,277883
2005,1002,58932
2005,1003,48528
2005,1004,21153
2005,1005,68576
2005,1006,120575
2005,1007,26983
2005,1008,61272
2005,1009,33170
2005,1010,36871
2005,1011,34437
2005,1101,316028
2005,1102,191572
2005,1103,58326
2005,1104,13327
2005,1105,125569
2005,1201,478207
2005,1202,64270
2005,1203,167679
2005,1204,99309
2005,1205,33319
2005,1206,182958
2005,1207,119141
2005,1208,55052
2005,1209,54061
2005,1301,815186
2005,1302,121380
2005,1303,17601
2005,1304,76982
2005,1305,35429
2005,1306,92828
2005,1307,96727
2005,1308,79937
2005,1309,138458
2005,1310,60592
2005,1311,31876
2005,1312,71255
2005,1401,783549
2005,1402,100077
2005,1403,267356
2005,1501,7622792
2005,1502,136984
2005,1503,8955
2005,1504,13722
2005,1505,201500
2005,1506,165558
2005,1507,73924
2005,1508,200951
2005,1509,21052
2005,1510,28904
2005,1601,500298
2005,1602,108132
2005,1603,64348
2005,1604,54260
2005,1605,68296
2005,1606,63210
2005,1607,49431
2005,1608,9643
2005,1701,74977
2005,1702,19894
2005,1703,10334
2005,1801,73136
2005,1802,24935
2005,1803,64166
2005,1901,152165
2005,1902,47218
2005,1903,80678
2005,2001,663947
2005,2002,143201
2005,2003,128492
2005,2004,167231
2005,2005,106916
2005,2006,290342
2005,2007,133538
2005,2008,61130
2005,2101,235486
2005,2102,143956
2005,2103,72070
