ubigeo,year,population
100207,2018,9223
100207,2019,9009
100207,2020,8772
100207,2021,8508
100207,2022,8230
100207,2023,7951.944444444444
100208,2018,3527
100208,2019,3443
100208,2020,3350
100208,2021,3247
100208,2022,3140
100208,2023,3035.3888888888887
100301,2018,6992
100301,2019,7056
100301,2020,7093
100301,2021,7102
100301,2022,7108
100301,2023,7137.444444444444
100307,2018,3395
100307,2019,3262
100307,2020,3123
100307,2021,2980
100307,2022,2833
100307,2023,2681.8888888888887
100311,2018,5867
100311,2019,5714
100311,2020,5547
100311,2021,5363
100311,2022,5170
100311,2023,4976.611111111111
100313,2018,5543
100313,2019,5179
100313,2020,4821
100313,2021,4470
100313,2022,4131
100313,2023,3809.222222222222
100316,2018,1218
100316,2019,1156
100316,2020,1094
100316,2021,1031
100316,2022,968
100316,2023,906.1111111111111
100317,2018,5502
100317,2019,5422
100317,2020,5324
100317,2021,5208
100317,2022,5078
100317,2023,4938.222222222223
100321,2018,1701
100321,2019,1636
100321,2020,1567
100321,2021,1496
100321,2022,1423
100321,2023,1347.888888888889
100322,2018,1824
100322,2019,1744
100322,2020,1662
100322,2021,1578
100322,2022,1493
100322,2023,1408.0555555555557
100323,2018,2334
100323,2019,2267
100323,2020,2196
100323,2021,2118
100323,2022,2035
100323,2023,1949.2777777777778
100401,2018,5950
100401,2019,5888
100401,2020,5809
100401,2021,5711
100401,2022,5602
100401,2023,5490.555555555556
100402,2018,2775
100402,2019,2754
100402,2020,2725
100402,2021,2688
100402,2022,2645
100402,2023,2598.1111111111113
100403,2018,1611
100403,2019,1533
100403,2020,1454
100403,2021,1375
100403,2022,1297
100403,2023,1221
100404,2018,6603
100404,2019,6502
100404,2020,6384
100404,2021,6246
100404,2022,6100
100404,2023,5958.833333333333
100501,2018,13925
100501,2019,13842
100501,2020,13718
100501,2021,13583
100501,2022,13439
100501,2023,13286.444444444445
100502,2018,1381
100502,2019,1351
100502,2020,1316
100502,2021,1278
100502,2022,1237
100502,2023,1192.888888888889
100503,2018,3938
100503,2019,3908
100503,2020,3866
100503,2021,3808
100503,2022,3739
100503,2023,3664.5
100504,2018,5992
100504,2019,5958
100504,2020,5906
100504,2021,5828
100504,2022,5735
100504,2023,5639.055555555556
100505,2018,1428
100505,2019,1338
100505,2020,1249
100505,2021,1163
100505,2022,1079
100505,2023,995.8333333333334
100506,2018,3180
100506,2019,3156
100506,2020,3124
100506,2021,3077
100506,2022,3023
100506,2023,2970.8333333333335
100507,2018,12980
100507,2019,12540
100507,2020,12077
100507,2021,11578
100507,2022,11068
100507,2023,10574.111111111111
100508,2018,2032
100508,2019,2006
100508,2020,1976
100508,2021,1937
100508,2022,1893
100508,2023,1848.5
100509,2018,4240
100509,2019,4199
100509,2020,4146
100509,2021,4075
100509,2022,3995
100509,2023,3915.8333333333335
100510,2018,3182
100510,2019,3115
100510,2020,3039
100510,2021,2952
100510,2022,2861
100510,2023,2773.5
100511,2018,1830
100511,2019,1755
100511,2020,1678
100511,2021,1597
100511,2022,1516
100511,2023,1439.3333333333333
100601,2018,55795
100601,2019,57034
100601,2020,58126
100601,2021,59087
100601,2022,59894
100601,2023,60521.833333333336
100602,2018,6833
100602,2019,6867
100602,2020,6880
100602,2021,6887
100602,2022,6890
100602,2023,6890.277777777777
100603,2018,3707
100603,2019,3704
100603,2020,3691
100603,2021,3668
100603,2022,3635
100603,2023,3592
100604,2018,23280
100604,2019,23581
100604,2020,23817
100604,2021,23875
100604,2022,23918
100604,2023,24124.333333333332
100605,2018,9335
100605,2019,9424
100605,2020,9485
100605,2021,9505
100605,2022,9519
100605,2023,9564.666666666666
100606,2018,10868
100606,2019,11042
100606,2020,11187
100606,2021,11304
100606,2022,11390
100606,2023,11441.777777777777
100607,2018,3910
100607,2019,3920
100607,2020,3917
100607,2021,3922
100607,2022,3924
100607,2023,3910.222222222222
100608,2018,13672
100608,2019,13904
100608,2020,14099
100608,2021,14260
100608,2022,14382
100608,2023,14459.555555555555
100609,2018,4447
100609,2019,4433
100609,2020,4406
100609,2021,4369
100609,2022,4320
100609,2023,4256.722222222223
100610,2018,2725
100610,2019,2700
100610,2020,2667
100610,2021,2628
100610,2022,2581
100610,2023,2523.777777777778
100701,2018,15178
100701,2019,15142
100701,2020,15048
100701,2021,15077
100701,2022,15077
100701,2023,14877.5
100702,2018,5793
100702,2019,5722
100702,2020,5629
100702,2021,5573
100702,2022,5507
100702,2023,5378.111111111111
100703,2018,2173
100703,2019,2139
100703,2020,2097
100703,2021,2059
100703,2022,2010
100703,2023,1933.5
100704,2018,3127
100704,2019,3415
100704,2020,3713
100704,2021,3811
100704,2022,3902
100704,2023,4201.388888888889
100705,2018,2444
100705,2019,2560
100705,2020,2673
100705,2021,2729
100705,2022,2781
100705,2023,2887.9444444444443
100801,2018,18400
100801,2019,18291
100801,2020,18126
100801,2021,17963
100801,2022,17778
100801,2023,17542.444444444445
100802,2018,10733
100802,2019,10518
100802,2020,10278
100802,2021,10009
100802,2022,9714
100802,2023,9396.388888888889
100803,2018,11117
100803,2019,11030
100803,2020,10912
100803,2021,10601
100803,2022,10277
100803,2023,10139
100804,2018,11620
100804,2019,11204
100804,2020,10770
100804,2021,10413
100804,2022,10043
100804,2023,9559.722222222223
100901,2018,10318
100901,2019,10505
100901,2020,10665
100901,2021,10781
100901,2022,10870
100901,2023,10950.888888888889
100902,2018,7862
100902,2019,8065
100902,2020,8248
100902,2021,8400
100902,2022,8532
100902,2023,8656.222222222223
100903,2018,4916
100903,2019,4856
100903,2020,4782
100903,2021,4711
100903,2022,4637
100903,2023,4552.722222222223
100904,2018,6281
100904,2019,6420
100904,2020,6543
100904,2021,6642
100904,2022,6723
100904,2023,6792.777777777777
100905,2018,6639
100905,2019,6704
100905,2020,6749
100905,2021,6772
100905,2022,6791
100905,2023,6825.111111111111
101001,2018,4240
101001,2019,4084
101001,2020,3921
101001,2021,3751
101001,2022,3578
101001,2023,3406.222222222222
101002,2018,1957
101002,2019,1776
101002,2020,1606
101002,2021,1447
101002,2022,1301
101002,2023,1170.111111111111
101003,2018,1206
101003,2019,1120
101003,2020,1035
101003,2021,950
101003,2022,869
101003,2023,796.2777777777778
101004,2018,1020
101004,2019,972
101004,2020,924
101004,2021,875
101004,2022,827
101004,2023,782.1666666666666
101005,2018,3824
101005,2019,3589
101005,2020,3356
101005,2021,3123
101005,2022,2896
101005,2023,2681.4444444444443
101006,2018,1301
101006,2019,1227
101006,2020,1152
101006,2021,1078
101006,2022,1007
101006,2023,941
101007,2018,5652
101007,2019,5385
101007,2020,5120
101007,2021,4856
101007,2022,4599
101007,2023,4355.388888888889
101101,2018,4891
101101,2019,4736
101101,2020,4570
101101,2021,4390
101101,2022,4207
101101,2023,4032.777777777778
101102,2018,1144
101102,2019,1032
101102,2020,928
101102,2021,874
101102,2022,821
101102,2023,714.9444444444445
101103,2018,1092
101103,2019,991
101103,2020,898
101103,2021,847
101103,2022,795
101103,2023,694.7222222222222
101104,2018,4942
101104,2019,4857
101104,2020,4754
101104,2021,4566
101104,2022,4379
101104,2023,4287.5
101105,2018,1118
101105,2019,1062
101105,2020,1006
101105,2021,948
101105,2022,892
101105,2023,842.3333333333334
101106,2018,4002
101106,2019,3846
101106,2020,3684
101106,2021,3513
101106,2022,3342
101106,2023,3180.6666666666665
101107,2018,1138
101107,2019,1067
101107,2020,996
101107,2021,925
101107,2022,859
101107,2023,803.2777777777778
101108,2018,2072
101108,2019,1971
101108,2020,1869
101108,2021,1764
101108,2022,1661
101108,2023,1565.388888888889
110101,2018,160288
110101,2019,164698
110101,2020,168765
110101,2021,173261
110101,2022,177538
110101,2023,180869.11111111112
110102,2018,43141
110102,2019,44689
110102,2020,46164
110102,2021,47727
110102,2022,49227
110102,2023,50495.666666666664
110103,2018,23802
110103,2019,24761
110103,2020,25686
110103,2021,26242
110103,2022,26796
110103,2023,27754
110104,2018,4847
110104,2019,4998
110104,2020,5141
110104,2021,5297
110104,2022,5448
110104,2023,5573.833333333333
110105,2018,7838
110105,2019,8070
110105,2020,8284
110105,2021,8519
110105,2022,8741
110105,2023,8911.944444444445
110106,2018,58266
110106,2019,59294
110106,2020,60173
110106,2021,61178
110106,2022,62071
110106,2023,62585.5
110107,2018,6920
110107,2019,7220
110107,2020,7513
110107,2021,7832
110107,2022,8150
110107,2023,8436.666666666666
110108,2018,27910
110108,2019,29202
110108,2020,30467
110108,2021,31068
110108,2022,31666
110108,2023,32994.11111111111
110109,2018,7616
110109,2019,7811
110109,2020,7989
110109,2021,8186
110109,2022,8372
110109,2023,8513.333333333334
110110,2018,14928
110110,2019,15246
110110,2020,15527
110110,2021,15845
110110,2022,16137
110110,2023,16332.388888888889
110111,2018,29524
110111,2019,30262
110111,2020,30933
110111,2021,31591
110111,2022,32245
110111,2023,32901.5
110112,2018,29864
110112,2019,31277
110112,2020,32666
110112,2021,33358
110112,2022,34046
110112,2023,35498.88888888889
110113,2018,4975
110113,2019,5085
110113,2020,5184
110113,2021,5295
110113,2022,5398
110113,2023,5470.611111111111
110114,2018,1232
110114,2019,1247
110114,2020,1260
110114,2021,1278
110114,2022,1296
110114,2023,1308.3333333333333
110201,2018,73730
110201,2019,75486
110201,2020,77070
110201,2021,78523
110201,2022,79899
110201,2023,81252.72222222222
110202,2018,8372
110202,2019,8639
110202,2020,8891
110202,2021,9119
110202,2022,9339
110202,2023,9568.388888888889
110203,2018,2263
110203,2019,2455
110203,2020,2658
110203,2021,2856
110203,2022,3057
110203,2023,3270.3333333333335
110204,2018,14151
110204,2019,14401
110204,2020,14613
110204,2021,14783
110204,2022,14928
110204,2023,15066.166666666666
110205,2018,13515
110205,2019,13745
110205,2020,13940
110205,2021,14093
110205,2022,14222
110205,2023,14346.388888888889
110206,2018,27419
110206,2019,28264
110206,2020,29052
110206,2021,29770
110206,2022,30450
110206,2023,31126.5
110207,2018,69371
110207,2019,71511
110207,2020,73510
110207,2021,75326
110207,2022,77050
110207,2023,78780.38888888889
110208,2018,1362
110208,2019,1511
110208,2020,1673
110208,2021,1831
110208,2022,1993
110208,2023,2168.3888888888887
110209,2018,1055
110209,2019,1069
110209,2020,1083
110209,2021,1098
110209,2022,1111
110209,2023,1118.7777777777778
110210,2018,31295
110210,2019,32204
110210,2020,33046
110210,2021,33809
110210,2022,34535
110210,2023,35269
110211,2018,6217
110211,2019,6402
110211,2020,6574
110211,2021,6730
110211,2022,6879
110211,2023,7030.666666666667
110301,2018,29090
110301,2019,29473
110301,2020,29772
110301,2021,30312
110301,2022,30819
110301,2023,30985.722222222223
110302,2018,2130
110302,2019,2155
110302,2020,2175
110302,2021,2214
110302,2022,2247
110302,2023,2246.277777777778
110303,2018,3460
110303,2019,3527
110303,2020,3585
110303,2021,3669
110303,2022,3749
110303,2023,3791.3888888888887
110304,2018,17044
110304,2019,17563
110304,2020,18046
110304,2021,18634
110304,2022,19194
110304,2023,19577.777777777777
110305,2018,22615
110305,2019,23763
110305,2020,24894
110305,2021,25456
110305,2022,26003
110305,2023,27150.444444444445
110401,2018,8434
110401,2019,8589
110401,2020,8722
110401,2021,8842
110401,2022,8952
110401,2023,9054.666666666666
110402,2018,1697
110402,2019,1732
110402,2020,1765
110402,2021,1798
110402,2022,1829
110402,2023,1855.7777777777778
110403,2018,2898
110403,2019,2926
110403,2020,2946
110403,2021,2970
110403,2022,2995
110403,2023,3017.1666666666665
110404,2018,1036
110404,2019,1039
110404,2020,1037
110404,2021,1038
110404,2022,1041
110404,2023,1044.5
110405,2018,368
110405,2019,366
110405,2020,362
110405,2021,360
110405,2022,358
110405,2023,353.6666666666667
110501,2018,74035
110501,2019,76406
110501,2020,78636
110501,2021,80733
110501,2022,82721
110501,2023,84624.88888888889
110502,2018,1492
110502,2019,1474
110502,2020,1452
110502,2021,1448
110502,2022,1443
110502,2023,1415.7222222222222
110503,2018,5759
110503,2019,5811
110503,2020,5846
110503,2021,5886
110503,2022,5923
110503,2023,5947.333333333333
110504,2018,14129
110504,2019,14357
110504,2020,14544
110504,2021,14733
110504,2022,14908
110504,2023,15049.722222222223
110505,2018,7942
110505,2019,8472
110505,2020,9011
110505,2021,9546
110505,2022,10082
110505,2023,10625
110506,2018,15450
110506,2019,15742
110506,2020,15995
110506,2021,16242
110506,2022,16471
110506,2023,16667.5
110507,2018,27019
110507,2019,27985
110507,2020,28904
110507,2021,29776
110507,2022,30611
110507,2023,31419.555555555555
110508,2018,18676
110508,2019,19173
110508,2020,19628
110508,2021,19872
110508,2022,20110
110508,2023,20567.777777777777
120101,2018,122804
120101,2019,123748
120101,2020,124294
120101,2021,125146
120101,2022,125709
120101,2023,125315.83333333333
120104,2018,515
120104,2019,492
120104,2020,468
120104,2021,449
120104,2022,431
120104,2023,409.44444444444446
120105,2018,983
120105,2019,964
120105,2020,941
120105,2021,920
120105,2022,899
120105,2023,875.5555555555555
120106,2018,761
120106,2019,725
120106,2020,687
120106,2021,656
120106,2022,630
120106,2023,606.3888888888889
120107,2018,96609
120107,2019,98573
120107,2020,100252
120107,2021,101522
120107,2022,102548
120107,2023,103511.05555555556
120108,2018,1551
120108,2019,1540
120108,2020,1523
120108,2021,1503
120108,2022,1481
120108,2023,1457.888888888889
120111,2018,2090
120111,2019,2096
120111,2020,2095
120111,2021,2083
120111,2022,2065
120111,2023,2046.5
120112,2018,1064
120112,2019,1047
120112,2020,1032
120112,2021,1014
120112,2022,996
120112,2023,981.4444444444445
120113,2018,1395
120113,2019,1351
120113,2020,1308
120113,2021,1269
120113,2022,1233
120113,2023,1198.7777777777778
120114,2018,171500
120114,2019,173882
120114,2020,175725
120114,2021,177221
120114,2022,178306
120114,2023,178901.77777777778
120116,2018,1420
120116,2019,1420
120116,2020,1415
120116,2021,1403
120116,2022,1390
120116,2023,1382.4444444444443
120117,2018,5631
120117,2019,5825
120117,2020,6006
120117,2021,6056
120117,2022,6092
120117,2023,6244.055555555556
120119,2018,27005
120119,2019,28507
120119,2020,29996
120119,2021,30981
120119,2022,31882
120119,2023,33169.61111111111
120120,2018,866
120120,2019,855
120120,2020,840
120120,2021,825
120120,2022,810
120120,2023,794.7777777777778
120121,2018,10456
120121,2019,10705
120121,2020,10925
120121,2021,11007
120121,2022,11063
120121,2023,11217.277777777777
120122,2018,2489
120122,2019,2472
120122,2020,2448
120122,2021,2417
120122,2022,2384
120122,2023,2354.277777777778
120124,2018,5481
120124,2019,5348
120124,2020,5201
120124,2021,5056
120124,2022,4902
120124,2023,4726.5
120125,2018,21979
120125,2019,23024
120125,2020,24039
120125,2021,24862
120125,2022,25618
120125,2023,26447.944444444445
120126,2018,4998
120126,2019,4937
120126,2020,4859
120126,2021,4777
120126,2022,4695
120126,2023,4616.5
120127,2018,1937
120127,2019,1937
120127,2020,1931
120127,2021,1916
120127,2022,1896
120127,2023,1875.388888888889
120128,2018,4045
120128,2019,4060
120128,2020,4063
120128,2021,4089
120128,2022,4105
120128,2023,4074.222222222222
120129,2018,17064
120129,2019,17885
120129,2020,18684
120129,2021,19381
120129,2022,20025
120129,2023,20672.166666666668
120130,2018,12476
120130,2019,12772
120130,2020,13031
120130,2021,13206
120130,2022,13350
120130,2023,13521.555555555555
120132,2018,5920
120132,2019,6171
120132,2020,6412
120132,2021,6526
120132,2022,6623
120132,2023,6825.611111111111
120133,2018,22967
120133,2019,24193
120133,2020,25401
120133,2021,26179
120133,2022,26887
120133,2023,27927.88888888889
120134,2018,18834
120134,2019,20503
120134,2020,22244
120134,2021,23457
120134,2022,24599
120134,2023,26185.722222222223
120135,2018,6669
120135,2019,6547
120135,2020,6406
120135,2021,6252
120135,2022,6086
120135,2023,5908.722222222223
120136,2018,2805
120136,2019,2885
120136,2020,2957
120136,2021,2990
120136,2022,3016
120136,2023,3070.5
120201,2018,16402
120201,2019,16631
120201,2020,16806
120201,2021,16973
120201,2022,17124
120201,2023,17248
120202,2018,1692
120202,2019,1669
120202,2020,1643
120202,2021,1615
120202,2022,1586
120202,2023,1557
120203,2018,3652
120203,2019,3514
120203,2020,3371
120203,2021,3224
120203,2022,3075
120203,2023,2926.0555555555557
120204,2018,2728
120204,2019,2706
120204,2020,2675
120204,2021,2643
120204,2022,2609
120204,2023,2571.5
120205,2018,2014
120205,2019,1995
120205,2020,1971
120205,2021,1946
120205,2022,1919
120205,2023,1888.7222222222222
120206,2018,5712
120206,2019,5547
120206,2020,5369
120206,2021,5187
120206,2022,5002
120206,2023,4814.555555555556
120207,2018,1014
120207,2019,983
120207,2020,949
120207,2021,916
120207,2022,880
120207,2023,836.5555555555555
120208,2018,1537
120208,2019,1537
120208,2020,1532
120208,2021,1526
120208,2022,1519
120208,2023,1510.7777777777778
120209,2018,1475
120209,2019,1472
120209,2020,1465
120209,2021,1457
120209,2022,1448
120209,2023,1437.8333333333333
120210,2018,6135
120210,2019,6236
120210,2020,6318
120210,2021,6396
120210,2022,6468
120210,2023,6531.055555555556
120211,2018,1462
120211,2019,1462
120211,2020,1457
120211,2021,1452
120211,2022,1445
120211,2023,1433.611111111111
120212,2018,2417
120212,2019,2488
120212,2020,2555
120212,2021,2619
120212,2022,2679
120212,2023,2733.8888888888887
120213,2018,5038
120213,2019,5142
120213,2020,5233
120213,2021,5319
120213,2022,5401
120213,2023,5479.611111111111
120214,2018,5829
120214,2019,5774
120214,2020,5702
120214,2021,5627
120214,2022,5548
120214,2023,5463.166666666667
120215,2018,2103
120215,2019,2100
120215,2020,2092
120215,2021,2082
120215,2022,2071
120215,2023,2059.8888888888887
120301,2018,28709
120301,2019,28984
120301,2020,29175
120301,2021,29354
120301,2022,29494
120301,2023,29562.5
120302,2018,59569
120302,2019,59984
120302,2020,60225
120302,2021,60416
120302,2022,60585
120302,2023,60754.666666666664
120303,2018,44032
120303,2019,43511
120303,2020,42869
120303,2021,42209
120303,2022,41498
120303,2023,40695.444444444445
120304,2018,4322
120304,2019,4151
120304,2020,3976
120304,2021,3779
120304,2022,3580
120304,2023,3401.1111111111113
120305,2018,28880
120305,2019,29194
120305,2020,29425
120305,2021,29643
120305,2022,29821
120305,2023,29926.61111111111
120306,2018,1832
120306,2019,1774
120306,2020,1715
120306,2021,1659
120306,2022,1605
120306,2023,1551.7222222222222
120401,2018,19415
120401,2019,19710
120401,2020,19948
120401,2021,20164
120401,2022,20347
120401,2023,20483.444444444445
120402,2018,6425
120402,2019,6267
120402,2020,6093
120402,2021,5917
120402,2022,5737
120402,2023,5550.111111111111
120403,2018,4651
120403,2019,4625
120403,2020,4586
120403,2021,4542
120403,2022,4491
120403,2023,4430.444444444444
120404,2018,1366
120404,2019,1376
120404,2020,1382
120404,2021,1390
120404,2022,1398
120404,2023,1403.5555555555557
120405,2018,1708
120405,2019,1703
120405,2020,1692
120405,2021,1680
120405,2022,1665
120405,2023,1644.611111111111
120406,2018,1501
120406,2019,1479
120406,2020,1454
120406,2021,1427
120406,2022,1399
120406,2023,1371
120407,2018,2727
120407,2019,2739
120407,2020,2743
120407,2021,2750
120407,2022,2758
120407,2023,2764.277777777778
120408,2018,1707
120408,2019,1685
120408,2020,1659
120408,2021,1630
120408,2022,1601
120408,2023,1575.111111111111
120409,2018,1085
120409,2019,1089
120409,2020,1090
120409,2021,1096
120409,2022,1105
120409,2023,1114.4444444444443
120410,2018,2172
120410,2019,2205
120410,2020,2231
120410,2021,2255
120410,2022,2275
120410,2023,2288.6111111111113
120411,2018,587
120411,2019,572
120411,2020,557
120411,2021,542
120411,2022,529
120411,2023,520.1111111111111
120412,2018,774
120412,2019,768
120412,2020,758
120412,2021,750
120412,2022,739
120412,2023,719.3888888888889
120413,2018,1625
120413,2019,1623
120413,2020,1616
120413,2021,1607
120413,2022,1597
120413,2023,1586.888888888889
120414,2018,1206
120414,2019,1194
120414,2020,1179
120414,2021,1163
120414,2022,1145
120414,2023,1123.8333333333333
120415,2018,1531
120415,2019,1491
120415,2020,1447
120415,2021,1403
120415,2022,1359
120415,2023,1314.7777777777778
120416,2018,1842
120416,2019,1810
120416,2020,1774
120416,2021,1736
120416,2022,1696
120416,2023,1653.888888888889
120417,2018,768
120417,2019,756
120417,2020,742
120417,2021,727
120417,2022,711
120417,2023,693.9444444444445
120418,2018,1647
120418,2019,1633
120418,2020,1614
120418,2021,1593
120418,2022,1571
120418,2023,1548.888888888889
120419,2018,1818
120419,2019,1869
120419,2020,1917
120419,2021,1964
120419,2022,2008
120419,2023,2046.7777777777778
120420,2018,1059
120420,2019,1059
120420,2020,1057
120420,2021,1053
120420,2022,1047
120420,2023,1039
120421,2018,2388
120421,2019,2387
120421,2020,2380
120421,2021,2370
120421,2022,2356
120421,2023,2336.777777777778
120422,2018,928
120422,2019,903
120422,2020,876
120422,2021,848
120422,2022,820
120422,2023,793
120423,2018,1504
120423,2019,1460
120423,2020,1413
120423,2021,1366
120423,2022,1319
120423,2023,1271.8333333333333
120424,2018,1287
120424,2019,1278
120424,2020,1264
120424,2021,1250
120424,2022,1234
120424,2023,1213.611111111111
120425,2018,1203
120425,2019,1180
120425,2020,1152
120425,2021,1123
120425,2022,1095
120425,2023,1069.888888888889
120426,2018,1484
120426,2019,1434
120426,2020,1382
120426,2021,1331
120426,2022,1277
120426,2023,1215.611111111111
120427,2018,1326
120427,2019,1282
120427,2020,1236
120427,2021,1191
120427,2022,1145
120427,2023,1095.7222222222222
120428,2018,2719
120428,2019,2768
120428,2020,2808
120428,2021,2846
120428,2022,2881
120428,2023,2911.5555555555557
120429,2018,717
120429,2019,697
120429,2020,675
120429,2021,654
120429,2022,632
120429,2023,606.7222222222222
120430,2018,3273
120430,2019,3321
120430,2020,3361
120430,2021,3396
120430,2022,3428
120430,2023,3458.9444444444443
120431,2018,4264
120431,2019,4247
120431,2020,4217
120431,2021,4183
120431,2022,4143
120431,2023,4094.3888888888887
120432,2018,1056
120432,2019,1029
120432,2020,998
120432,2021,968
120432,2022,939
120432,2023,910.7222222222222
120433,2018,1134
120433,2019,1095
120433,2020,1055
120433,2021,1015
120433,2022,976
120433,2023,939
120434,2018,9957
120434,2019,10017
120434,2020,10049
120434,2021,10072
120434,2022,10099
120434,2023,10142.666666666666
120501,2018,11419
120501,2019,11346
120501,2020,11238
120501,2021,11033
120501,2022,10817
120501,2023,10684.222222222223
120502,2018,6827
120502,2019,6699
120502,2020,6554
120502,2021,6357
120502,2022,6157
120502,2023,6007.666666666667
120503,2018,1232
120503,2019,1153
120503,2020,1075
120503,2021,1047
120503,2022,1021
120503,2023,943.6111111111111
120504,2018,4319
120504,2019,4106
120504,2020,3890
120504,2021,3771
120504,2022,3656
120504,2023,3441.277777777778
120601,2018,41659
120601,2019,42214
120601,2020,42647
120601,2021,43048
120601,2022,43401
120601,2023,43684.11111111111
120602,2018,6359
120602,2019,6476
120602,2020,6573
120602,2021,6650
120602,2022,6711
120602,2023,6760.222222222223
120603,2018,7117
120603,2019,7340
120603,2020,7548
120603,2021,7711
120603,2022,7849
120603,2023,7984.777777777777
120604,2018,41128
120604,2019,42212
120604,2020,43191
120604,2021,43977
120604,2022,44652
120604,2023,45307.444444444445
120605,2018,4003
120605,2019,3825
120605,2020,3654
120605,2021,3490
120605,2022,3335
120605,2023,3191.1111111111113
120606,2018,62274
120606,2019,63895
120606,2020,65356
120606,2021,66529
120606,2022,67539
120606,2023,68525.05555555556
120607,2018,32977
120607,2019,33745
120607,2020,34427
120607,2021,34984
120607,2022,35464
120607,2023,35919.833333333336
120608,2018,30406
120608,2019,30204
120608,2020,29909
120608,2021,29549
120608,2022,29138
120608,2023,28689.222222222223
120609,2018,5023
120609,2019,5406
120609,2020,5800
120609,2021,6077
120609,2022,6356
120609,2023,6769.722222222223
120701,2018,50765
120701,2019,50739
120701,2020,50544
120701,2021,50198
120701,2022,49795
120701,2023,49433.22222222222
120702,2018,9959
120702,2019,9683
120702,2020,9387
120702,2021,9075
120702,2022,8762
120702,2023,8463.611111111111
120703,2018,1966
120703,2019,1891
120703,2020,1813
120703,2021,1730
120703,2022,1648
120703,2023,1573.4444444444443
120704,2018,10530
120704,2019,10157
120704,2020,9768
120704,2021,9366
120704,2022,8969
120704,2023,8595.833333333334
120705,2018,3689
120705,2019,3675
120705,2020,3650
120705,2021,3616
120705,2022,3579
120705,2023,3545.222222222222
120706,2018,5991
120706,2019,5953
120706,2020,5897
120706,2021,5834
120706,2022,5770
120706,2023,5710.722222222223
120707,2018,3513
120707,2019,3253
120707,2020,3006
120707,2021,2900
120707,2022,2794
120707,2023,2532.0555555555557
120708,2018,3628
120708,2019,3473
120708,2020,3314
120708,2021,3187
120708,2022,3061
120708,2023,2901.277777777778
120709,2018,4684
120709,2019,4583
120709,2020,4470
120709,2021,4349
120709,2022,4227
120709,2023,4111.166666666667
120801,2018,14400
120801,2019,14067
120801,2020,13700
120801,2021,13326
120801,2022,12949
120801,2023,12571.722222222223
120802,2018,701
120802,2019,683
120802,2020,665
120802,2021,648
120802,2022,629
120802,2023,604.7777777777778
120803,2018,2087
120803,2019,2134
120803,2020,2176
120803,2021,2212
120803,2022,2246
120803,2023,2282.277777777778
120804,2018,845
120804,2019,816
120804,2020,784
120804,2021,757
120804,2022,730
120804,2023,697.2777777777778
120805,2018,5276
120805,2019,5280
120805,2020,5270
120805,2021,5259
120805,2022,5244
120805,2023,5221.111111111111
120806,2018,1681
120806,2019,1665
120806,2020,1644
120806,2021,1623
120806,2022,1604
120806,2023,1588.8333333333333
120807,2018,1111
120807,2019,1057
120807,2020,1003
120807,2021,952
120807,2022,903
120807,2023,854.7777777777778
120808,2018,9006
120808,2019,8824
120808,2020,8618
120808,2021,8415
120808,2022,8207
120808,2023,7984.055555555556
120809,2018,738
120809,2019,725
120809,2020,710
120809,2021,696
120809,2022,681
120809,2023,662.7222222222222
120810,2018,5537
120810,2019,5512
120810,2020,5471
120810,2021,5418
120810,2022,5356
120810,2023,5287.944444444444
120901,2018,21539
120901,2019,21574
120901,2020,21538
120901,2021,21479
120901,2022,21432
120901,2023,21431.277777777777
120902,2018,6741
120902,2019,6754
120902,2020,6745
120902,2021,6709
120902,2022,6677
120902,2023,6682
120903,2018,4733
120903,2019,4761
120903,2020,4774
120903,2021,4805
120903,2022,4829
120903,2023,4817.777777777777
120904,2018,3146
120904,2019,3093
120904,2020,3030
120904,2021,2986
120904,2022,2938
120904,2023,2860.1111111111113
120905,2018,9672
120905,2019,10259
120905,2020,10839
120905,2021,11380
120905,2022,11881
120905,2023,12342.722222222223
120906,2018,2327
120906,2019,2325
120906,2020,2314
120906,2021,2316
120906,2022,2314
120906,2023,2288.8333333333335
120907,2018,2756
120907,2019,2680
120907,2020,2598
120907,2021,2528
120907,2022,2455
120907,2023,2362.1666666666665
120908,2018,2896
120908,2019,3007
120908,2020,3114
120908,2021,3223
120908,2022,3325
120908,2023,3410.1666666666665
120909,2018,2757
120909,2019,2708
120909,2020,2652
120909,2021,2586
120909,2022,2520
120909,2023,2464.722222222222
130101,2018,335811
130101,2019,340582
130101,2020,344374
130101,2021,347730
130101,2022,350915
130101,2023,354178.55555555556
130102,2018,211809
130102,2019,220624
130102,2020,229115
130102,2021,235832
130102,2022,242202
130102,2023,249811.83333333334
130103,2018,38506
130103,2019,38475
130103,2020,38334
130103,2021,38107
130103,2022,37879
130103,2023,37738.38888888889
130104,2018,78375
130104,2019,82792
130104,2020,87192
130104,2021,90609
130104,2022,93851
130104,2023,97824.55555555556
130105,2018,210654
130105,2019,217756
130105,2020,224427
130105,2021,229779
130105,2022,234854
130105,2023,240801.22222222222
130106,2018,41158
130106,2019,42144
130106,2020,43024
130106,2021,43750
130106,2022,44440
130106,2023,45221.22222222222
130107,2018,40336
130107,2019,41610
130107,2020,42798
130107,2021,43755
130107,2022,44663
130107,2023,45722.166666666664
130108,2018,3866
130108,2019,3900
130108,2020,3924
130108,2021,3947
130108,2022,3969
130108,2023,3989.5
