ubigeo,year,population
040811,2022,476
040811,2023,451.05555555555554
050101,2018,105944
050101,2019,108794
050101,2020,111370
050101,2021,112794
050101,2022,113761
050101,2023,115053.38888888889
050102,2018,8308
050102,2019,8573
050102,2020,8818
050102,2021,8974
050102,2022,9095
050102,2023,9241.833333333334
050103,2018,4714
050103,2019,4844
050103,2020,4964
050103,2021,5030
050103,2022,5079
050103,2023,5152.5
050104,2018,30156
050104,2019,30973
050104,2020,31712
050104,2021,32121
050104,2022,32402
050104,2023,32782.22222222222
050105,2018,6318
050105,2019,6512
050105,2020,6691
050105,2021,6802
050105,2022,6886
050105,2023,6989.222222222223
050106,2018,5848
050106,2019,6018
050106,2020,6172
050106,2021,6263
050106,2022,6328
050106,2023,6408.666666666667
050107,2018,3380
050107,2019,3477
050107,2020,3565
050107,2021,3617
050107,2022,3654
050107,2023,3699.6666666666665
050108,2018,5518
050108,2019,5676
050108,2020,5821
050108,2021,5905
050108,2022,5966
050108,2023,6046.777777777777
050109,2018,1515
050109,2019,1558
050109,2020,1596
050109,2021,1620
050109,2022,1635
050109,2023,1646.7777777777778
050110,2018,51455
050110,2019,52764
050110,2020,53934
050110,2021,54544
050110,2022,54933
050110,2023,55482.22222222222
050111,2018,1552
050111,2019,1598
050111,2020,1639
050111,2021,1662
050111,2022,1680
050111,2023,1707.4444444444443
050112,2018,6486
050112,2019,6674
050112,2020,6846
050112,2021,6947
050112,2022,7022
050112,2023,7121.555555555556
050113,2018,5655
050113,2019,5835
050113,2020,6001
050113,2021,6106
050113,2022,6187
050113,2023,6285.666666666667
050114,2018,15293
050114,2019,15780
050114,2020,16233
050114,2021,16519
050114,2022,16743
050114,2023,17023.222222222223
050115,2018,19955
050115,2019,20517
050115,2020,21028
050115,2021,21321
050115,2022,21530
050115,2023,21805.722222222223
050116,2018,29957
050116,2019,30725
050116,2020,31411
050116,2021,31770
050116,2022,32000
050116,2023,32323.61111111111
050201,2018,6001
050201,2019,5929
050201,2020,5842
050201,2021,5742
050201,2022,5638
050201,2023,5539.388888888889
050202,2018,9015
050202,2019,9080
050202,2020,9119
050202,2021,9146
050202,2022,9181
050202,2023,9244.333333333334
050203,2018,8212
050203,2019,8227
050203,2020,8217
050203,2021,8188
050203,2022,8152
050203,2023,8121.333333333333
050204,2018,2145
050204,2019,2088
050204,2020,2026
050204,2021,1963
050204,2022,1899
050204,2023,1833.7777777777778
050205,2018,4404
050205,2019,4347
050205,2020,4279
050205,2021,4202
050205,2022,4122
050205,2023,4045.222222222222
050206,2018,3152
050206,2019,3079
050206,2020,2999
050206,2021,2916
050206,2022,2830
050206,2023,2740.777777777778
050301,2018,3246
050301,2019,3217
050301,2020,3181
050301,2021,3156
050301,2022,3137
050301,2023,3117.722222222222
050302,2018,1892
050302,2019,1836
050302,2020,1774
050302,2021,1731
050302,2022,1696
050302,2023,1656
050303,2018,1380
050303,2019,1346
050303,2020,1308
050303,2021,1282
050303,2022,1262
050303,2023,1240.7777777777778
050304,2018,2169
050304,2019,2126
050304,2020,2078
050304,2021,2045
050304,2022,2018
050304,2023,1986.388888888889
050401,2018,42245
050401,2019,42825
050401,2020,43266
050401,2021,43939
050401,2022,44491
050401,2023,44528.77777777778
050402,2018,1216
050402,2019,1139
050402,2020,1072
050402,2021,1023
050402,2022,981
050402,2023,933.9444444444445
050403,2018,4374
050403,2019,4287
050403,2020,4188
050403,2021,4113
050403,2022,4028
050403,2023,3895.1111111111113
050404,2018,2859
050404,2019,2865
050404,2020,2861
050404,2021,2860
050404,2022,2857
050404,2023,2846
050405,2018,6078
050405,2019,6157
050405,2020,6217
050405,2021,6311
050405,2022,6389
050405,2023,6395.277777777777
050406,2018,4058
050406,2019,3985
050406,2020,3900
050406,2021,3678
050406,2022,3553
050406,2023,3778.9444444444443
050407,2018,11953
050407,2019,11836
050407,2020,11685
050407,2021,11594
050407,2022,11474
050407,2023,11225.833333333334
050408,2018,11241
050408,2019,11371
050408,2020,11466
050408,2021,11622
050408,2022,11748
050408,2023,11742.611111111111
050409,2018,4074
050409,2019,4233
050409,2020,4384
050409,2021,4515
050409,2022,4646
050409,2023,4798.777777777777
050410,2018,3842
050410,2019,3763
050410,2020,3672
050410,2021,3605
050410,2022,3526
050410,2023,3395
050411,2018,2612
050411,2019,2453
050411,2020,2299
050411,2021,2167
050411,2022,2040
050411,2023,1899.111111111111
050412,2018,2259
050412,2019,2230
050412,2020,2195
050412,2021,2172
050412,2022,2143
050412,2023,2088
050501,2018,11298
050501,2019,11373
050501,2020,11410
050501,2021,8145
050501,2022,8191
050501,2023,18709.722222222223
050502,2018,8471
050502,2019,8300
050502,2020,8105
050502,2021,5691
050502,2022,5545
050502,2023,12525.22222222222
050503,2018,10105
050503,2019,10067
050503,2020,9995
050503,2021,9932
050503,2022,9874
050503,2023,9814.388888888889
050504,2018,1705
050504,2019,1633
050504,2020,1558
050504,2021,1502
050504,2022,1447
050504,2023,1372.7777777777778
050505,2018,4553
050505,2019,4505
050505,2020,4443
050505,2021,4379
050505,2022,4320
050505,2023,4272.722222222223
050506,2018,1353
050506,2019,1361
050506,2020,1365
050506,2021,1372
050506,2022,1380
050506,2023,1386.5
050507,2018,12540
050507,2019,12633
050507,2020,12686
050507,2021,12728
050507,2022,12772
050507,2023,12830.111111111111
050508,2018,10395
050508,2019,9850
050508,2020,9302
050508,2021,8733
050508,2022,8165
050508,2023,7622.222222222223
050509,2018,10664
050509,2019,10847
050509,2020,10997
050509,2021,8914
050509,2022,9020
050509,2023,16104.888888888889
050510,2018,4500
050510,2019,4429
050510,2020,4345
050510,2021,4255
050510,2022,4170
050510,2023,4101.222222222223
050511,2018,1122
050511,2019,1098
050511,2020,1071
050511,2021,1049
050511,2022,1027
050511,2023,999.2777777777778
050601,2018,14557
050601,2019,14572
050601,2020,14535
050601,2021,14527
050601,2022,14517
050601,2023,14467.777777777777
050602,2018,2908
050602,2019,2788
050602,2020,2665
050602,2021,2574
050602,2022,2503
050602,2023,2437.3888888888887
050603,2018,2155
050603,2019,2068
050603,2020,1976
050603,2021,1909
050603,2022,1857
050603,2023,1807.7777777777778
050604,2018,1743
050604,2019,1637
050604,2020,1532
050604,2021,1453
050604,2022,1391
050604,2023,1335.111111111111
050605,2018,2322
050605,2019,2312
050605,2020,2296
050605,2021,2286
050605,2022,2279
050605,2023,2271.1666666666665
050606,2018,2658
050606,2019,2551
050606,2020,2443
050606,2021,2363
050606,2022,2299
050606,2023,2236.722222222222
050607,2018,1702
050607,2019,1627
050607,2020,1550
050607,2021,1493
050607,2022,1449
050607,2023,1409.388888888889
050608,2018,1723
050608,2019,1702
050608,2020,1676
050608,2021,1658
050608,2022,1645
050608,2023,1633.111111111111
050609,2018,1170
050609,2019,1133
050609,2020,1095
050609,2021,1067
050609,2022,1045
050609,2023,1024.1666666666667
050610,2018,948
050610,2019,913
050610,2020,877
050610,2021,854
050610,2022,832
050610,2023,797.5555555555555
050611,2018,2872
050611,2019,2790
050611,2020,2703
050611,2021,2640
050611,2022,2590
050611,2023,2539.777777777778
050612,2018,2420
050612,2019,2334
050612,2020,2244
050612,2021,2178
050612,2022,2127
050612,2023,2079.9444444444443
050613,2018,2013
050613,2019,1932
050613,2020,1848
050613,2021,1786
050613,2022,1738
050613,2023,1694.1666666666667
050614,2018,859
050614,2019,854
050614,2020,848
050614,2021,844
050614,2022,841
050614,2023,837.7777777777778
050615,2018,1855
050615,2019,1842
050615,2020,1823
050615,2021,1811
050615,2022,1802
050615,2023,1791.0555555555557
050616,2018,1028
050616,2019,1012
050616,2020,994
050616,2021,981
050616,2022,971
050616,2023,961.5
050617,2018,2776
050617,2019,2722
050617,2020,2661
050617,2021,2618
050617,2022,2584
050617,2023,2548.1111111111113
050618,2018,983
050618,2019,941
050618,2020,898
050618,2021,866
050618,2022,841
050618,2023,818.1111111111111
050619,2018,5008
050619,2019,4947
050619,2020,4869
050619,2021,4817
050619,2022,4776
050619,2023,4727.777777777777
050620,2018,838
050620,2019,846
050620,2020,850
050620,2021,854
050620,2022,858
050620,2023,861.7777777777778
050621,2018,1408
050621,2019,1434
050621,2020,1455
050621,2021,1473
050621,2022,1486
050621,2023,1491.7777777777778
050701,2018,13871
050701,2019,13733
050701,2020,13549
050701,2021,13414
050701,2022,13240
050701,2023,12928.833333333334
050702,2018,2312
050702,2019,2248
050702,2020,2179
050702,2021,2117
050702,2022,2053
050702,2023,1976.8333333333333
050703,2018,1829
050703,2019,1884
050703,2020,1934
050703,2021,1992
050703,2022,2045
050703,2023,2078.5555555555557
050704,2018,644
050704,2019,599
050704,2020,556
050704,2021,520
050704,2022,486
050704,2023,448.44444444444446
050705,2018,6757
050705,2019,6984
050705,2020,7191
050705,2021,7424
050705,2022,7641
050705,2023,7795.111111111111
050706,2018,2179
050706,2019,2154
050706,2020,2123
050706,2021,2098
050706,2022,2069
050706,2023,2024.7777777777778
050707,2018,545
050707,2019,532
050707,2020,518
050707,2021,506
050707,2022,493
050707,2023,475.6666666666667
050708,2018,1200
050708,2019,1145
050708,2020,1089
050708,2021,1038
050708,2022,988
050708,2023,934.4444444444445
050801,2018,3354
050801,2019,3372
050801,2020,3376
050801,2021,3380
050801,2022,3385
050801,2023,3391.277777777778
050802,2018,486
050802,2019,463
050802,2020,440
050802,2021,417
050802,2022,394
050802,2023,371
050803,2018,466
050803,2019,456
050803,2020,445
050803,2021,434
050803,2022,423
050803,2023,411.94444444444446
050804,2018,2071
050804,2019,2031
050804,2020,1983
050804,2021,1937
050804,2022,1892
050804,2023,1846.388888888889
050805,2018,650
050805,2019,636
050805,2020,621
050805,2021,606
050805,2022,591
050805,2023,575.9444444444445
050806,2018,1569
050806,2019,1610
050806,2020,1647
050806,2021,1682
050806,2022,1716
050806,2023,1749.9444444444443
050807,2018,430
050807,2019,412
050807,2020,392
050807,2021,373
050807,2022,354
050807,2023,333.77777777777777
050808,2018,305
050808,2019,290
050808,2020,275
050808,2021,260
050808,2022,246
050808,2023,234.05555555555554
050809,2018,238
050809,2019,242
050809,2020,247
050809,2021,251
050809,2022,255
050809,2023,260.1666666666667
050810,2018,528
050810,2019,505
050810,2020,483
050810,2021,460
050810,2022,438
050810,2023,419.22222222222223
050901,2018,2629
050901,2019,2618
050901,2020,2600
050901,2021,2589
050901,2022,2583
050901,2023,2579.1111111111113
050902,2018,340
050902,2019,325
050902,2020,310
050902,2021,300
050902,2022,293
050902,2023,286.6111111111111
050903,2018,499
050903,2019,481
050903,2020,461
050903,2021,448
050903,2022,439
050903,2023,430.3333333333333
050904,2018,511
050904,2019,497
050904,2020,481
050904,2021,471
050904,2022,464
050904,2023,456.3888888888889
050905,2018,382
050905,2019,365
050905,2020,348
050905,2021,337
050905,2022,328
050905,2023,316.44444444444446
050906,2018,1304
050906,2019,1274
050906,2020,1243
050906,2021,1223
050906,2022,1208
050906,2023,1191
050907,2018,570
050907,2019,544
050907,2020,517
050907,2021,499
050907,2022,486
050907,2023,473.22222222222223
050908,2018,842
050908,2019,829
050908,2020,814
050908,2021,805
050908,2022,798
050908,2023,788.3333333333334
050909,2018,1027
050909,2019,982
050909,2020,936
050909,2021,906
050909,2022,883
050909,2023,856.5555555555555
050910,2018,614
050910,2019,590
050910,2020,565
050910,2021,549
050910,2022,537
050910,2023,523.1666666666666
050911,2018,1056
050911,2019,1038
050911,2020,1017
050911,2021,1004
050911,2022,994
050911,2023,981.1111111111111
051001,2018,1963
051001,2019,1923
051001,2020,1878
051001,2021,1847
051001,2022,1823
051001,2023,1797.5555555555557
051002,2018,1548
051002,2019,1474
051002,2020,1399
051002,2021,1345
051002,2022,1302
051002,2023,1258.2222222222222
051003,2018,641
051003,2019,602
051003,2020,565
051003,2021,537
051003,2022,516
051003,2023,499.5
051004,2018,486
051004,2019,484
051004,2020,482
051004,2021,481
051004,2022,480
051004,2023,477.8888888888889
051005,2018,4050
051005,2019,4045
051005,2020,4027
051005,2021,4018
051005,2022,4012
051005,2023,4001.4444444444443
051006,2018,1174
051006,2019,1158
051006,2020,1138
051006,2021,1125
051006,2022,1115
051006,2023,1103.1666666666667
051007,2018,1055
051007,2019,1039
051007,2020,1020
051007,2021,1007
051007,2022,997
051007,2023,986.3333333333334
051008,2018,1137
051008,2019,1124
051008,2020,1107
051008,2021,1096
051008,2022,1087
051008,2023,1075.2222222222222
051009,2018,1322
051009,2019,1283
051009,2020,1241
051009,2021,1211
051009,2022,1188
051009,2023,1165.888888888889
051010,2018,2152
051010,2019,2070
051010,2020,1985
051010,2021,1924
051010,2022,1876
051010,2023,1827.888888888889
051011,2018,2693
051011,2019,2661
051011,2020,2624
051011,2021,2599
051011,2022,2579
051011,2023,2555.6666666666665
051012,2018,2488
051012,2019,2447
051012,2020,2400
051012,2021,2368
051012,2022,2343
051012,2023,2315.3888888888887
051101,2018,6798
051101,2019,6663
051101,2020,6513
051101,2021,6421
051101,2022,6353
051101,2023,6269.055555555556
051102,2018,921
051102,2019,887
051102,2020,851
051102,2021,828
051102,2022,812
051102,2023,795.8333333333334
051103,2018,861
051103,2019,837
051103,2020,812
051103,2021,796
051103,2022,785
051103,2023,774.2222222222222
051104,2018,1725
051104,2019,1642
051104,2020,1558
051104,2021,1504
051104,2022,1465
051104,2023,1423.4444444444443
051105,2018,1402
051105,2019,1342
051105,2020,1280
051105,2021,1240
051105,2022,1212
051105,2023,1184.111111111111
051106,2018,1191
051106,2019,1144
051106,2020,1095
051106,2021,1064
051106,2022,1042
051106,2023,1018.3888888888889
051107,2018,1105
051107,2019,1075
051107,2020,1042
051107,2021,1022
051107,2022,1007
051107,2023,987.6666666666666
051108,2018,4008
051108,2019,3965
051108,2020,3912
051108,2021,3881
051108,2022,3859
051108,2023,3830.5
060101,2018,235184
060101,2019,240461
060101,2020,245137
060101,2021,247044
060101,2022,248596
060101,2023,252461.55555555556
060102,2018,8366
060102,2019,8137
060102,2020,7896
060102,2021,7632
060102,2022,7359
060102,2023,7092.388888888889
060103,2018,3885
060103,2019,3880
060103,2020,3863
060103,2021,3847
060103,2022,3827
060103,2023,3797
060104,2018,7266
060104,2019,7222
060104,2020,7159
060104,2021,7117
060104,2022,7069
060104,2023,6984.277777777777
060105,2018,20512
060105,2019,20310
060105,2020,20052
060105,2021,19735
060105,2022,19393
060105,2023,19062.055555555555
060106,2018,16255
060106,2019,16483
060106,2020,16666
060106,2021,16751
060106,2022,16813
060106,2023,16934.11111111111
060107,2018,6342
060107,2019,6508
060107,2020,6657
060107,2021,6695
060107,2022,6723
060107,2023,6852.833333333333
060108,2018,49824
060108,2019,51608
060108,2020,53298
060108,2021,54396
060108,2022,55412
060108,2023,56912
060109,2018,8868
060109,2019,8851
060109,2020,8809
060109,2021,8770
060109,2022,8722
060109,2023,8650.777777777777
060110,2018,3786
060110,2019,3795
060110,2020,3793
060110,2021,3784
060110,2022,3766
060110,2023,3736.6666666666665
060111,2018,10169
060111,2019,10253
060111,2020,10308
060111,2021,10364
060111,2022,10406
060111,2023,10416.5
060112,2018,4572
060112,2019,4560
060112,2020,4532
060112,2021,4510
060112,2022,4485
060112,2023,4446.277777777777
060201,2018,33115
060201,2019,33715
060201,2020,34231
060201,2021,34538
060201,2022,34762
060201,2023,35042.944444444445
060202,2018,25315
060202,2019,25479
060202,2020,25575
060202,2021,25589
060202,2022,25599
060202,2023,25688.11111111111
060203,2018,14929
060203,2019,15143
060203,2020,15319
060203,2021,15434
060203,2022,15519
060203,2023,15608
060204,2018,8130
060204,2019,8097
060204,2020,8042
060204,2021,7955
060204,2022,7867
060204,2023,7811.277777777777
060301,2018,28346
060301,2019,28761
060301,2020,29097
060301,2021,29442
060301,2022,29695
060301,2023,29744.5
060302,2018,2758
060302,2019,2732
060302,2020,2699
060302,2021,2667
060302,2022,2626
060302,2023,2565
060303,2018,7449
060303,2019,7406
060303,2020,7343
060303,2021,7282
060303,2022,7197
060303,2023,7059.333333333333
060304,2018,11223
060304,2019,11069
060304,2020,10885
060304,2021,10703
060304,2022,10485
060304,2023,10189.111111111111
060305,2018,474
060305,2019,468
060305,2020,461
060305,2021,455
060305,2022,447
060305,2023,433.72222222222223
060306,2018,2765
060306,2019,2762
060306,2020,2751
060306,2021,2740
060306,2022,2720
060306,2023,2681.0555555555557
060307,2018,4054
060307,2019,3993
060307,2020,3922
060307,2021,3853
060307,2022,3771
060307,2023,3659.5
060308,2018,5909
060308,2019,5874
060308,2020,5824
060308,2021,5776
060308,2022,5710
060308,2023,5603.944444444444
060309,2018,7833
060309,2019,7683
060309,2020,7514
060309,2021,7348
060309,2022,7158
060309,2023,6914.277777777777
060310,2018,5511
060310,2019,5491
060310,2020,5455
060310,2021,5419
060310,2022,5364
060310,2023,5269.055555555556
060311,2018,1112
060311,2019,1097
060311,2020,1081
060311,2021,1067
060311,2022,1052
060311,2023,1032.6666666666667
060312,2018,6989
060312,2019,6946
060312,2020,6884
060312,2021,6823
060312,2022,6740
060312,2023,6609.611111111111
060401,2018,50325
060401,2019,50847
060401,2020,51231
060401,2021,51686
060401,2022,52061
060401,2023,52185
060402,2018,3356
060402,2019,3290
060402,2020,3216
060402,2021,3147
060402,2022,3074
060402,2023,2986.777777777778
060403,2018,3697
060403,2019,3669
060403,2020,3632
060403,2021,3600
060403,2022,3563
060403,2023,3509.6666666666665
060404,2018,3771
060404,2019,3704
060404,2020,3628
060404,2021,3558
060404,2022,3483
060404,2023,3390.5555555555557
060405,2018,2345
060405,2019,2274
060405,2020,2201
060405,2021,2130
060405,2022,2056
060405,2023,1973.5
060406,2018,2439
060406,2019,2377
060406,2020,2311
060406,2021,2248
060406,2022,2182
060406,2023,2106.277777777778
060407,2018,5950
060407,2019,5899
060407,2020,5832
060407,2021,5774
060407,2022,5708
060407,2023,5614.666666666667
060408,2018,6013
060408,2019,5986
060408,2020,5944
060408,2021,5911
060408,2022,5869
060408,2023,5797.666666666667
060409,2018,8711
060409,2019,8660
060409,2020,8584
060409,2021,8522
060409,2022,8448
060409,2023,8332.388888888889
060410,2018,11745
060410,2019,11681
060410,2020,11586
060410,2021,11509
060410,2022,11415
060410,2023,11264.333333333334
060411,2018,7484
060411,2019,7444
060411,2020,7385
060411,2021,7337
060411,2022,7278
060411,2023,7183.111111111111
060412,2018,3358
060412,2019,3333
060412,2020,3300
060412,2021,3272
060412,2022,3239
060412,2023,3189.722222222222
060413,2018,4697
060413,2019,4666
060413,2020,4621
060413,2021,4584
060413,2022,4540
060413,2023,4471.944444444444
060414,2018,1272
060414,2019,1248
060414,2020,1222
060414,2021,1197
060414,2022,1171
060414,2023,1141.7222222222222
060415,2018,8874
060415,2019,8863
060415,2020,8826
060415,2021,8803
060415,2022,8768
060415,2023,8691.333333333334
060416,2018,995
060416,2019,988
060416,2020,977
060416,2021,968
060416,2022,958
060416,2023,943.5
060417,2018,16986
060417,2019,16850
060417,2020,16668
060417,2021,16513
060417,2022,16334
060417,2023,16073.111111111111
060418,2018,896
060418,2019,890
060418,2020,880
060418,2021,872
060418,2022,864
060418,2023,853.5555555555555
060419,2018,9789
060419,2019,9744
060419,2020,9670
060419,2021,9612
060419,2022,9541
060419,2023,9423.888888888889
060501,2018,8142
060501,2019,8111
060501,2020,8061
060501,2021,8017
060501,2022,7945
060501,2023,7807.722222222223
060502,2018,2806
060502,2019,2783
060502,2020,2752
060502,2021,2721
060502,2022,2669
060502,2023,2573.3888888888887
060503,2018,1424
060503,2019,1415
060503,2020,1402
060503,2021,1389
060503,2022,1369
060503,2023,1334.388888888889
060504,2018,2855
060504,2019,2854
060504,2020,2845
060504,2021,2842
060504,2022,2835
060504,2023,2812.6666666666665
060505,2018,3591
060505,2019,3605
060505,2020,3607
060505,2021,3608
060505,2022,3612
060505,2023,3622.6111111111113
060506,2018,1059
060506,2019,1054
060506,2020,1047
060506,2021,1040
060506,2022,1030
060506,2023,1013.7222222222222
060507,2018,2628
060507,2019,2643
060507,2020,2650
060507,2021,2651
060507,2022,2653
060507,2023,2663.277777777778
060508,2018,7089
060508,2019,7051
060508,2020,6993
060508,2021,6940
060508,2022,6851
060508,2023,6681.333333333333
060601,2018,51462
060601,2019,51440
060601,2020,51272
060601,2021,51313
060601,2022,51275
060601,2023,50834.27777777778
060602,2018,9736
060602,2019,9694
060602,2020,9627
060602,2021,9598
060602,2022,9554
060602,2023,9435.555555555555
060603,2018,3323
060603,2019,3308
060603,2020,3286
060603,2021,3277
060603,2022,3262
060603,2023,3219.8333333333335
060604,2018,2616
060604,2019,2595
060604,2020,2569
060604,2021,2552
060604,2022,2532
060604,2023,2495.5555555555557
060605,2018,4077
060605,2019,4032
060605,2020,3977
060605,2021,3940
060605,2022,3897
060605,2023,3821.1111111111113
060606,2018,5269
060606,2019,5202
060606,2020,5121
060606,2021,5063
060606,2022,4998
060606,2023,4892.277777777777
060607,2018,13843
060607,2019,13646
060607,2020,13416
060607,2021,13241
060607,2022,13051
060607,2023,12767.222222222223
060608,2018,4419
060608,2019,4353
060608,2020,4276
060608,2021,4219
060608,2022,4155
060608,2023,4053.777777777778
060609,2018,1897
060609,2019,1878
060609,2020,1856
060609,2021,1840
060609,2022,1822
060609,2023,1793.0555555555557
060610,2018,3127
060610,2019,3067
060610,2020,2999
060610,2021,2945
060610,2022,2888
060610,2023,2808.8333333333335
060611,2018,2747
060611,2019,2713
060611,2020,2671
060611,2021,2641
060611,2022,2608
060611,2023,2555.0555555555557
060612,2018,5076
060612,2019,5052
060612,2020,5015
060612,2021,4999
060612,2022,4974
060612,2023,4906.444444444444
060613,2018,7695
060613,2019,7660
060613,2020,7603
060613,2021,7577
060613,2022,7541
060613,2023,7448.777777777777
060614,2018,9378
060614,2019,9279
060614,2020,9156
060614,2021,9072
060614,2022,8975
060614,2023,8806.611111111111
060615,2018,1153
060615,2019,1129
060615,2020,1104
060615,2021,1084
060615,2022,1062
060615,2023,1030.2777777777778
060701,2018,65279
060701,2019,65077
060701,2020,64702
060701,2021,64343
060701,2022,63780
060701,2023,62770.27777777778
060702,2018,3039
060702,2019,3003
060702,2020,2959
060702,2021,2917
060702,2022,2866
060702,2023,2793.8333333333335
060703,2018,16299
060703,2019,16298
060703,2020,16252
060703,2021,16213
060703,2022,16120
060703,2023,15905.722222222223
060801,2018,102445
060801,2019,104361
060801,2020,106009
060801,2021,107039
060801,2022,107925
060801,2023,109186.77777777778
060802,2018,16212
060802,2019,16313
060802,2020,16370
060802,2021,16428
060802,2022,16464
060802,2023,16451.222222222223
060803,2018,10329
060803,2019,10374
060803,2020,10391
060803,2021,10435
060803,2022,10464
060803,2023,10430.611111111111
060804,2018,10682
060804,2019,10639
060804,2020,10567
060804,2021,10498
060804,2022,10414
060804,2023,10294.222222222223
060805,2018,8762
060805,2019,8887
060805,2020,8989
060805,2021,9021
060805,2022,9041
060805,2023,9112.833333333334
060806,2018,4586
060806,2019,4621
060806,2020,4643
060806,2021,4660
060806,2022,4670
060806,2023,4670.444444444444
060807,2018,9151
060807,2019,9211
060807,2020,9245
060807,2021,9278
060807,2022,9299
060807,2023,9295
060808,2018,6878
060808,2019,6873
060808,2020,6850
060808,2021,6873
060808,2022,6888
060808,2023,6834.444444444444
060809,2018,7542
060809,2019,7536
060809,2020,7509
060809,2021,7509
060809,2022,7502
060809,2023,7449.444444444444
060810,2018,4868
060810,2019,4809
060810,2020,4740
060810,2021,4662
060810,2022,4577
060810,2023,4487.055555555556
060811,2018,7847
060811,2019,7959
060811,2020,8050
060811,2021,8114
060811,2022,8151
060811,2023,8161.333333333333
060812,2018,10609
060812,2019,10498
060812,2020,10361
060812,2021,10212
060812,2022,10050
060812,2023,9873.166666666666
060901,2018,38745
060901,2019,39506
060901,2020,40171
060901,2021,40710
060901,2022,41202
060901,2023,41732.055555555555
060902,2018,15530
060902,2019,15773
060902,2020,15974
060902,2021,16121
060902,2022,16246
060902,2023,16383.444444444445
060903,2018,18874
060903,2019,18766
060903,2020,18607
060903,2021,18384
060903,2022,18131
060903,2023,17884.61111111111
060904,2018,20778
060904,2019,21032
060904,2020,21229
060904,2021,21354
060904,2022,21446
060904,2023,21547
060905,2018,9967
060905,2019,9970
060905,2020,9945
060905,2021,9885
060905,2022,9809
060905,2023,9737.444444444445
060906,2018,19570
060906,2019,19757
060906,2020,19890
060906,2021,19955
060906,2022,19989
060906,2023,20031.833333333332
060907,2018,19548
060907,2019,19776
060907,2020,19954
060907,2021,20068
060907,2022,20155
060907,2023,20254.833333333332
061001,2018,21245
061001,2019,21494
061001,2020,21685
061001,2021,21941
061001,2022,22165
061001,2023,22247.777777777777
061002,2018,3099
061002,2019,3088
061002,2020,3069
061002,2021,3058
061002,2022,3042
061002,2023,3006.3888888888887
061003,2018,2903
061003,2019,2975
061003,2020,3039
061003,2021,3114
061003,2022,3186
061003,2023,3239.1666666666665
061004,2018,5406
061004,2019,5284
061004,2020,5150
061004,2021,5035
061004,2022,4913
061004,2023,4754.833333333333
061005,2018,1995
061005,2019,1987
061005,2020,1971
061005,2021,1961
061005,2022,1950
061005,2023,1929.8333333333333
061006,2018,3703
061006,2019,3670
061006,2020,3627
061006,2021,3595
061006,2022,3558
061006,2023,3497.9444444444443
061007,2018,13097
061007,2019,13135
061007,2020,13137
061007,2021,13178
061007,2022,13198
061007,2023,13129.5
061101,2018,14260
061101,2019,14167
061101,2020,14036
061101,2021,13919
061101,2022,13767
061101,2023,13525.388888888889
061102,2018,1359
061102,2019,1336
061102,2020,1310
061102,2021,1285
061102,2022,1252
061102,2023,1201.2777777777778
061103,2018,4298
061103,2019,4295
061103,2020,4281
061103,2021,4273
061103,2022,4260
061103,2023,4229.444444444444
061104,2018,2890
061104,2019,2855
061104,2020,2813
061104,2021,2772
061104,2022,2721
061104,2023,2647.9444444444443
061105,2018,1699
061105,2019,1680
061105,2020,1657
061105,2021,1635
061105,2022,1608
061105,2023,1569.388888888889
061106,2018,2216
061106,2019,2193
061106,2020,2165
061106,2021,2138
061106,2022,2105
061106,2023,2058.277777777778
061107,2018,4689
061107,2019,4633
061107,2020,4563
061107,2021,4497
061107,2022,4414
061107,2023,4290.833333333333
061108,2018,1374
061108,2019,1373
061108,2020,1370
061108,2021,1368
061108,2022,1365
061108,2023,1358.7222222222222
061109,2018,3434
061109,2019,3359
061109,2020,3276
061109,2021,3193
061109,2022,3089
061109,2023,2941.3888888888887
061110,2018,2306
061110,2019,2293
061110,2020,2274
061110,2021,2257
061110,2022,2236
061110,2023,2204.222222222222
061111,2018,3840
061111,2019,3781
061111,2020,3711
061111,2021,3643
061111,2022,3558
061111,2023,3435.222222222222
061112,2018,2756
061112,2019,2644
061112,2020,2530
061112,2021,2402
061112,2022,2274
061112,2023,2161.4444444444443
061113,2018,3209
061113,2019,3173
061113,2020,3128
061113,2021,3086
061113,2022,3032
061113,2023,2949.5
061201,2018,13417
061201,2019,13457
061201,2020,13460
061201,2021,13372
061201,2022,13263
061201,2023,13209.888888888889
061202,2018,4590
061202,2019,4590
061202,2020,4578
061202,2021,4536
061202,2022,4487
061202,2023,4456.277777777777
061203,2018,983
061203,2019,953
061203,2020,922
061203,2021,886
061203,2022,850
061203,2023,819.5
061204,2018,3667
061204,2019,3677
061204,2020,3678
061204,2021,3655
061204,2022,3625
061204,2023,3606.777777777778
061301,2018,9814
061301,2019,9799
061301,2020,9756
061301,2021,9715
061301,2022,9640
061301,2023,9491.333333333334
061302,2018,1371
061302,2019,1343
061302,2020,1311
061302,2021,1280
061302,2022,1247
061302,2023,1208.5555555555557
061303,2018,9808
061303,2019,9852
061303,2020,9870
061303,2021,9891
061303,2022,9875
061303,2023,9778.166666666666
061304,2018,3532
061304,2019,3505
061304,2020,3468
061304,2021,3432
061304,2022,3386
061304,2023,3317.777777777778
061305,2018,2426
061305,2019,2391
061305,2020,2351
061305,2021,2311
061305,2022,2264
061305,2023,2202.3333333333335
