ubigeo,year,population,level
010301,2005,1991,district
010302,2001,442,district
010302,2002,453,district
010302,2003,466,district
010302,2004,478,district
010302,2005,490,district
010303,2001,370,district
010303,2002,381,district
010303,2003,392,district
010303,2004,404,district
010303,2005,415,district
010304,2001,441,district
010304,2002,455,district
010304,2003,471,district
010304,2004,488,district
010304,2005,504,district
010305,2001,830,district
010305,2002,861,district
010305,2003,894,district
010305,2004,928,district
010305,2005,960,district
010306,2001,4754,district
010306,2002,4872,district
010306,2003,4992,district
010306,2004,5112,district
010306,2005,5232,district
010307,2001,8723,district
010307,2002,8834,district
010307,2003,8940,district
010307,2004,9047,district
010307,2005,9156,district
010308,2001,367,district
010308,2002,384,district
010308,2003,403,district
010308,2004,421,district
010308,2005,439,district
010309,2001,575,district
010309,2002,598,district
010309,2003,625,district
010309,2004,653,district
010309,2005,679,district
010310,2001,1030,district
010310,2002,1046,district
010310,2003,1063,district
010310,2004,1079,district
010310,2005,1096,district
010311,2001,1509,district
010311,2002,1554,district
010311,2003,1604,district
010311,2004,1656,district
010311,2005,1705,district
010312,2001,4912,district
010312,2002,4960,district
010312,2003,4988,district
010312,2004,5010,district
010312,2005,5044,district
010400,2001,41222,province
010400,2002,41876,province
010400,2003,42540,province
010400,2004,43207,province
010400,2005,43872,province
010401,2001,22454,district
010401,2002,22689,district
010401,2003,22863,district
010401,2004,23023,district
010401,2005,23219,district
010402,2001,9409,district
010402,2002,9626,district
010402,2003,9882,district
010402,2004,10148,district
010402,2005,10393,district
010403,2001,9359,district
010403,2002,9561,district
010403,2003,9795,district
010403,2004,10036,district
010403,2005,10260,district
010500,2001,52929,province
010500,2002,53544,province
010500,2003,54172,province
010500,2004,54804,province
010500,2005,55432,province
010501,2001,3056,district
010501,2002,3097,district
010501,2003,3140,district
010501,2004,3188,district
010501,2005,3232,district
010502,2001,5592,district
010502,2002,5638,district
010502,2003,5679,district
010502,2004,5719,district
010502,2005,5762,district
010503,2001,2384,district
010503,2002,2424,district
010503,2003,2465,district
010503,2004,2507,district
010503,2005,2548,district
010504,2001,3072,district
010504,2002,3078,district
010504,2003,3082,district
010504,2004,3086,district
010504,2005,3091,district
010505,2001,2359,district
010505,2002,2368,district
010505,2003,2376,district
010505,2004,2383,district
010505,2005,2391,district
010506,2001,1040,district
010506,2002,1043,district
010506,2003,1045,district
010506,2004,1047,district
010506,2005,1050,district
010507,2001,884,district
010507,2002,906,district
010507,2003,928,district
010507,2004,950,district
010507,2005,972,district
010508,2001,1489,district
010508,2002,1528,district
010508,2003,1570,district
010508,2004,1613,district
010508,2005,1654,district
010509,2001,4556,district
010509,2002,4587,district
010509,2003,4616,district
010509,2004,4644,district
010509,2005,4674,district
010510,2001,374,district
010510,2002,390,district
010510,2003,407,district
010510,2004,424,district
010510,2005,441,district
010511,2001,929,district
010511,2002,946,district
010511,2003,965,district
010511,2004,984,district
010511,2005,1002,district
010512,2001,3287,district
010512,2002,3289,district
010512,2003,3291,district
010512,2004,3293,district
010512,2005,3295,district
010513,2001,3581,district
010513,2002,3615,district
010513,2003,3654,district
010513,2004,3694,district
010513,2005,3732,district
010514,2001,5416,district
010514,2002,5439,district
010514,2003,5457,district
010514,2004,5472,district
010514,2005,5492,district
010515,2001,1912,district
010515,2002,1941,district
010515,2003,1965,district
010515,2004,1989,district
010515,2005,2014,district
010516,2001,907,district
010516,2002,935,district
010516,2003,966,district
010516,2004,997,district
010516,2005,1027,district
010517,2001,975,district
010517,2002,993,district
010517,2003,1011,district
010517,2004,1028,district
010517,2005,1046,district
010518,2001,1334,district
010518,2002,1364,district
010518,2003,1395,district
010518,2004,1427,district
010518,2005,1458,district
010519,2001,784,district
010519,2002,813,district
010519,2003,846,district
010519,2004,880,district
010519,2005,912,district
010520,2001,1742,district
010520,2002,1786,district
010520,2003,1833,district
010520,2004,1880,district
010520,2005,1926,district
010521,2001,4483,district
010521,2002,4531,district
010521,2003,4585,district
010521,2004,4641,district
010521,2005,4693,district
010522,2001,1404,district
010522,2002,1451,district
010522,2003,1500,district
010522,2004,1548,district
010522,2005,1596,district
010523,2001,1369,district
010523,2002,1382,district
010523,2003,1396,district
010523,2004,1410,district
010523,2005,1424,district
010600,2001,24231,province
010600,2002,24523,province
010600,2003,24821,province
010600,2004,25120,province
010600,2005,25418,province
010601,2001,4335,district
010601,2002,4371,district
010601,2003,4410,district
010601,2004,4445,district
010601,2005,4483,district
010602,2001,1744,district
010602,2002,1785,district
010602,2003,1827,district
010602,2004,1870,district
010602,2005,1912,district
010603,2001,634,district
010603,2002,645,district
010603,2003,656,district
010603,2004,668,district
010603,2005,680,district
010604,2001,4401,district
010604,2002,4451,district
010604,2003,4508,district
010604,2004,4567,district
010604,2005,4623,district
010605,2001,2040,district
010605,2002,2061,district
010605,2003,2085,district
010605,2004,2110,district
010605,2005,2133,district
010606,2001,1944,district
010606,2002,1958,district
010606,2003,1974,district
010606,2004,1991,district
010606,2005,2006,district
010607,2001,1741,district
010607,2002,1755,district
010607,2003,1769,district
010607,2004,1783,district
010607,2005,1797,district
010608,2001,841,district
010608,2002,855,district
010608,2003,870,district
010608,2004,886,district
010608,2005,901,district
010609,2001,4964,district
010609,2002,5015,district
010609,2003,5052,district
010609,2004,5085,district
010609,2005,5125,district
010610,2001,721,district
010610,2002,741,district
010610,2003,763,district
010610,2004,786,district
010610,2005,808,district
010611,2001,596,district
010611,2002,609,district
010611,2003,623,district
010611,2004,637,district
010611,2005,651,district
010612,2001,270,district
010612,2002,277,district
010612,2003,284,district
010612,2004,292,district
010612,2005,299,district
010700,2001,129010,province
010700,2002,131576,province
010700,2003,134124,province
010700,2004,136672,province
010700,2005,139240,province
010701,2001,55244,district
010701,2002,56825,district
010701,2003,58402,district
010701,2004,59975,district
010701,2005,61552,district
010702,2001,30775,district
010702,2002,31187,district
010702,2003,31597,district
010702,2004,32010,district
010702,2005,32427,district
010703,2001,12165,district
010703,2002,12279,district
010703,2003,12386,district
010703,2004,12492,district
010703,2005,12604,district
010704,2001,7382,district
010704,2002,7570,district
010704,2003,7761,district
010704,2004,7953,district
010704,2005,8144,district
010705,2001,9284,district
010705,2002,9448,district
010705,2003,9610,district
010705,2004,9772,district
010705,2005,9936,district
010706,2001,10050,district
010706,2002,10146,district
010706,2003,10238,district
010706,2004,10330,district
010706,2005,10426,district
010707,2001,4110,district
010707,2002,4121,district
010707,2003,4130,district
010707,2004,4140,district
010707,2005,4151,district
020000,2001,1092662,region
020000,2002,1107828,region
020000,2003,1123410,region
020000,2004,1139083,region
020000,2005,1154523,region
020100,2001,143529,province
020100,2002,145732,province
020100,2003,147931,province
020100,2004,150129,province
020100,2005,152326,province
020101,2001,54380,district
020101,2002,55349,district
020101,2003,56316,district
020101,2004,57286,district
020101,2005,58252,district
020102,2001,2411,district
020102,2002,2436,district
020102,2003,2462,district
020102,2004,2488,district
020102,2005,2514,district
020103,2001,513,district
020103,2002,519,district
020103,2003,526,district
020103,2004,532,district
020103,2005,538,district
020104,2001,3717,district
020104,2002,3779,district
020104,2003,3840,district
020104,2004,3901,district
020104,2005,3962,district
020105,2001,57350,district
020105,2002,58308,district
020105,2003,59261,district
020105,2004,60213,district
020105,2005,61165,district
020106,2001,3994,district
020106,2002,4019,district
020106,2003,4045,district
020106,2004,4070,district
020106,2005,4096,district
020107,2001,1678,district
020107,2002,1683,district
020107,2003,1688,district
020107,2004,1692,district
020107,2005,1697,district
020108,2001,3637,district
020108,2002,3665,district
020108,2003,3692,district
020108,2004,3720,district
020108,2005,3748,district
020109,2001,1685,district
020109,2002,1700,district
020109,2003,1716,district
020109,2004,1732,district
020109,2005,1748,district
020110,2001,4315,district
020110,2002,4348,district
020110,2003,4381,district
020110,2004,4415,district
020110,2005,4448,district
020111,2001,4677,district
020111,2002,4729,district
020111,2003,4782,district
020111,2004,4834,district
020111,2005,4887,district
020112,2001,5172,district
020112,2002,5197,district
020112,2003,5222,district
020112,2004,5246,district
020112,2005,5271,district
020200,2001,9240,province
020200,2002,9298,province
020200,2003,9355,province
020200,2004,9412,province
020200,2005,9469,province
020201,2001,2435,district
020201,2002,2451,district
020201,2003,2466,district
020201,2004,2482,district
020201,2005,2497,district
020202,2001,2169,district
020202,2002,2189,district
020202,2003,2209,district
020202,2004,2229,district
020202,2005,2249,district
020203,2001,507,district
020203,2002,511,district
020203,2003,516,district
020203,2004,520,district
020203,2005,524,district
020204,2001,2994,district
020204,2002,3005,district
020204,2003,3016,district
020204,2004,3027,district
020204,2005,3038,district
020205,2001,1135,district
020205,2002,1142,district
020205,2003,1148,district
020205,2004,1154,district
020205,2005,1161,district
020300,2001,20641,province
020300,2002,20817,province
020300,2003,21007,province
020300,2004,21199,province
020300,2005,21384,province
020301,2001,4682,district
020301,2002,4698,district
020301,2003,4715,district
020301,2004,4731,district
020301,2005,4748,district
020302,2001,3415,district
020302,2002,3464,district
020302,2003,3514,district
020302,2004,3564,district
020302,2005,3614,district
020303,2001,2525,district
020303,2002,2543,district
020303,2003,2565,district
020303,2004,2587,district
020303,2005,2607,district
020304,2001,2463,district
020304,2002,2482,district
020304,2003,2504,district
020304,2004,2527,district
020304,2005,2548,district
020305,2001,5882,district
020305,2002,5946,district
020305,2003,6012,district
020305,2004,6079,district
020305,2005,6144,district
020306,2001,1674,district
020306,2002,1684,district
020306,2003,1697,district
020306,2004,1711,district
020306,2005,1723,district
020400,2001,10734,province
020400,2002,10844,province
020400,2003,10961,province
020400,2004,11080,province
020400,2005,11195,province
020401,2001,5848,district
020401,2002,5932,district
020401,2003,6020,district
020401,2004,6108,district
020401,2005,6195,district
020402,2001,4886,district
020402,2002,4912,district
020402,2003,4941,district
020402,2004,4972,district
020402,2005,5000,district
020500,2001,29603,province
020500,2002,29751,province
020500,2003,29894,province
020500,2004,30035,province
020500,2005,30176,province
020501,2001,5018,district
020501,2002,5070,district
020501,2003,5117,district
020501,2004,5166,district
020501,2005,5213,district
020502,2001,234,district
020502,2002,236,district
020502,2003,238,district
020502,2004,240,district
020502,2005,242,district
020503,2001,1459,district
020503,2002,1461,district
020503,2003,1464,district
020503,2004,1466,district
020503,2005,1468,district
020504,2001,3631,district
020504,2002,3641,district
020504,2003,3650,district
020504,2004,3659,district
020504,2005,3669,district
020505,2001,1824,district
020505,2002,1826,district
020505,2003,1828,district
020505,2004,1830,district
020505,2005,1833,district
020506,2001,223,district
020506,2002,227,district
020506,2003,231,district
020506,2004,235,district
020506,2005,238,district
020507,2001,1976,district
020507,2002,1993,district
020507,2003,2011,district
020507,2004,2029,district
020507,2005,2045,district
020508,2001,8284,district
020508,2002,8298,district
020508,2003,8309,district
020508,2004,8321,district
020508,2005,8336,district
020509,2001,2221,district
020509,2002,2228,district
020509,2003,2235,district
020509,2004,2242,district
020509,2005,2249,district
020510,2001,1688,district
020510,2002,1690,district
020510,2003,1692,district
020510,2004,1694,district
020510,2005,1696,district
020511,2001,351,district
020511,2002,354,district
020511,2003,357,district
020511,2004,360,district
020511,2005,363,district
020512,2001,563,district
020512,2002,569,district
020512,2003,576,district
020512,2004,582,district
020512,2005,588,district
020513,2001,1219,district
020513,2002,1224,district
020513,2003,1229,district
020513,2004,1232,district
020513,2005,1237,district
020514,2001,312,district
020514,2002,315,district
020514,2003,319,district
020514,2004,322,district
020514,2005,325,district
020515,2001,600,district
020515,2002,619,district
020515,2003,638,district
020515,2004,657,district
020515,2005,674,district
020600,2001,45539,province
020600,2002,46231,province
020600,2003,46952,province
020600,2004,47680,province
020600,2005,48393,province
020601,2001,12822,district
020601,2002,13016,district
020601,2003,13228,district
020601,2004,13441,district
020601,2005,13648,district
020602,2001,2679,district
020602,2002,2725,district
020602,2003,2774,district
020602,2004,2823,district
020602,2005,2871,district
020603,2001,2122,district
020603,2002,2155,district
020603,2003,2189,district
020603,2004,2224,district
020603,2005,2258,district
020604,2001,2565,district
020604,2002,2592,district
020604,2003,2620,district
020604,2004,2649,district
020604,2005,2676,district
020605,2001,2148,district
020605,2002,2185,district
020605,2003,2222,district
020605,2004,2260,district
020605,2005,2297,district
020606,2001,8755,district
020606,2002,8880,district
020606,2003,9010,district
020606,2004,9141,district
020606,2005,9269,district
020607,2001,1515,district
020607,2002,1527,district
020607,2003,1539,district
020607,2004,1551,district
020607,2005,1563,district
020608,2001,2703,district
020608,2002,2747,district
020608,2003,2791,district
020608,2004,2835,district
020608,2005,2879,district
020609,2001,3980,district
020609,2002,4061,district
020609,2003,4143,district
020609,2004,4226,district
020609,2005,4309,district
020610,2001,3089,district
020610,2002,3143,district
020610,2003,3196,district
020610,2004,3250,district
020610,2005,3304,district
020611,2001,3161,district
020611,2002,3200,district
020611,2003,3240,district
020611,2004,3280,district
020611,2005,3319,district
020700,2001,22421,province
020700,2002,22584,province
020700,2003,22761,province
020700,2004,22940,province
020700,2005,23112,province
020701,2001,12425,district
020701,2002,12497,district
020701,2003,12575,district
020701,2004,12652,district
020701,2005,12728,district
020702,2001,4873,district
020702,2002,4934,district
020702,2003,5000,district
020702,2004,5068,district
020702,2005,5132,district
020703,2001,5123,district
020703,2002,5153,district
020703,2003,5186,district
020703,2004,5220,district
020703,2005,5252,district
020800,2001,41175,province
020800,2002,41875,province
020800,2003,42606,province
020800,2004,43345,province
020800,2005,44068,province
020801,2001,27476,district
020801,2002,27970,district
020801,2003,28485,district
020801,2004,29004,district
020801,2005,29516,district
020802,2001,3880,district
020802,2002,3939,district
020802,2003,4004,district
020802,2004,4071,district
020802,2005,4134,district
020803,2001,2477,district
020803,2002,2534,district
020803,2003,2595,district
020803,2004,2657,district
020803,2005,2717,district
020804,2001,7342,district
020804,2002,7432,district
020804,2003,7522,district
020804,2004,7613,district
020804,2005,7701,district
020900,2001,9485,province
020900,2002,9587,province
020900,2003,9703,province
020900,2004,9823,province
020900,2005,9935,province
020901,2001,2566,district
020901,2002,2592,district
020901,2003,2624,district
020901,2004,2657,district
020901,2005,2687,district
020902,2001,739,district
020902,2002,748,district
020902,2003,758,district
020902,2004,769,district
020902,2005,779,district
020903,2001,445,district
020903,2002,454,district
020903,2003,466,district
020903,2004,478,district
020903,2005,490,district
020904,2001,2749,district
020904,2002,2763,district
020904,2003,2777,district
020904,2004,2791,district
020904,2005,2804,district
020905,2001,1677,district
020905,2002,1709,district
020905,2003,1743,district
020905,2004,1778,district
020905,2005,1812,district
020906,2001,844,district
020906,2002,850,district
020906,2003,858,district
020906,2004,867,district
020906,2005,874,district
020907,2001,465,district
020907,2002,471,district
020907,2003,477,district
020907,2004,483,district
020907,2005,489,district
021000,2001,67633,province
021000,2002,68332,province
021000,2003,69107,province
021000,2004,69901,province
021000,2005,70654,province
021001,2001,9432,district
021001,2002,9523,district
021001,2003,9630,district
021001,2004,9737,district
021001,2005,9842,district
021002,2001,2413,district
021002,2002,2438,district
021002,2003,2465,district
021002,2004,2493,district
021002,2005,2519,district
021003,2001,4141,district
021003,2002,4192,district
021003,2003,4247,district
021003,2004,4304,district
021003,2005,4358,district
021004,2001,9853,district
021004,2002,9955,district
021004,2003,10066,district
021004,2004,10180,district
021004,2005,10288,district
021005,2001,2838,district
021005,2002,2877,district
021005,2003,2919,district
021005,2004,2962,district
021005,2005,3004,district
021006,2001,2279,district
021006,2002,2310,district
021006,2003,2344,district
021006,2004,2379,district
021006,2005,2413,district
021007,2001,4396,district
021007,2002,4435,district
021007,2003,4478,district
021007,2004,4522,district
021007,2005,4563,district
021008,2001,3205,district
021008,2002,3246,district
021008,2003,3298,district
021008,2004,3353,district
021008,2005,3402,district
021009,2001,2679,district
021009,2002,2717,district
021009,2003,2763,district
021009,2004,2811,district
021009,2005,2855,district
021010,2001,2771,district
021010,2002,2808,district
021010,2003,2847,district
021010,2004,2887,district
021010,2005,2925,district
021011,2001,3879,district
021011,2002,3912,district
021011,2003,3947,district
021011,2004,3983,district
021011,2005,4017,district
021012,2001,699,district
021012,2002,709,district
021012,2003,722,district
021012,2004,736,district
021012,2005,748,district
021013,2001,1918,district
021013,2002,1949,district
021013,2003,1982,district
021013,2004,2015,district
021013,2005,2048,district
021014,2001,12370,district
021014,2002,12459,district
021014,2003,12552,district
021014,2004,12647,district
021014,2005,12737,district
021015,2001,2644,district
021015,2002,2674,district
021015,2003,2706,district
021015,2004,2738,district
021015,2005,2769,district
021016,2001,2116,district
021016,2002,2128,district
021016,2003,2141,district
021016,2004,2154,district
021016,2005,2166,district
021100,2001,26727,province
021100,2002,27054,province
021100,2003,27395,province
021100,2004,27739,province
021100,2005,28075,province
021101,2001,20212,district
021101,2002,20473,district
021101,2003,20741,district
021101,2004,21011,district
021101,2005,21277,district
021102,2001,1249,district
021102,2002,1260,district
021102,2003,1271,district
021102,2004,1283,district
021102,2005,1294,district
021103,2001,2595,district
021103,2002,2609,district
021103,2003,2624,district
021103,2004,2639,district
021103,2005,2653,district
021104,2001,1390,district
021104,2002,1414,district
021104,2003,1440,district
021104,2004,1465,district
021104,2005,1490,district
021105,2001,1281,district
021105,2002,1298,district
021105,2003,1319,district
021105,2004,1341,district
021105,2005,1361,district
021200,2001,60708,province
021200,2002,62039,province
021200,2003,63416,province
021200,2004,64805,province
021200,2005,66171,province
021201,2001,23328,district
021201,2002,23841,district
021201,2003,24367,district
021201,2004,24896,district
021201,2005,25419,district
021202,2001,1863,district
021202,2002,1891,district
021202,2003,1923,district
021202,2004,1956,district
021202,2005,1986,district
021203,2001,1898,district
021203,2002,1941,district
021203,2003,1986,district
021203,2004,2032,district
021203,2005,2077,district
021204,2001,3747,district
021204,2002,3856,district
021204,2003,3971,district
021204,2004,4088,district
021204,2005,4203,district
021205,2001,2663,district
021205,2002,2725,district
021205,2003,2790,district
021205,2004,2856,district
021205,2005,2920,district
021206,2001,9294,district
021206,2002,9484,district
021206,2003,9676,district
021206,2004,9868,district
021206,2005,10059,district
021207,2001,7910,district
021207,2002,8092,district
021207,2003,8280,district
021207,2004,8469,district
021207,2005,8656,district
021208,2001,5237,district
021208,2002,5367,district
021208,2003,5503,district
021208,2004,5641,district
021208,2005,5777,district
021209,2001,2522,district
021209,2002,2551,district
021209,2003,2582,district
021209,2004,2614,district
021209,2005,2643,district
021210,2001,2246,district
021210,2002,2291,district
021210,2003,2338,district
021210,2004,2385,district
021210,2005,2431,district
021300,2001,27191,province
021300,2002,27636,province
021300,2003,28091,province
021300,2004,28547,province
021300,2005,28998,province
021301,2001,4066,district
021301,2002,4114,district
021301,2003,4167,district
021301,2004,4221,district
021301,2005,4272,district
021302,2001,5131,district
021302,2002,5238,district
021302,2003,5348,district
021302,2004,5458,district
021302,2005,5567,district
021303,2001,1491,district
021303,2002,1509,district
021303,2003,1528,district
021303,2004,1547,district
021303,2005,1565,district
021304,2001,2715,district
021304,2002,2736,district
021304,2003,2757,district
021304,2004,2779,district
021304,2005,2801,district
021305,2001,1979,district
021305,2002,2009,district
021305,2003,2039,district
021305,2004,2069,district
021305,2005,2099,district
021306,2001,6548,district
021306,2002,6685,district
021306,2003,6822,district
021306,2004,6960,district
021306,2005,7097,district
021307,2001,3773,district
021307,2002,3832,district
021307,2003,3891,district
021307,2004,3949,district
021307,2005,4008,district
021308,2001,1488,district
021308,2002,1513,district
021308,2003,1539,district
021308,2004,1564,district
021308,2005,1589,district
021400,2001,7113,province
021400,2002,7192,province
021400,2003,7283,province
021400,2004,7376,province
021400,2005,7463,province
021401,2001,1955,district
021401,2002,1971,district
021401,2003,1986,district
021401,2004,2003,district
021401,2005,2019,district
021402,2001,459,district
021402,2002,466,district
021402,2003,472,district
021402,2004,479,district
021402,2005,485,district
021403,2001,214,district
021403,2002,225,district
021403,2003,240,district
021403,2004,255,district
021403,2005,268,district
021404,2001,559,district
021404,2002,562,district
021404,2003,566,district
021404,2004,569,district
021404,2005,573,district
021405,2001,953,district
021405,2002,957,district
021405,2003,960,district
021405,2004,963,district
021405,2005,967,district
021406,2001,1273,district
021406,2002,1281,district
021406,2003,1290,district
021406,2004,1298,district
021406,2005,1307,district
021407,2001,165,district
021407,2002,176,district
021407,2003,191,district
021407,2004,206,district
021407,2005,219,district
021408,2001,472,district
021408,2002,480,district
021408,2003,491,district
021408,2004,503,district
021408,2005,513,district
021409,2001,606,district
021409,2002,613,district
021409,2003,622,district
021409,2004,632,district
021409,2005,640,district
021410,2001,457,district
021410,2002,461,district
021410,2003,465,district
021410,2004,468,district
021410,2005,472,district
021500,2001,31229,province
021500,2002,31550,province
021500,2003,31867,province
021500,2004,32183,province
021500,2005,32499,province
021501,2001,3381,district
021501,2002,3411,district
021501,2003,3438,district
021501,2004,3465,district
021501,2005,3493,district
021502,2001,1565,district
021502,2002,1575,district
021502,2003,1586,district
021502,2004,1596,district
021502,2005,1607,district
021503,2001,8624,district
021503,2002,8735,district
021503,2003,8845,district
021503,2004,8953,district
021503,2005,9062,district
021504,2001,1060,district
021504,2002,1085,district
021504,2003,1110,district
021504,2004,1135,district
021504,2005,1159,district
021505,2001,1265,district
021505,2002,1269,district
021505,2003,1273,district
021505,2004,1277,district
021505,2005,1281,district
021506,2001,991,district
021506,2002,1012,district
021506,2003,1032,district
021506,2004,1053,district
021506,2005,1073,district
021507,2001,736,district
021507,2002,747,district
021507,2003,758,district
021507,2004,768,district
021507,2005,779,district
021508,2001,3352,district
021508,2002,3396,district
021508,2003,3445,district
021508,2004,3494,district
021508,2005,3541,district
021509,2001,5129,district
021509,2002,5154,district
021509,2003,5177,district
021509,2004,5200,district
021509,2005,5224,district
021510,2001,1594,district
021510,2002,1627,district
021510,2003,1660,district
021510,2004,1694,district
021510,2005,1726,district
021511,2001,3532,district
021511,2002,3539,district
021511,2003,3543,district
021511,2004,3548,district
021511,2005,3554,district
021600,2001,27825,province
021600,2002,28046,province
021600,2003,28296,province
021600,2004,28553,province
021600,2005,28794,province
021601,2001,13886,district
021601,2002,14008,district
021601,2003,14139,district
021601,2004,14274,district
021601,2005,14404,district
021602,2001,4010,district
021602,2002,4043,district
021602,2003,4080,district
021602,2004,4118,district
021602,2005,4153,district
021603,2001,7119,district
021603,2002,7159,district
021603,2003,7209,district
021603,2004,7260,district
021603,2005,7306,district
021604,2001,2810,district
021604,2002,2836,district
021604,2003,2868,district
021604,2004,2901,district
021604,2005,2931,district
021700,2001,20263,province
021700,2002,20363,province
021700,2003,20458,province
021700,2004,20551,province
021700,2005,20645,province
021701,2001,6208,district
021701,2002,6215,district
021701,2003,6216,district
021701,2004,6220,district
021701,2005,6223,district
021702,2001,4339,district
021702,2002,4362,district
021702,2003,4389,district
021702,2004,4416,district
021702,2005,4441,district
021703,2001,633,district
021703,2002,637,district
021703,2003,641,district
021703,2004,644,district
021703,2005,648,district
021704,2001,951,district
021704,2002,955,district
021704,2003,959,district
021704,2004,963,district
021704,2005,967,district
021705,2001,967,district
021705,2002,976,district
021705,2003,985,district
021705,2004,995,district
021705,2005,1004,district
021706,2001,1228,district
021706,2002,1237,district
021706,2003,1246,district
021706,2004,1255,district
021706,2005,1264,district
021707,2001,1168,district
021707,2002,1182,district
021707,2003,1198,district
021707,2004,1213,district
021707,2005,1227,district
021708,2001,1171,district
021708,2002,1185,district
021708,2003,1200,district
021708,2004,1214,district
021708,2005,1228,district
021709,2001,692,district
021709,2002,696,district
021709,2003,700,district
021709,2004,703,district
021709,2005,707,district
021710,2001,2906,district
021710,2002,2918,district
021710,2003,2924,district
021710,2004,2928,district
021710,2005,2936,district
021800,2001,397673,province
021800,2002,403605,province
021800,2003,409627,province
021800,2004,415667,province
021800,2005,421655,province
021801,2001,252911,district
021801,2002,256850,district
021801,2003,260854,district
021801,2004,264871,district
021801,2005,268854,district
021802,2001,6675,district
021802,2002,6719,district
021802,2003,6765,district
021802,2004,6812,district
021802,2005,6857,district
021803,2001,15232,district
021803,2002,15432,district
021803,2003,15638,district
021803,2004,15845,district
021803,2005,16048,district
021804,2001,5296,district
021804,2002,5337,district
021804,2003,5381,district
021804,2004,5425,district
021804,2005,5468,district
021805,2001,9033,district
021805,2002,9221,district
021805,2003,9409,district
021805,2004,9597,district
021805,2005,9785,district
021806,2001,12739,district
021806,2002,12855,district
021806,2003,12978,district
021806,2004,13103,district
021806,2005,13223,district
021807,2001,4373,district
021807,2002,4444,district
021807,2003,4514,district
021807,2004,4584,district
021807,2005,4654,district
021808,2001,16570,district
021808,2002,16802,district
021808,2003,17038,district
021808,2004,17275,district
021808,2005,17509,district
021809,2001,74844,district
021809,2002,75945,district
