ubigeo,year,population,level
050503,2001,7923,district
050503,2002,8157,district
050503,2003,8427,district
050503,2004,8704,district
050503,2005,8958,district
050504,2001,1765,district
050504,2002,1832,district
050504,2003,1915,district
050504,2004,2001,district
050504,2005,2078,district
050505,2001,4072,district
050505,2002,4282,district
050505,2003,4518,district
050505,2004,4759,district
050505,2005,4982,district
050506,2001,2946,district
050506,2002,2999,district
050506,2003,3052,district
050506,2004,3104,district
050506,2005,3156,district
050507,2001,12905,district
050507,2002,13138,district
050507,2003,13381,district
050507,2004,13625,district
050507,2005,13861,district
050508,2001,11290,district
050508,2002,11497,district
050508,2003,11734,district
050508,2004,11978,district
050508,2005,12203,district
050600,2001,59156,province
050600,2002,60082,province
050600,2003,61134,province
050600,2004,62213,province
050600,2005,63223,province
050601,2001,13102,district
050601,2002,13221,district
050601,2003,13334,district
050601,2004,13448,district
050601,2005,13558,district
050602,2001,2634,district
050602,2002,2698,district
050602,2003,2778,district
050602,2004,2863,district
050602,2005,2939,district
050603,2001,1429,district
050603,2002,1469,district
050603,2003,1519,district
050603,2004,1570,district
050603,2005,1618,district
050604,2001,2260,district
050604,2002,2294,district
050604,2003,2333,district
050604,2004,2373,district
050604,2005,2410,district
050605,2001,2983,district
050605,2002,3012,district
050605,2003,3046,district
050605,2004,3080,district
050605,2005,3111,district
050606,2001,3801,district
050606,2002,3845,district
050606,2003,3894,district
050606,2004,3943,district
050606,2005,3990,district
050607,2001,2534,district
050607,2002,2576,district
050607,2003,2620,district
050607,2004,2665,district
050607,2005,2708,district
050608,2001,2919,district
050608,2002,2963,district
050608,2003,3012,district
050608,2004,3062,district
050608,2005,3109,district
050609,2001,2008,district
050609,2002,2055,district
050609,2003,2110,district
050609,2004,2166,district
050609,2005,2219,district
050610,2001,1792,district
050610,2002,1825,district
050610,2003,1864,district
050610,2004,1904,district
050610,2005,1941,district
050611,2001,2785,district
050611,2002,2847,district
050611,2003,2928,district
050611,2004,3013,district
050611,2005,3089,district
050612,2001,4277,district
050612,2002,4333,district
050612,2003,4397,district
050612,2004,4462,district
050612,2005,4523,district
050613,2001,2780,district
050613,2002,2813,district
050613,2003,2850,district
050613,2004,2888,district
050613,2005,2924,district
050614,2001,780,district
050614,2002,794,district
050614,2003,811,district
050614,2004,828,district
050614,2005,844,district
050615,2001,1371,district
050615,2002,1406,district
050615,2003,1448,district
050615,2004,1493,district
050615,2005,1534,district
050616,2001,708,district
050616,2002,738,district
050616,2003,769,district
050616,2004,801,district
050616,2005,833,district
050617,2001,3662,district
050617,2002,3723,district
050617,2003,3791,district
050617,2004,3859,district
050617,2005,3924,district
050618,2001,1848,district
050618,2002,1880,district
050618,2003,1916,district
050618,2004,1952,district
050618,2005,1987,district
050619,2001,3118,district
050619,2002,3156,district
050619,2003,3200,district
050619,2004,3245,district
050619,2005,3286,district
050620,2001,783,district
050620,2002,811,district
050620,2003,846,district
050620,2004,883,district
050620,2005,917,district
050621,2001,1582,district
050621,2002,1623,district
050621,2003,1668,district
050621,2004,1715,district
050621,2005,1759,district
050700,2001,24180,province
050700,2002,24726,province
050700,2003,25359,province
050700,2004,26025,province
050700,2005,26665,province
050701,2001,12631,district
050701,2002,12733,district
050701,2003,12854,district
050701,2004,12985,district
050701,2005,13108,district
050702,2001,3096,district
050702,2002,3193,district
050702,2003,3308,district
050702,2004,3430,district
050702,2005,3546,district
050703,2001,618,district
050703,2002,662,district
050703,2003,712,district
050703,2004,764,district
050703,2005,815,district
050704,2001,444,district
050704,2002,478,district
050704,2003,516,district
050704,2004,556,district
050704,2005,595,district
050705,2001,3499,district
050705,2002,3599,district
050705,2003,3715,district
050705,2004,3836,district
050705,2005,3953,district
050706,2001,2526,district
050706,2002,2601,district
050706,2003,2692,district
050706,2004,2788,district
050706,2005,2879,district
050707,2001,517,district
050707,2002,557,district
050707,2003,601,district
050707,2004,646,district
050707,2005,690,district
050708,2001,849,district
050708,2002,903,district
050708,2003,961,district
050708,2004,1020,district
050708,2005,1079,district
050800,2001,10798,province
050800,2002,11081,province
050800,2003,11411,province
050800,2004,11760,province
050800,2005,12099,province
050801,2001,3267,district
050801,2002,3317,district
050801,2003,3377,district
050801,2004,3445,district
050801,2005,3513,district
050802,2001,391,district
050802,2002,404,district
050802,2003,419,district
050802,2004,434,district
050802,2005,449,district
050803,2001,736,district
050803,2002,748,district
050803,2003,763,district
050803,2004,780,district
050803,2005,796,district
050804,2001,2273,district
050804,2002,2336,district
050804,2003,2410,district
050804,2004,2487,district
050804,2005,2561,district
050805,2001,794,district
050805,2002,822,district
050805,2003,854,district
050805,2004,886,district
050805,2005,918,district
050806,2001,1057,district
050806,2002,1091,district
050806,2003,1130,district
050806,2004,1171,district
050806,2005,1211,district
050807,2001,711,district
050807,2002,740,district
050807,2003,774,district
050807,2004,809,district
050807,2005,842,district
050808,2001,404,district
050808,2002,408,district
050808,2003,412,district
050808,2004,416,district
050808,2005,420,district
050809,2001,230,district
050809,2002,239,district
050809,2003,249,district
050809,2004,260,district
050809,2005,270,district
050810,2001,935,district
050810,2002,976,district
050810,2003,1023,district
050810,2004,1072,district
050810,2005,1119,district
050900,2001,13378,province
050900,2002,13707,province
050900,2003,14085,province
050900,2004,14482,province
050900,2005,14868,province
050901,2001,2915,district
050901,2002,2959,district
050901,2003,3007,district
050901,2004,3054,district
050901,2005,3106,district
050902,2001,425,district
050902,2002,435,district
050902,2003,447,district
050902,2004,459,district
050902,2005,471,district
050903,2001,853,district
050903,2002,877,district
050903,2003,905,district
050903,2004,934,district
050903,2005,962,district
050904,2001,824,district
050904,2002,847,district
050904,2003,873,district
050904,2004,901,district
050904,2005,928,district
050905,2001,544,district
050905,2002,560,district
050905,2003,577,district
050905,2004,595,district
050905,2005,612,district
050906,2001,1969,district
050906,2002,1998,district
050906,2003,2034,district
050906,2004,2073,district
050906,2005,2110,district
050907,2001,1150,district
050907,2002,1188,district
050907,2003,1231,district
050907,2004,1277,district
050907,2005,1321,district
050908,2001,839,district
050908,2002,860,district
050908,2003,883,district
050908,2004,907,district
050908,2005,931,district
050909,2001,1529,district
050909,2002,1580,district
050909,2003,1642,district
050909,2004,1707,district
050909,2005,1768,district
050910,2001,1269,district
050910,2002,1311,district
050910,2003,1360,district
050910,2004,1412,district
050910,2005,1461,district
050911,2001,1061,district
050911,2002,1092,district
050911,2003,1126,district
050911,2004,1163,district
050911,2005,1198,district
051000,2001,28066,province
051000,2002,28497,province
051000,2003,28988,province
051000,2004,29491,province
051000,2005,29960,province
051001,2001,3066,district
051001,2002,3086,district
051001,2003,3110,district
051001,2004,3130,district
051001,2005,3152,district
051002,2001,2584,district
051002,2002,2615,district
051002,2003,2648,district
051002,2004,2682,district
051002,2005,2714,district
051003,2001,918,district
051003,2002,944,district
051003,2003,973,district
051003,2004,1002,district
051003,2005,1030,district
051004,2001,506,district
051004,2002,527,district
051004,2003,551,district
051004,2004,575,district
051004,2005,598,district
051005,2001,3556,district
051005,2002,3614,district
051005,2003,3680,district
051005,2004,3748,district
051005,2005,3811,district
051006,2001,1497,district
051006,2002,1544,district
051006,2003,1598,district
051006,2004,1654,district
051006,2005,1706,district
051007,2001,1594,district
051007,2002,1614,district
051007,2003,1636,district
051007,2004,1659,district
051007,2005,1680,district
051008,2001,1154,district
051008,2002,1179,district
051008,2003,1208,district
051008,2004,1239,district
051008,2005,1267,district
051009,2001,4540,district
051009,2002,4605,district
051009,2003,4667,district
051009,2004,4729,district
051009,2005,4790,district
051010,2001,2520,district
051010,2002,2583,district
051010,2003,2660,district
051010,2004,2741,district
051010,2005,2814,district
051011,2001,3092,district
051011,2002,3116,district
051011,2003,3146,district
051011,2004,3178,district
051011,2005,3206,district
051012,2001,3039,district
051012,2002,3070,district
051012,2003,3111,district
051012,2004,3154,district
051012,2005,3192,district
051100,2001,22705,province
051100,2002,23179,province
051100,2003,23719,province
051100,2004,24281,province
051100,2005,24823,province
051101,2001,7579,district
051101,2002,7732,district
051101,2003,7905,district
051101,2004,8085,district
051101,2005,8259,district
051102,2001,2252,district
051102,2002,2268,district
051102,2003,2287,district
051102,2004,2306,district
051102,2005,2325,district
051103,2001,1233,district
051103,2002,1258,district
051103,2003,1286,district
051103,2004,1316,district
051103,2005,1344,district
051104,2001,2122,district
051104,2002,2155,district
051104,2003,2194,district
051104,2004,2236,district
051104,2005,2275,district
051105,2001,1996,district
051105,2002,2034,district
051105,2003,2076,district
051105,2004,2119,district
051105,2005,2162,district
051106,2001,2339,district
051106,2002,2374,district
051106,2003,2411,district
051106,2004,2449,district
051106,2005,2487,district
051107,2001,1858,district
051107,2002,1886,district
051107,2003,1915,district
051107,2004,1944,district
051107,2005,1974,district
051108,2001,3326,district
051108,2002,3472,district
051108,2003,3645,district
051108,2004,3826,district
051108,2005,3997,district
060000,2001,1480690,region
060000,2002,1498567,region
060000,2003,1515827,region
060000,2004,1532878,region
060000,2005,1550132,region
060100,2001,281871,province
060100,2002,285509,province
060100,2003,288865,province
060100,2004,292137,province
060100,2005,295537,province
060101,2001,149353,district
060101,2002,151512,district
060101,2003,153466,district
060101,2004,155361,district
060101,2005,157354,district
060102,2001,10703,district
060102,2002,10768,district
060102,2003,10834,district
060102,2004,10899,district
060102,2005,10963,district
060103,2001,4335,district
060103,2002,4373,district
060103,2003,4408,district
060103,2004,4441,district
060103,2005,4476,district
060104,2001,9332,district
060104,2002,9417,district
060104,2003,9498,district
060104,2004,9578,district
060104,2005,9659,district
060105,2001,26534,district
060105,2002,26828,district
060105,2003,27095,district
060105,2004,27355,district
060105,2005,27626,district
060106,2001,16731,district
060106,2002,16948,district
060106,2003,17156,district
060106,2004,17362,district
060106,2005,17571,district
060107,2001,5333,district
060107,2002,5434,district
060107,2003,5537,district
060107,2004,5640,district
060107,2005,5742,district
060108,2001,29299,district
060108,2002,29607,district
060108,2003,29892,district
060108,2004,30170,district
060108,2005,30458,district
060109,2001,10983,district
060109,2002,11137,district
060109,2003,11280,district
060109,2004,11420,district
060109,2005,11564,district
060110,2001,5322,district
060110,2002,5405,district
060110,2003,5484,district
060110,2004,5561,district
060110,2005,5641,district
060111,2001,9163,district
060111,2002,9253,district
060111,2003,9340,district
060111,2004,9426,district
060111,2005,9513,district
060112,2001,4783,district
060112,2002,4827,district
060112,2003,4875,district
060112,2004,4924,district
060112,2005,4970,district
060200,2001,77345,province
060200,2002,77907,province
060200,2003,78454,province
060200,2004,78992,province
060200,2005,79525,province
060201,2001,28409,district
060201,2002,28566,district
060201,2003,28705,district
060201,2004,28839,district
060201,2005,28977,district
060202,2001,23615,district
060202,2002,23749,district
060202,2003,23895,district
060202,2004,24042,district
060202,2005,24180,district
060203,2001,15065,district
060203,2002,15218,district
060203,2003,15362,district
060203,2004,15502,district
060203,2005,15644,district
060204,2001,10256,district
060204,2002,10374,district
060204,2003,10492,district
060204,2004,10609,district
060204,2005,10724,district
060300,2001,92498,province
060300,2002,93242,province
060300,2003,93973,province
060300,2004,94694,province
060300,2005,95408,province
060301,2001,22832,district
060301,2002,22986,district
060301,2003,23128,district
060301,2004,23270,district
060301,2005,23412,district
060302,2001,3607,district
060302,2002,3629,district
060302,2003,3650,district
060302,2004,3671,district
060302,2005,3691,district
060303,2001,8883,district
060303,2002,8977,district
060303,2003,9063,district
060303,2004,9145,district
060303,2005,9231,district
060304,2001,14872,district
060304,2002,14958,district
060304,2003,15044,district
060304,2004,15129,district
060304,2005,15211,district
060305,2001,835,district
060305,2002,854,district
060305,2003,875,district
060305,2004,897,district
060305,2005,917,district
060306,2001,4672,district
060306,2002,4741,district
060306,2003,4807,district
060306,2004,4871,district
060306,2005,4937,district
060307,2001,6957,district
060307,2002,7010,district
060307,2003,7065,district
060307,2004,7119,district
060307,2005,7172,district
060308,2001,6604,district
060308,2002,6656,district
060308,2003,6708,district
060308,2004,6759,district
060308,2005,6809,district
060309,2001,11413,district
060309,2002,11492,district
060309,2003,11571,district
060309,2004,11649,district
060309,2005,11725,district
060310,2001,6388,district
060310,2002,6437,district
060310,2003,6491,district
060310,2004,6545,district
060310,2005,6596,district
060311,2001,1404,district
060311,2002,1429,district
060311,2003,1454,district
060311,2004,1478,district
060311,2005,1503,district
060312,2001,4031,district
060312,2002,4073,district
060312,2003,4117,district
060312,2004,4161,district
060312,2005,4204,district
060400,2001,193473,province
060400,2002,196555,province
060400,2003,199650,province
060400,2004,202748,province
060400,2005,205839,province
060401,2001,53847,district
060401,2002,54611,district
060401,2003,55327,district
060401,2004,56034,district
060401,2005,56761,district
060402,2001,4562,district
060402,2002,4687,district
060402,2003,4841,district
060402,2004,5001,district
060402,2005,5149,district
060403,2001,5873,district
060403,2002,6024,district
060403,2003,6168,district
060403,2004,6310,district
060403,2005,6457,district
060404,2001,5944,district
060404,2002,6099,district
060404,2003,6266,district
060404,2004,6438,district
060404,2005,6604,district
060405,2001,4001,district
060405,2002,4076,district
060405,2003,4144,district
060405,2004,4210,district
060405,2005,4280,district
060406,2001,6411,district
060406,2002,6483,district
060406,2003,6543,district
060406,2004,6599,district
060406,2005,6661,district
060407,2001,8686,district
060407,2002,8817,district
060407,2003,8953,district
060407,2004,9089,district
060407,2005,9223,district
060408,2001,6583,district
060408,2002,6643,district
060408,2003,6703,district
060408,2004,6762,district
060408,2005,6820,district
060409,2001,10647,district
060409,2002,10766,district
060409,2003,10904,district
060409,2004,11047,district
060409,2005,11179,district
060410,2001,17118,district
060410,2002,17373,district
060410,2003,17614,district
060410,2004,17851,district
060410,2005,18095,district
060411,2001,9561,district
060411,2002,9696,district
060411,2003,9842,district
060411,2004,9991,district
060411,2005,10134,district
060412,2001,4105,district
060412,2002,4187,district
060412,2003,4275,district
060412,2004,4366,district
060412,2005,4453,district
060413,2001,7323,district
060413,2002,7460,district
060413,2003,7592,district
060413,2004,7723,district
060413,2005,7857,district
060414,2001,2318,district
060414,2002,2428,district
060414,2003,2551,district
060414,2004,2676,district
060414,2005,2797,district
060415,2001,11510,district
060415,2002,11604,district
060415,2003,11698,district
060415,2004,11792,district
060415,2005,11884,district
060416,2001,1640,district
060416,2002,1705,district
060416,2003,1779,district
060416,2004,1855,district
060416,2005,1928,district
060417,2001,21350,district
060417,2002,21666,district
060417,2003,21972,district
060417,2004,22275,district
060417,2005,22582,district
060418,2001,1100,district
060418,2002,1136,district
060418,2003,1179,district
060418,2004,1225,district
060418,2005,1267,district
060419,2001,10894,district
060419,2002,11094,district
060419,2003,11299,district
060419,2004,11504,district
060419,2005,11708,district
060500,2001,35263,province
060500,2002,35368,province
060500,2003,35467,province
060500,2004,35560,province
060500,2005,35648,province
060501,2001,11144,district
060501,2002,11176,district
060501,2003,11191,district
060501,2004,11200,district
060501,2005,11214,district
060502,2001,4426,district
060502,2002,4444,district
060502,2003,4463,district
060502,2004,4482,district
060502,2005,4499,district
060503,2001,1970,district
060503,2002,1976,district
060503,2003,1983,district
060503,2004,1989,district
060503,2005,1997,district
060504,2001,2913,district
060504,2002,2924,district
060504,2003,2936,district
060504,2004,2949,district
060504,2005,2960,district
060505,2001,3590,district
060505,2002,3579,district
060505,2003,3569,district
060505,2004,3558,district
060505,2005,3548,district
060506,2001,1477,district
060506,2002,1485,district
060506,2003,1495,district
060506,2004,1504,district
060506,2005,1512,district
060507,2001,1923,district
060507,2002,1920,district
060507,2003,1918,district
060507,2004,1915,district
060507,2005,1913,district
060508,2001,7820,district
060508,2002,7864,district
060508,2003,7912,district
060508,2004,7963,district
060508,2005,8005,district
060600,2001,161627,province
060600,2002,162686,province
060600,2003,163678,province
060600,2004,164640,province
060600,2005,165608,province
060601,2001,59311,district
060601,2002,59793,district
060601,2003,60230,district
060601,2004,60649,district
060601,2005,61080,district
060602,2001,12655,district
060602,2002,12730,district
060602,2003,12804,district
060602,2004,12877,district
060602,2005,12948,district
060603,2001,4135,district
060603,2002,4161,district
060603,2003,4186,district
060603,2004,4210,district
060603,2005,4234,district
060604,2001,3306,district
060604,2002,3329,district
060604,2003,3350,district
060604,2004,3370,district
060604,2005,3391,district
060605,2001,5525,district
060605,2002,5576,district
060605,2003,5623,district
060605,2004,5669,district
060605,2005,5716,district
060606,2001,8090,district
060606,2002,8122,district
060606,2003,8153,district
060606,2004,8184,district
060606,2005,8214,district
060607,2001,17897,district
060607,2002,17958,district
060607,2003,18023,district
060607,2004,18088,district
060607,2005,18148,district
060608,2001,6682,district
060608,2002,6733,district
060608,2003,6780,district
060608,2004,6826,district
060608,2005,6873,district
060609,2001,2994,district
060609,2002,3016,district
060609,2003,3038,district
060609,2004,3059,district
060609,2005,3080,district
060610,2001,4664,district
060610,2002,4697,district
060610,2003,4728,district
060610,2004,4758,district
060610,2005,4788,district
060611,2001,4435,district
060611,2002,4458,district
060611,2003,4481,district
060611,2004,4503,district
060611,2005,4525,district
060612,2001,6267,district
060612,2002,6311,district
060612,2003,6353,district
060612,2004,6395,district
060612,2005,6436,district
060613,2001,10486,district
060613,2002,10529,district
060613,2003,10570,district
060613,2004,10610,district
060613,2005,10649,district
060614,2001,12903,district
060614,2002,12983,district
060614,2003,13057,district
060614,2004,13128,district
060614,2005,13200,district
060615,2001,2277,district
060615,2002,2290,district
060615,2003,2302,district
060615,2004,2314,district
060615,2005,2326,district
060700,2001,83600,province
060700,2002,84110,province
060700,2003,84603,province
060700,2004,85086,province
060700,2005,85561,province
060701,2001,60853,district
060701,2002,61258,district
060701,2003,61634,district
060701,2004,61999,district
060701,2005,62366,district
060702,2001,4027,district
060702,2002,4062,district
060702,2003,4101,district
060702,2004,4141,district
060702,2005,4178,district
060703,2001,18720,district
060703,2002,18790,district
060703,2003,18868,district
060703,2004,18946,district
060703,2005,19017,district
060800,2001,208394,province
060800,2002,211631,province
060800,2003,214728,province
060800,2004,217789,province
060800,2005,220918,province
060801,2001,80527,district
060801,2002,81743,district
060801,2003,82918,district
060801,2004,84083,district
060801,2005,85267,district
060802,2001,22455,district
060802,2002,22839,district
060802,2003,23190,district
060802,2004,23534,district
060802,2005,23894,district
060803,2001,12720,district
060803,2002,12924,district
060803,2003,13121,district
060803,2004,13316,district
060803,2005,13515,district
060804,2001,16044,district
060804,2002,16225,district
060804,2003,16398,district
060804,2004,16567,district
060804,2005,16739,district
060805,2001,14648,district
060805,2002,14908,district
060805,2003,15123,district
060805,2004,15326,district
060805,2005,15552,district
060806,2001,7194,district
060806,2002,7381,district
060806,2003,7567,district
060806,2004,7752,district
060806,2005,7941,district
060807,2001,9116,district
060807,2002,9310,district
060807,2003,9499,district
060807,2004,9688,district
060807,2005,9880,district
060808,2001,8140,district
060808,2002,8309,district
060808,2003,8477,district
060808,2004,8645,district
060808,2005,8815,district
060809,2001,8453,district
060809,2002,8626,district
060809,2003,8795,district
060809,2004,8965,district
060809,2005,9137,district
060810,2001,6037,district
060810,2002,6126,district
060810,2003,6212,district
060810,2004,6298,district
060810,2005,6384,district
060811,2001,7335,district
060811,2002,7413,district
060811,2003,7496,district
060811,2004,7579,district
060811,2005,7659,district
060812,2001,15725,district
060812,2002,15827,district
060812,2003,15932,district
060812,2004,16036,district
060812,2005,16135,district
060900,2001,140569,province
060900,2002,142691,province
060900,2003,144693,province
060900,2004,146664,province
060900,2005,148692,province
060901,2001,32435,district
060901,2002,32929,district
060901,2003,33396,district
060901,2004,33858,district
060901,2005,34333,district
060902,2001,16067,district
060902,2002,16318,district
060902,2003,16561,district
060902,2004,16801,district
060902,2005,17045,district
060903,2001,25463,district
060903,2002,25770,district
060903,2003,26069,district
060903,2004,26365,district
060903,2005,26665,district
060904,2001,19474,district
060904,2002,19827,district
060904,2003,20193,district
060904,2004,20561,district
060904,2005,20923,district
060905,2001,12438,district
060905,2002,12665,district
060905,2003,12859,district
060905,2004,13044,district
060905,2005,13245,district
060906,2001,19258,district
060906,2002,19499,district
060906,2003,19681,district
060906,2004,19848,district
060906,2005,20044,district
060907,2001,15434,district
060907,2002,15683,district
060907,2003,15934,district
060907,2004,16187,district
060907,2005,16437,district
061000,2001,58667,province
061000,2002,59833,province
061000,2003,61020,province
061000,2004,62215,province
061000,2005,63403,province
061001,2001,18148,district
061001,2002,18394,district
061001,2003,18668,district
061001,2004,18950,district
061001,2005,19214,district
061002,2001,5070,district
061002,2002,5224,district
061002,2003,5374,district
061002,2004,5524,district
061002,2005,5678,district
061003,2001,3215,district
061003,2002,3322,district
061003,2003,3431,district
061003,2004,3541,district
061003,2005,3652,district
061004,2001,9352,district
061004,2002,9532,district
061004,2003,9720,district
061004,2004,9909,district
061004,2005,10096,district
061005,2001,3569,district
061005,2002,3613,district
061005,2003,3659,district
061005,2004,3706,district
061005,2005,3751,district
061006,2001,5825,district
061006,2002,5973,district
061006,2003,6126,district
061006,2004,6281,district
061006,2005,6434,district
061007,2001,13488,district
061007,2002,13775,district
061007,2003,14042,district
061007,2004,14304,district
061007,2005,14578,district
061100,2001,68202,province
061100,2002,68769,province
061100,2003,69325,province
061100,2004,69874,province
061100,2005,70419,province
061101,2001,17782,district
061101,2002,17919,district
061101,2003,18049,district
061101,2004,18179,district
061101,2005,18307,district
061102,2001,2265,district
061102,2002,2286,district
061102,2003,2309,district
061102,2004,2332,district
061102,2005,2354,district
061103,2001,5317,district
061103,2002,5360,district
061103,2003,5400,district
061103,2004,5439,district
061103,2005,5479,district
061104,2001,4016,district
061104,2002,4055,district
061104,2003,4090,district
061104,2004,4124,district
061104,2005,4159,district
061105,2001,4405,district
061105,2002,4453,district
061105,2003,4501,district
061105,2004,4548,district
061105,2005,4595,district
061106,2001,3679,district
061106,2002,3701,district
061106,2003,3721,district
061106,2004,3740,district
061106,2005,3760,district
061107,2001,4946,district
061107,2002,4976,district
061107,2003,5008,district
061107,2004,5040,district
061107,2005,5071,district
061108,2001,1563,district
061108,2002,1603,district
061108,2003,1643,district
061108,2004,1682,district
061108,2005,1722,district
061109,2001,5924,district
061109,2002,5954,district
061109,2003,5988,district
061109,2004,6023,district
061109,2005,6054,district
061110,2001,3325,district
061110,2002,3351,district
061110,2003,3378,district
061110,2004,3405,district
061110,2005,3431,district
061111,2001,6064,district
061111,2002,6116,district
061111,2003,6165,district
061111,2004,6213,district
061111,2005,6261,district
061112,2001,4438,district
061112,2002,4481,district
061112,2003,4522,district
061112,2004,4562,district
061112,2005,4603,district
061113,2001,4478,district
061113,2002,4514,district
061113,2003,4551,district
061113,2004,4587,district
061113,2005,4623,district
061200,2001,30259,province
061200,2002,30964,province
061200,2003,31687,province
061200,2004,32416,province
061200,2005,33140,province
061201,2001,16684,district
061201,2002,17004,district
061201,2003,17330,district
061201,2004,17657,district
061201,2005,17981,district
061202,2001,5937,district
061202,2002,6097,district
061202,2003,6264,district
061202,2004,6433,district
061202,2005,6600,district
061203,2001,2557,district
061203,2002,2671,district
061203,2003,2789,district
061203,2004,2909,district
061203,2005,3030,district
061204,2001,5081,district
061204,2002,5192,district
061204,2003,5304,district
061204,2004,5417,district
061204,2005,5529,district
061300,2001,48922,province
061300,2002,49302,province
061300,2003,49684,province
061300,2004,50063,province
061300,2005,50434,province
061301,2001,8517,district
061301,2002,8587,district
061301,2003,8650,district
061301,2004,8713,district
061301,2005,8775,district
061302,2001,2577,district
061302,2002,2595,district
061302,2003,2615,district
061302,2004,2634,district
061302,2005,2653,district
061303,2001,10150,district
061303,2002,10205,district
061303,2003,10256,district
061303,2004,10305,district
061303,2005,10355,district
061304,2001,4688,district
061304,2002,4720,district
061304,2003,4751,district
061304,2004,4780,district
061304,2005,4810,district
061305,2001,3884,district
061305,2002,3899,district
061305,2003,3915,district
061305,2004,3931,district
061305,2005,3946,district
061306,2001,3967,district
061306,2002,3991,district
061306,2003,4017,district
061306,2004,4044,district
061306,2005,4069,district
061307,2001,6462,district
061307,2002,6499,district
061307,2003,6540,district
061307,2004,6581,district
061307,2005,6619,district
061308,2001,2277,district
061308,2002,2310,district
061308,2003,2346,district
061308,2004,2382,district
061308,2005,2417,district
061309,2001,512,district
061309,2002,523,district
061309,2003,534,district
061309,2004,546,district
061309,2005,557,district
061310,2001,2137,district
061310,2002,2185,district
061310,2003,2234,district
061310,2004,2284,district
061310,2005,2333,district
061311,2001,3751,district
061311,2002,3788,district
061311,2003,3826,district
061311,2004,3863,district
061311,2005,3900,district
070000,2001,774604,region
070000,2002,787154,region
070000,2003,799530,region
070000,2004,811874,region
070000,2005,824329,region
070100,2001,774604,province
070100,2002,787154,province
070100,2003,799530,province
070100,2004,811874,province
070100,2005,824329,province
070101,2001,413912,district
070101,2002,417587,district
070101,2003,421127,district
070101,2004,424635,district
070101,2005,428226,district
070102,2001,80637,district
070102,2002,82816,district
070102,2003,85281,district
070102,2004,87820,district
070102,2005,90218,district
070103,2001,42806,district
070103,2002,43989,district
070103,2003,45249,district
070103,2004,46530,district
070103,2005,47773,district
070104,2001,65587,district
070104,2002,66826,district
070104,2003,68172,district
070104,2004,69546,district
070104,2005,70868,district
070105,2001,7142,district
070105,2002,7246,district
070105,2003,7361,district
070105,2004,7480,district
070105,2005,7593,district
070106,2001,164520,district
070106,2002,168690,district
070106,2003,172340,district
070106,2004,175863,district
070106,2005,179651,district
080000,2001,1194275,region
080000,2002,1208689,region
080000,2003,1223248,region
080000,2004,1237802,region
080000,2005,1252201,region
080100,2001,315241,province
080100,2002,319422,province
080100,2003,323644,province
080100,2004,327879,province
080100,2005,332084,province
080101,2001,99699,district
080101,2002,100572,district
080101,2003,101504,district
080101,2004,102460,district
080101,2005,103389,district
080102,2001,2654,district
080102,2002,2677,district
080102,2003,2705,district
080102,2004,2734,district
080102,2005,2761,district
080103,2001,2241,district
080103,2002,2349,district
080103,2003,2464,district
080103,2004,2579,district
080103,2005,2690,district
080104,2001,18522,district
080104,2002,19120,district
080104,2003,19767,district
080104,2004,20423,district
080104,2005,21045,district
080105,2001,46418,district
080105,2002,47297,district
080105,2003,48068,district
080105,2004,48809,district
080105,2005,49598,district
080106,2001,84083,district
080106,2002,84949,district
080106,2003,85831,district
080106,2004,86720,district
080106,2005,87605,district
080107,2001,1033,district
080107,2002,1049,district
080107,2003,1067,district
080107,2004,1085,district
080107,2005,1102,district
080108,2001,60591,district
080108,2002,61409,district
080108,2003,62238,district
080108,2004,63069,district
080108,2005,63894,district
080200,2001,34285,province
080200,2002,34652,province
080200,2003,35020,province
080200,2004,35387,province
080200,2005,35748,province
080201,2001,6313,district
080201,2002,6383,district
080201,2003,6454,district
080201,2004,6526,district
080201,2005,6596,district
080202,2001,3682,district
080202,2002,3725,district
080202,2003,3768,district
080202,2004,3810,district
080202,2005,3852,district
080203,2001,3658,district
080203,2002,3688,district
080203,2003,3718,district
080203,2004,3748,district
080203,2005,3778,district
080204,2001,1719,district
080204,2002,1750,district
080204,2003,1780,district
080204,2004,1810,district
080204,2005,1839,district
080205,2001,9020,district
080205,2002,9126,district
080205,2003,9233,district
080205,2004,9339,district
080205,2005,9443,district
080206,2001,5226,district
080206,2002,5270,district
080206,2003,5313,district
080206,2004,5357,district
080206,2005,5400,district
080207,2001,4667,district
080207,2002,4710,district
080207,2003,4754,district
080207,2004,4797,district
080207,2005,4840,district
080300,2001,64036,province
080300,2002,64712,province
080300,2003,65408,province
080300,2004,66103,province
080300,2005,66780,province
080301,2001,19891,district
080301,2002,20153,district
080301,2003,20405,district
080301,2004,20652,district
080301,2005,20900,district
080302,2001,8377,district
080302,2002,8478,district
080302,2003,8577,district
080302,2004,8674,district
080302,2005,8771,district
080303,2001,2019,district
080303,2002,2052,district
080303,2003,2087,district
080303,2004,2123,district
080303,2005,2156,district
080304,2001,6476,district
080304,2002,6527,district
080304,2003,6585,district
080304,2004,6644,district
080304,2005,6699,district
080305,2001,6459,district
080305,2002,6508,district
080305,2003,6565,district
080305,2004,6624,district
080305,2005,6679,district
080306,2001,9166,district
080306,2002,9198,district
080306,2003,9231,district
080306,2004,9264,district
080306,2005,9298,district
