year,ubigeo,population,level
2013,081006,7136,district
2013,081007,2157,district
2013,081008,1271,district
2013,081009,2555,district
2013,081100,50582,province
2013,081101,13124,district
2013,081102,2704,district
2013,081103,11119,district
2013,081104,10572,district
2013,081105,7577,district
2013,081106,5486,district
2013,081200,89175,province
2013,081201,9651,district
2013,081202,5427,district
2013,081203,2131,district
2013,081204,3123,district
2013,081205,17264,district
2013,081206,4858,district
2013,081207,4541,district
2013,081208,4037,district
2013,081209,4603,district
2013,081210,15350,district
2013,081211,7185,district
2013,081212,11005,district
2013,081300,63547,province
2013,081301,20434,district
2013,081302,9868,district
2013,081303,5266,district
2013,081304,7565,district
2013,081305,6032,district
2013,081306,11071,district
2013,081307,3311,district
2013,090000,487472,region
2013,090100,155418,province
2013,090101,39842,district
2013,090102,4468,district
2013,090103,35250,district
2013,090104,1255,district
2013,090105,2052,district
2013,090106,2944,district
2013,090107,796,district
2013,090108,911,district
2013,090109,1450,district
2013,090110,1838,district
2013,090111,950,district
2013,090112,2442,district
2013,090113,2660,district
2013,090114,3312,district
2013,090115,543,district
2013,090116,3109,district
2013,090117,32221,district
2013,090118,11634,district
2013,090119,7741,district
2013,090200,75026,province
2013,090201,10098,district
2013,090202,5406,district
2013,090203,9173,district
2013,090204,2882,district
2013,090205,2402,district
2013,090206,33402,district
2013,090207,4059,district
2013,090208,7604,district
2013,090300,61639,province
2013,090301,25096,district
2013,090302,7962,district
2013,090303,809,district
2013,090304,2951,district
2013,090305,2732,district
2013,090306,4245,district
2013,090307,1736,district
2013,090308,2159,district
2013,090309,1741,district
2013,090310,6083,district
2013,090311,2417,district
2013,090312,3708,district
2013,090400,19396,province
2013,090401,3317,district
2013,090402,1465,district
2013,090403,2227,district
2013,090404,1446,district
2013,090405,1196,district
2013,090406,929,district
2013,090407,1715,district
2013,090408,405,district
2013,090409,1643,district
2013,090410,511,district
2013,090411,2125,district
2013,090412,742,district
2013,090413,1675,district
2013,090500,44989,province
2013,090501,5652,district
2013,090502,11377,district
2013,090503,4721,district
2013,090504,3054,district
2013,090505,1641,district
2013,090506,4185,district
2013,090507,7143,district
2013,090508,1241,district
2013,090509,3172,district
2013,090510,2803,district
2013,090600,23254,province
2013,090601,2159,district
2013,090602,671,district
2013,090603,2646,district
2013,090604,471,district
2013,090605,906,district
2013,090606,2310,district
2013,090607,3740,district
2013,090608,970,district
2013,090609,809,district
2013,090610,1671,district
2013,090611,642,district
2013,090612,1165,district
2013,090613,3035,district
2013,090614,673,district
2013,090615,1018,district
2013,090616,368,district
2013,090700,107750,province
2013,090701,11195,district
2013,090702,4273,district
2013,090703,5088,district
2013,090704,5472,district
2013,090705,19390,district
2013,090706,10207,district
2013,090707,5973,district
2013,090709,7841,district
2013,090710,1989,district
2013,090711,7371,district
2013,090713,918,district
2013,090714,4789,district
2013,090715,3496,district
2013,090716,2988,district
2013,090717,4999,district
2013,090718,11761,district
2013,100000,847714,region
2013,100100,304487,province
2013,100101,77375,district
2013,100102,71092,district
2013,100103,26212,district
2013,100104,28826,district
2013,100105,15285,district
2013,100106,7917,district
2013,100107,5143,district
2013,100108,7681,district
2013,100109,18679,district
2013,100110,2873,district
2013,100111,43404,district
2013,100200,57737,province
2013,100201,17038,district
2013,100202,3635,district
2013,100203,2606,district
2013,100204,6672,district
2013,100205,7919,district
2013,100206,3373,district
2013,100207,12237,district
2013,100208,4257,district
2013,100300,52473,province
2013,100301,6386,district
2013,100307,5785,district
2013,100311,9171,district
2013,100313,12740,district
2013,100316,2803,district
2013,100317,6977,district
2013,100321,2573,district
2013,100322,2683,district
2013,100323,3355,district
2013,100400,22557,province
2013,100401,7231,district
2013,100402,3283,district
2013,100403,3329,district
2013,100404,8714,district
2013,100500,74269,province
2013,100501,15301,district
2013,100502,1605,district
2013,100503,4035,district
2013,100504,6156,district
2013,100505,3462,district
2013,100506,3605,district
2013,100507,26289,district
2013,100508,2526,district
2013,100509,4579,district
2013,100510,3685,district
2013,100511,3026,district
2013,100600,131170,province
2013,100601,62816,district
2013,100602,7577,district
2013,100603,4088,district
2013,100604,37346,district
2013,100605,9671,district
2013,100606,9672,district
2013,100700,31104,province
2013,100701,15923,district
2013,100702,12509,district
2013,100703,2672,district
2013,100800,70086,province
2013,100801,23407,district
2013,100802,11756,district
2013,100803,14353,district
2013,100804,20570,district
2013,100900,31860,province
2013,100901,8142,district
2013,100902,6574,district
2013,100903,6231,district
2013,100904,4786,district
2013,100905,6127,district
2013,101000,38406,province
2013,101001,6015,district
2013,101002,6703,district
2013,101003,2764,district
2013,101004,2600,district
2013,101005,7714,district
2013,101006,2279,district
2013,101007,10331,district
2013,101100,33565,province
2013,101101,6304,district
2013,101102,4352,district
2013,101103,3557,district
2013,101104,5737,district
2013,101105,2037,district
2013,101106,5744,district
2013,101107,2153,district
2013,101108,3681,district
2013,110000,771507,region
2013,110100,353611,province
2013,110101,130395,district
2013,110102,34580,district
2013,110103,18570,district
2013,110104,3739,district
2013,110105,6577,district
2013,110106,53938,district
2013,110107,4774,district
2013,110108,22078,district
2013,110109,6223,district
2013,110110,14144,district
2013,110111,27781,district
2013,110112,25311,district
2013,110113,4476,district
2013,110114,1025,district
2013,110200,212643,province
2013,110201,62979,district
2013,110202,7109,district
2013,110203,1337,district
2013,110204,12369,district
2013,110205,12951,district
2013,110206,23253,district
2013,110207,58993,district
2013,110208,352,district
2013,110209,1648,district
2013,110210,26701,district
2013,110211,4951,district
2013,110300,58819,province
2013,110301,26703,district
2013,110302,1647,district
2013,110303,2780,district
2013,110304,12610,district
2013,110305,15079,district
2013,110400,12508,province
2013,110401,7250,district
2013,110402,1491,district
2013,110403,2401,district
2013,110404,1013,district
2013,110405,353,district
2013,110500,133926,province
2013,110501,54624,district
2013,110502,1644,district
2013,110503,5799,district
2013,110504,13952,district
2013,110505,6125,district
2013,110506,13529,district
2013,110507,21292,district
2013,110508,16961,district
2013,120000,1331253,region
2013,120100,499432,province
2013,120101,116930,district
2013,120104,1200,district
2013,120105,976,district
2013,120106,1053,district
2013,120107,84504,district
2013,120108,1480,district
2013,120111,1861,district
2013,120112,2071,district
2013,120113,2361,district
2013,120114,159787,district
2013,120116,1334,district
2013,120117,4386,district
2013,120119,19393,district
2013,120120,904,district
2013,120121,8548,district
2013,120122,2574,district
2013,120124,6296,district
2013,120125,15763,district
2013,120126,5279,district
2013,120127,1824,district
2013,120128,4194,district
2013,120129,11390,district
2013,120130,10178,district
2013,120132,4016,district
2013,120133,13021,district
2013,120134,7970,district
2013,120135,7923,district
2013,120136,2216,district
2013,120200,58138,province
2013,120201,14746,district
2013,120202,1740,district
2013,120203,4937,district
2013,120204,2935,district
2013,120205,1950,district
2013,120206,6730,district
2013,120207,1287,district
2013,120208,1455,district
2013,120209,1627,district
2013,120210,5193,district
2013,120211,1417,district
2013,120212,1604,district
2013,120213,4175,district
2013,120214,6264,district
2013,120215,2078,district
2013,120300,196791,province
2013,120301,25474,district
2013,120302,70472,district
2013,120303,64316,district
2013,120304,7272,district
2013,120305,27161,district
2013,120306,2096,district
2013,120400,86957,province
2013,120401,15371,district
2013,120402,7705,district
2013,120403,4441,district
2013,120404,1204,district
2013,120405,1710,district
2013,120406,1695,district
2013,120407,2594,district
2013,120408,1878,district
2013,120409,923,district
2013,120410,1737,district
2013,120411,772,district
2013,120412,743,district
2013,120413,1553,district
2013,120414,1141,district
2013,120415,1775,district
2013,120416,2138,district
2013,120417,821,district
2013,120418,1643,district
2013,120419,1177,district
2013,120420,1002,district
2013,120421,2292,district
2013,120422,1095,district
2013,120423,1935,district
2013,120424,1331,district
2013,120425,1295,district
2013,120426,2047,district
2013,120427,1733,district
2013,120428,2430,district
2013,120429,895,district
2013,120430,2992,district
2013,120431,4772,district
2013,120432,1264,district
2013,120433,1442,district
2013,120434,9411,district
2013,120500,26965,province
2013,120501,10556,district
2013,120502,8040,district
2013,120503,2134,district
2013,120504,6235,district
2013,120600,254488,province
2013,120601,41100,district
2013,120602,5971,district
2013,120603,5983,district
2013,120604,56575,district
2013,120605,9728,district
2013,120606,55833,district
2013,120607,28171,district
2013,120608,51127,district
2013,120700,110445,province
2013,120701,47871,district
2013,120702,13589,district
2013,120703,3204,district
2013,120704,15477,district
2013,120705,3419,district
2013,120706,5935,district
2013,120707,9152,district
2013,120708,5751,district
2013,120709,6047,district
2013,120800,44613,province
2013,120801,15011,district
2013,120802,791,district
2013,120803,1560,district
2013,120804,1301,district
2013,120805,4731,district
2013,120806,1746,district
2013,120807,2225,district
2013,120808,10796,district
2013,120809,981,district
2013,120810,5471,district
2013,120900,53424,province
2013,120901,21931,district
2013,120902,6201,district
2013,120903,4181,district
2013,120904,3937,district
2013,120905,5766,district
2013,120906,2213,district
2013,120907,3640,district
2013,120908,2086,district
2013,120909,3469,district
2013,130000,1814276,region
2013,130100,928388,province
2013,130101,316717,district
2013,130102,175373,district
2013,130103,41968,district
2013,130104,61923,district
2013,130105,176293,district
2013,130106,35095,district
2013,130107,33634,district
2013,130108,3341,district
2013,130109,17142,district
2013,130110,4313,district
2013,130111,62589,district
2013,130200,120724,province
2013,130201,6849,district
2013,130202,15572,district
2013,130203,9720,district
2013,130204,3178,district
2013,130205,25263,district
2013,130206,8992,district
2013,130207,19929,district
2013,130208,31221,district
2013,130300,16801,province
2013,130301,4877,district
2013,130302,3829,district
2013,130303,2130,district
2013,130304,2279,district
2013,130305,2828,district
2013,130306,858,district
2013,130400,85038,province
2013,130401,48420,district
2013,130402,22312,district
2013,130403,14306,district
2013,130500,31966,province
2013,130501,12158,district
2013,130502,5930,district
2013,130503,6752,district
2013,130504,7126,district
2013,130600,92085,province
2013,130601,27060,district
2013,130602,9969,district
2013,130604,2946,district
2013,130605,5145,district
2013,130606,701,district
2013,130608,3173,district
2013,130610,728,district
2013,130611,6296,district
2013,130613,8636,district
2013,130614,27431,district
2013,130700,102653,province
2013,130701,16630,district
2013,130702,42651,district
2013,130703,3760,district
2013,130704,27427,district
2013,130705,12185,district
2013,130800,86484,province
2013,130801,14573,district
2013,130802,3834,district
2013,130803,13213,district
2013,130804,6467,district
2013,130805,3208,district
2013,130806,4369,district
2013,130807,1768,district
2013,130808,20553,district
2013,130809,8537,district
2013,130810,1386,district
2013,130811,2635,district
2013,130812,3044,district
2013,130813,2897,district
2013,130900,151178,province
2013,130901,60415,district
2013,130902,18575,district
2013,130903,9299,district
2013,130904,8541,district
2013,130905,16387,district
2013,130906,14526,district
2013,130907,9855,district
2013,130908,13580,district
2013,131000,61393,province
2013,131001,20502,district
2013,131002,7021,district
2013,131003,7704,district
2013,131004,2242,district
2013,131005,2722,district
2013,131006,14420,district
2013,131007,3238,district
2013,131008,3544,district
2013,131100,31312,province
2013,131101,14375,district
2013,131102,6676,district
2013,131103,2227,district
2013,131104,8034,district
2013,131200,106254,province
2013,131201,62333,district
2013,131202,35237,district
2013,131203,8684,district
2013,140000,1239882,region
2013,140100,843445,province
2013,140101,288063,district
2013,140102,18128,district
2013,140103,10772,district
2013,140104,2220,district
2013,140105,187530,district
2013,140106,88440,district
2013,140107,10160,district
2013,140108,31904,district
2013,140109,2397,district
2013,140110,10042,district
2013,140111,9710,district
2013,140112,41487,district
2013,140113,14530,district
2013,140114,12413,district
2013,140115,12417,district
2013,140116,16383,district
2013,140117,22392,district
2013,140118,25128,district
2013,140119,9203,district
2013,140120,30126,district
2013,140200,105431,province
2013,140201,35157,district
2013,140202,14348,district
2013,140203,15498,district
2013,140204,4282,district
2013,140205,22815,district
2013,140206,13331,district
2013,140300,291006,province
2013,140301,74576,district
2013,140302,1182,district
2013,140303,9421,district
2013,140304,17117,district
2013,140305,19172,district
2013,140306,44874,district
2013,140307,26185,district
2013,140308,40196,district
2013,140309,7199,district
2013,140310,13213,district
2013,140311,15237,district
2013,140312,22634,district
2013,150000,9540996,region
2013,150100,8617314,province
2013,150101,281861,district
2013,150102,40951,district
2013,150103,592344,district
2013,150104,31298,district
2013,150105,78291,district
2013,150106,278963,district
2013,150107,43271,district
2013,150108,318483,district
2013,150109,41060,district
2013,150110,520403,district
2013,150111,190474,district
2013,150112,216654,district
2013,150113,71439,district
2013,150114,162237,district
2013,150115,178958,district
2013,150116,52054,district
2013,150117,360532,district
2013,150118,207070,district
2013,150119,79563,district
2013,150120,54476,district
2013,150121,76743,district
2013,150122,83649,district
2013,150123,111037,district
2013,150124,15240,district
2013,150125,320837,district
2013,150126,7155,district
2013,150127,7215,district
2013,150128,169617,district
2013,150129,7233,district
2013,150130,111688,district
2013,150131,55792,district
2013,150132,1047726,district
2013,150133,397113,district
2013,150134,57454,district
2013,150135,673149,district
2013,150136,135226,district
2013,150137,218486,district
2013,150138,1338,district
2013,150139,16447,district
2013,150140,332725,district
2013,150141,92012,district
2013,150142,445189,district
2013,150143,433861,district
2013,150200,144224,province
2013,150201,68547,district
2013,150202,23023,district
2013,150203,18861,district
2013,150204,22202,district
2013,150205,11591,district
2013,150300,8035,province
2013,150301,2429,district
2013,150302,886,district
2013,150303,2605,district
2013,150304,1089,district
2013,150305,1026,district
2013,150400,14820,province
2013,150401,2870,district
2013,150402,748,district
2013,150403,1312,district
2013,150404,819,district
2013,150405,914,district
2013,150406,530,district
2013,150407,7627,district
2013,150500,226260,province
2013,150501,53705,district
2013,150502,8608,district
2013,150503,2366,district
2013,150504,7808,district
2013,150505,15613,district
2013,150506,1080,district
2013,150507,39115,district
2013,150508,4798,district
2013,150509,32871,district
2013,150510,22193,district
2013,150511,1781,district
2013,150512,14924,district
2013,150513,4062,district
2013,150514,12815,district
2013,150515,2753,district
2013,150516,1768,district
2013,150600,185076,province
2013,150601,98133,district
2013,150602,781,district
2013,150603,1235,district
2013,150604,18759,district
2013,150605,59039,district
2013,150606,2477,district
2013,150607,445,district
2013,150608,553,district
2013,150609,774,district
2013,150610,1369,district
2013,150611,1041,district
2013,150612,470,district
2013,150700,80011,province
2013,150701,3937,district
2013,150702,1291,district
2013,150703,3611,district
2013,150704,1621,district
2013,150705,7603,district
2013,150706,402,district
2013,150707,2454,district
2013,150708,2468,district
2013,150709,1383,district
2013,150710,723,district
2013,150711,913,district
2013,150712,1985,district
2013,150713,1356,district
2013,150714,6102,district
2013,150715,1326,district
2013,150716,5280,district
2013,150717,2166,district
2013,150718,1275,district
2013,150719,1554,district
2013,150720,481,district
2013,150721,1592,district
2013,150722,5158,district
2013,150723,1684,district
2013,150724,1301,district
2013,150725,253,district
2013,150726,610,district
2013,150727,2467,district
2013,150728,11599,district
2013,150729,543,district
2013,150730,721,district
2013,150731,4216,district
2013,150732,1936,district
2013,150800,215138,province
2013,150801,58252,district
2013,150802,2785,district
2013,150803,6670,district
2013,150804,1716,district
2013,150805,28380,district
2013,150806,34561,district
2013,150807,2007,district
2013,150808,2187,district
2013,150809,1486,district
2013,150810,32174,district
2013,150811,23740,district
2013,150812,21180,district
2013,150900,22404,province
2013,150901,14141,district
2013,150902,1053,district
2013,150903,1013,district
2013,150904,1593,district
2013,150905,1170,district
2013,150906,3434,district
2013,151000,27714,province
2013,151001,2763,district
2013,151002,1302,district
2013,151003,2097,district
2013,151004,714,district
2013,151005,556,district
2013,151006,447,district
2013,151007,361,district
2013,151008,999,district
2013,151009,1172,district
2013,151010,386,district
2013,151011,1362,district
2013,151012,410,district
2013,151013,206,district
2013,151014,1250,district
2013,151015,602,district
2013,151016,953,district
2013,151017,488,district
2013,151018,823,district
2013,151019,885,district
2013,151020,824,district
2013,151021,455,district
2013,151022,604,district
2013,151023,479,district
2013,151024,1011,district
2013,151025,563,district
2013,151026,402,district
2013,151027,390,district
2013,151028,512,district
2013,151029,466,district
2013,151030,1124,district
2013,151031,659,district
2013,151032,1842,district
2013,151033,607,district
2013,160000,1018160,region
2013,160100,554705,province
2013,160101,156113,district
2013,160102,2793,district
2013,160103,20373,district
2013,160104,11783,district
2013,160105,10219,district
2013,160106,13897,district
2013,160107,16258,district
2013,160108,88947,district
2013,160109,6172,district
2013,160110,5178,district
2013,160112,75435,district
2013,160113,142288,district
2013,160114,5249,district
2013,160200,118238,province
2013,160201,71146,district
2013,160202,16754,district
2013,160205,5067,district
2013,160206,14309,district
2013,160210,4435,district
2013,160211,6527,district
2013,160300,70115,province
2013,160301,30342,district
2013,160302,7427,district
2013,160303,8285,district
2013,160304,9986,district
2013,160305,14075,district
2013,160400,69051,province
2013,160401,23075,district
2013,160402,16422,district
2013,160403,14293,district
2013,160404,15261,district
2013,160500,73187,province
2013,160501,29599,district
2013,160502,2098,district
2013,160503,4400,district
2013,160504,7480,district
2013,160505,8402,district
2013,160506,5937,district
2013,160507,4919,district
2013,160508,683,district
2013,160509,1189,district
2013,160510,5603,district
2013,160511,2877,district
2013,160600,71767,province
2013,160601,26682,district
2013,160602,2566,district
2013,160603,7151,district
2013,160604,9853,district
2013,160605,16595,district
2013,160606,8920,district
2013,160700,61097,province
2013,160701,13437,district
2013,160702,8093,district
2013,160703,10234,district
2013,160704,11110,district
2013,160705,6451,district
2013,160706,11772,district
2013,170000,130876,region
2013,170100,94463,province
2013,170101,73958,district
2013,170102,9648,district
2013,170103,5796,district
2013,170104,5061,district
2013,170200,23313,province
2013,170201,3024,district
2013,170202,1477,district
2013,170203,12002,district
2013,170204,6810,district
2013,170300,13100,province
2013,170301,1498,district
2013,170302,8330,district
2013,170303,3272,district
2013,180000,176736,region
2013,180100,79745,province
2013,180101,55546,district
2013,180102,5437,district
2013,180103,2152,district
2013,180104,6553,district
2013,180105,3947,district
2013,180106,6110,district
2013,180200,27627,province
2013,180201,4365,district
2013,180202,2501,district
2013,180203,1183,district
2013,180204,4662,district
2013,180205,2102,district
2013,180206,1818,district
2013,180207,1157,district
2013,180208,2663,district
2013,180209,1309,district
2013,180210,3709,district
2013,180211,2158,district
2013,180300,69364,province
2013,180301,65320,district
2013,180302,301,district
2013,180303,3743,district
2013,190000,299807,region
2013,190100,156636,province
2013,190101,26791,district
2013,190102,4710,district
2013,190103,8257,district
2013,190104,11308,district
2013,190105,3551,district
2013,190106,4714,district
2013,190107,23630,district
2013,190108,10326,district
2013,190109,12471,district
2013,190110,11600,district
2013,190111,6256,district
2013,190112,2421,district
2013,190113,30601,district
2013,190200,52409,province
2013,190201,13392,district
2013,190202,4256,district
2013,190203,3506,district
2013,190204,1919,district
2013,190205,1807,district
2013,190206,21541,district
2013,190207,4294,district
2013,190208,1694,district
2013,190300,90762,province
2013,190301,14348,district
2013,190302,3444,district
2013,190303,6524,district
2013,190304,10261,district
2013,190305,8969,district
2013,190306,27300,district
2013,190307,19916,district
2013,200000,1814622,region
2013,200100,744659,province
2013,200101,292784,district
2013,200104,139134,district
2013,200105,71703,district
2013,200107,18348,district
2013,200108,4954,district
2013,200109,37142,district
2013,200110,39728,district
2013,200111,27057,district
2013,200114,113809,district
2013,200200,141422,province
2013,200201,38801,district
2013,200202,24111,district
2013,200203,2848,district
2013,200204,7149,district
2013,200205,6912,district
2013,200206,25019,district
2013,200207,10243,district
2013,200208,12020,district
2013,200209,2007,district
2013,200210,12312,district
2013,200300,127204,province
2013,200301,30609,district
2013,200302,8495,district
2013,200303,13673,district
2013,200304,41136,district
2013,200305,4793,district
2013,200306,9104,district
2013,200307,8600,district
2013,200308,0,district
2013,200400,158317,province
2013,200401,76922,district
2013,200402,8253,district
2013,200403,9261,district
2013,200404,12912,district
2013,200405,14315,district
2013,200406,8516,district
2013,200407,6730,district
2013,200408,4183,district
2013,200409,7463,district
2013,200410,9762,district
2013,200500,125101,province
2013,200501,88196,district
2013,200502,2330,district
2013,200503,1037,district
2013,200504,12523,district
2013,200505,11583,district
2013,200506,4559,district
2013,200507,4873,district
2013,200600,312307,province
2013,200601,172874,district
2013,200602,37884,district
2013,200603,19590,district
2013,200604,13334,district
2013,200605,28365,district
2013,200606,8388,district
2013,200607,25301,district
2013,200608,6571,district
2013,200700,133027,province
2013,200701,90253,district
2013,200702,7144,district
2013,200703,12101,district
2013,200704,1624,district
2013,200705,9552,district
2013,200706,12353,district
2013,200800,72585,province
2013,200801,40509,district
2013,200802,4249,district
2013,200803,7117,district
2013,200804,3776,district
2013,200805,13862,district
2013,200806,3072,district
2013,210000,1389684,region
2013,210100,245925,province
2013,210101,138548,district
2013,210102,28655,district
2013,210103,4449,district
2013,210104,5639,district
2013,210105,11484,district
2013,210106,7322,district
2013,210107,7954,district
2013,210108,9353,district
2013,210109,5454,district
2013,210110,5123,district
2013,210111,5460,district
2013,210112,7970,district
2013,210113,3473,district
2013,210114,1877,district
2013,210115,3164,district
2013,210200,138339,province
2013,210201,28416,district
2013,210202,4392,district
2013,210203,7820,district
2013,210204,17556,district
2013,210205,3673,district
2013,210206,13375,district
2013,210207,5449,district
2013,210208,8113,district
2013,210209,6565,district
2013,210210,14428,district
2013,210211,9866,district
2013,210212,5877,district
2013,210213,4296,district
2013,210214,5387,district
2013,210215,3126,district
2013,210300,90276,province
2013,210301,12746,district
2013,210302,2069,district
2013,210303,11281,district
2013,210304,15015,district
2013,210305,3895,district
2013,210306,9146,district
2013,210307,6372,district
2013,210308,5470,district
2013,210309,4147,district
2013,210310,20135,district
2013,210400,145186,province
2013,210401,22391,district
2013,210402,28522,district
2013,210403,21029,district
2013,210404,23575,district
2013,210405,13418,district
2013,210406,16783,district
2013,210407,19468,district
2013,210500,84941,province
2013,210501,57554,district
2013,210502,2123,district
2013,210503,13330,district
2013,210504,7526,district
2013,210505,4408,district
2013,210600,66750,province
2013,210601,19180,district
2013,210602,4320,district
2013,210603,5090,district
2013,210604,3394,district
2013,210605,6415,district
2013,210606,5302,district
2013,210607,14350,district
2013,210608,8699,district
2013,210700,51203,province
2013,210701,10817,district
2013,210702,5473,district
2013,210703,1502,district
2013,210704,2731,district
2013,210705,2995,district
2013,210706,2944,district
2013,210707,7838,district
2013,210708,5607,district
2013,210709,7657,district
2013,210710,3639,district
2013,210800,77235,province
2013,210801,22726,district
2013,210802,4691,district
2013,210803,3111,district
2013,210804,4544,district
2013,210805,8478,district
2013,210806,11171,district
2013,210807,10837,district
2013,210808,7317,district
2013,210809,4360,district
2013,210900,26350,province
2013,210901,16187,district
2013,210902,3091,district
2013,210903,4280,district
2013,210904,2792,district
2013,211000,64504,province
2013,211001,25270,district
2013,211002,29105,district
2013,211003,2854,district
2013,211004,5646,district
2013,211005,1629,district
2013,211100,282043,province
2013,211101,266523,district
2013,211102,4315,district
2013,211103,5382,district
2013,211104,5823,district
2013,211200,69013,province
2013,211201,12123,district
2013,211202,4931,district
2013,211203,4179,district
2013,211204,4088,district
2013,211205,4906,district
2013,211206,2364,district
2013,211207,12324,district
2013,211208,2324,district
2013,211209,8874,district
2013,211210,12900,district
2013,211300,47919,province
2013,211301,27747,district
2013,211302,3065,district
2013,211303,5190,district
2013,211304,1320,district
2013,211305,5210,district
2013,211306,1585,district
2013,211307,3802,district
2013,220000,818061,region
2013,220100,140299,province
2013,220101,79093,district
2013,220102,4280,district
2013,220103,1942,district
2013,220104,20661,district
2013,220105,31078,district
2013,220106,3245,district
2013,220200,56870,province
2013,220201,13809,district
2013,220202,6806,district
2013,220203,17338,district
2013,220204,2987,district
2013,220205,9017,district
2013,220206,6913,district
2013,220300,38889,province
2013,220301,12360,district
2013,220302,2443,district
2013,220303,12133,district
2013,220304,8930,district
2013,220305,3023,district
2013,220400,25359,province
2013,220401,11647,district
2013,220402,3045,district
2013,220403,3523,district
2013,220404,3789,district
2013,220405,2652,district
2013,220406,703,district
2013,220500,84231,province
2013,220501,12765,district
2013,220502,17969,district
2013,220503,5199,district
2013,220504,7947,district
2013,220505,4674,district
2013,220506,10414,district
2013,220507,2529,district
2013,220508,1482,district
2013,220509,3213,district
2013,220510,13151,district
2013,220511,4888,district
2013,220600,51221,province
2013,220601,26852,district
2013,220602,7828,district
2013,220603,6483,district
2013,220604,4275,district
2013,220605,5783,district
2013,220700,43100,province
2013,220701,8236,district
2013,220702,3230,district
2013,220703,2042,district
2013,220704,766,district
2013,220705,2589,district
2013,220706,1367,district
2013,220707,5216,district
2013,220708,10265,district
2013,220709,4527,district
2013,220710,4862,district
2013,220800,123053,province
2013,220801,23401,district
2013,220802,10482,district
2013,220803,12321,district
2013,220804,43084,district
2013,220805,21091,district
2013,220806,1587,district
2013,220807,3534,district
2013,220808,3502,district
2013,220809,4051,district
2013,220900,181946,province
2013,220901,72615,district
2013,220902,719,district
2013,220903,3273,district
2013,220904,8329,district
2013,220905,1837,district
2013,220906,2545,district
2013,220907,3707,district
2013,220908,3185,district
2013,220909,38088,district
2013,220910,28025,district
2013,220911,2207,district
2013,220912,1387,district
2013,220913,14472,district
2013,220914,1557,district
2013,221000,73093,province
2013,221001,26015,district
2013,221002,11905,district
2013,221003,12985,district
2013,221004,1058,district
2013,221005,21130,district
2013,230000,333276,region
2013,230100,307608,province
2013,230101,89707,district
2013,230102,39030,district
2013,230103,3102,district
2013,230104,37573,district
2013,230105,6670,district
2013,230106,2010,district
2013,230107,1659,district
2013,230108,20566,district
2013,230109,2592,district
2013,230110,104699,district
2013,230200,8323,province
2013,230201,3108,district
2013,230202,1340,district
2013,230203,1597,district
2013,230204,189,district
2013,230205,896,district
2013,230206,1193,district
2013,230300,9437,province
2013,230301,2544,district
2013,230302,3412,district
2013,230303,3481,district
2013,230400,7908,province
2013,230401,3423,district
2013,230402,642,district
2013,230403,681,district
2013,230404,602,district
2013,230405,674,district
2013,230406,806,district
2013,230407,426,district
2013,230408,654,district
2013,240000,231480,region
2013,240100,161257,province
2013,240101,109083,district
2013,240102,23502,district
2013,240103,9040,district
2013,240104,6977,district
2013,240105,8549,district
2013,240106,4106,district
2013,240200,19428,province
2013,240201,11963,district
2013,240202,2184,district
2013,240203,5281,district
2013,240300,50795,province
2013,240301,21622,district
2013,240302,21707,district
2013,240303,2189,district
2013,240304,5277,district
2013,250000,483708,region
2013,250100,370098,province
2013,250101,151001,district
2013,250102,15314,district
2013,250103,11681,district
2013,250104,12611,district
2013,250105,95455,district
2013,250106,5493,district
2013,250107,78543,district
2013,250200,51651,province
2013,250201,33126,district
2013,250202,8286,district
2013,250203,7917,district
2013,250204,2322,district
2013,250300,57630,province
2013,250301,26251,district
2013,250302,23462,district
2013,250303,7917,district
2013,250400,4329,province
2013,250401,4329,district
2014,010000,421122,region
2014,010100,55091,province
2014,010101,28423,district
2014,010102,291,district
2014,010103,1615,district
2014,010104,597,district
2014,010105,737,district
2014,010106,2096,district
2014,010107,395,district
2014,010108,1240,district
2014,010109,5551,district
2014,010110,4200,district
2014,010111,893,district
2014,010112,815,district
2014,010113,1034,district
2014,010114,2737,district
2014,010115,608,district
2014,010116,365,district
2014,010117,865,district
2014,010118,347,district
2014,010119,712,district
2014,010120,1346,district
2014,010121,224,district
2014,010200,77135,province
2014,010201,26017,district
2014,010202,11221,district
2014,010203,6389,district
2014,010204,1466,district
2014,010205,24029,district
2014,010206,8013,district
2014,010300,33396,province
2014,010301,1744,district
2014,010302,341,district
2014,010303,273,district
2014,010304,990,district
2014,010305,891,district
2014,010306,8257,district
2014,010307,9253,district
2014,010308,211,district
2014,010309,327,district
2014,010310,1744,district
2014,010311,1295,district
2014,010312,8070,district
2014,010400,53911,province
2014,010401,28116,district
2014,010402,9513,district
2014,010403,16282,district
2014,010500,51989,province
2014,010501,2330,district
2014,010502,7006,district
2014,010503,2492,district
2014,010504,2326,district
2014,010505,2102,district
2014,010506,622,district
2014,010507,1132,district
2014,010508,997,district
2014,010509,4422,district
2014,010510,479,district
2014,010511,938,district
2014,010512,4180,district
2014,010513,4163,district
2014,010514,6065,district
2014,010515,1539,district
2014,010516,700,district
2014,010517,826,district
2014,010518,909,district
2014,010519,524,district
2014,010520,1888,district
2014,010521,3619,district
2014,010522,1352,district
2014,010523,1378,district
2014,010600,30886,province
2014,010601,5255,district
2014,010602,2048,district
