ubigeo,year,population,level
100105,1991,13976,district
100105,1992,14195,district
100105,1993,14397,district
100105,1994,14590,district
100105,1995,14781,district
100106,1990,5131,district
100106,1991,5180,district
100106,1992,5217,district
100106,1993,5247,district
100106,1994,5277,district
100106,1995,5310,district
100107,1990,3885,district
100107,1991,3953,district
100107,1992,4008,district
100107,1993,4058,district
100107,1994,4105,district
100107,1995,4156,district
100108,1990,5332,district
100108,1991,5425,district
100108,1992,5502,district
100108,1993,5570,district
100108,1994,5636,district
100108,1995,5707,district
100109,1990,17533,district
100109,1991,17916,district
100109,1992,18256,district
100109,1993,18572,district
100109,1994,18882,district
100109,1995,19204,district
100110,1990,2608,district
100110,1991,2639,district
100110,1992,2665,district
100110,1993,2688,district
100110,1994,2709,district
100110,1995,2731,district
100111,1990,25193,district
100111,1991,26035,district
100111,1992,26867,district
100111,1993,27678,district
100111,1994,28459,district
100111,1995,29199,district
100200,1990,55364,province
100200,1991,56631,province
100200,1992,57857,province
100200,1993,59065,province
100200,1994,60280,province
100200,1995,61523,province
100201,1990,13422,district
100201,1991,13792,district
100201,1992,14138,district
100201,1993,14471,district
100201,1994,14813,district
100201,1995,15172,district
100202,1990,4408,district
100202,1991,4464,district
100202,1992,4518,district
100202,1993,4572,district
100202,1994,4625,district
100202,1995,4679,district
100203,1990,3442,district
100203,1991,3461,district
100203,1992,3477,district
100203,1993,3492,district
100203,1994,3506,district
100203,1995,3521,district
100204,1990,4517,district
100204,1991,4641,district
100204,1992,4759,district
100204,1993,4876,district
100204,1994,4994,district
100204,1995,5117,district
100205,1990,9570,district
100205,1991,9675,district
100205,1992,9758,district
100205,1993,9833,district
100205,1994,9914,district
100205,1995,10013,district
100206,1990,3504,district
100206,1991,3529,district
100206,1992,3546,district
100206,1993,3560,district
100206,1994,3577,district
100206,1995,3604,district
100207,1990,11899,district
100207,1991,12016,district
100207,1992,12101,district
100207,1993,12179,district
100207,1994,12274,district
100207,1995,12412,district
100208,1990,4602,district
100208,1991,5053,district
100208,1992,5560,district
100208,1993,6082,district
100208,1994,6577,district
100208,1995,7005,district
100300,1990,40987,province
100300,1991,41457,province
100300,1992,41866,province
100300,1993,42253,province
100300,1994,42658,province
100300,1995,43119,province
100301,1990,5865,district
100301,1991,5910,district
100301,1992,5948,district
100301,1993,5980,district
100301,1994,6018,district
100301,1995,6067,district
100307,1990,4180,district
100307,1991,4235,district
100307,1992,4282,district
100307,1993,4328,district
100307,1994,4379,district
100307,1995,4439,district
100311,1990,5185,district
100311,1991,5313,district
100311,1992,5437,district
100311,1993,5560,district
100311,1994,5682,district
100311,1995,5804,district
100313,1990,8832,district
100313,1991,8910,district
100313,1992,8975,district
100313,1993,9034,district
100313,1994,9092,district
100313,1995,9154,district
100316,1990,1164,district
100316,1991,1155,district
100316,1992,1143,district
100316,1993,1131,district
100316,1994,1121,district
100316,1995,1118,district
100317,1990,5484,district
100317,1991,5555,district
100317,1992,5616,district
100317,1993,5675,district
100317,1994,5740,district
100317,1995,5819,district
100321,1990,2721,district
100321,1991,2766,district
100321,1992,2806,district
100321,1993,2845,district
100321,1994,2887,district
100321,1995,2934,district
100322,1990,3873,district
100322,1991,3918,district
100322,1992,3957,district
100322,1993,3994,district
100322,1994,4030,district
100322,1995,4070,district
100323,1990,3683,district
100323,1991,3695,district
100323,1992,3702,district
100323,1993,3706,district
100323,1994,3709,district
100323,1995,3714,district
100400,1990,17772,province
100400,1991,18032,province
100400,1992,18269,province
100400,1993,18497,province
100400,1994,18730,province
100400,1995,18980,province
100401,1990,6301,district
100401,1991,6368,district
100401,1992,6414,district
100401,1993,6456,district
100401,1994,6502,district
100401,1995,6565,district
100402,1990,2476,district
100402,1991,2592,district
100402,1992,2705,district
100402,1993,2814,district
100402,1994,2923,district
100402,1995,3031,district
100403,1990,1886,district
100403,1991,1915,district
100403,1992,1942,district
100403,1993,1967,district
100403,1994,1992,district
100403,1995,2019,district
100404,1990,7109,district
100404,1991,7157,district
100404,1992,7208,district
100404,1993,7260,district
100404,1994,7313,district
100404,1995,7365,district
100500,1990,58784,province
100500,1991,59271,province
100500,1992,59791,province
100500,1993,60356,province
100500,1994,60976,province
100500,1995,61663,province
100501,1990,14404,district
100501,1991,14573,district
100501,1992,14714,district
100501,1993,14858,district
100501,1994,15020,district
100501,1995,15230,district
100502,1990,2597,district
100502,1991,2563,district
100502,1992,2537,district
100502,1993,2515,district
100502,1994,2495,district
100502,1995,2472,district
100503,1990,5208,district
100503,1991,5292,district
100503,1992,5380,district
100503,1993,5469,district
100503,1994,5559,district
100503,1995,5648,district
100504,1990,7308,district
100504,1991,7384,district
100504,1992,7446,district
100504,1993,7505,district
100504,1994,7575,district
100504,1995,7668,district
100505,1990,1973,district
100505,1991,2031,district
100505,1992,2092,district
100505,1993,2153,district
100505,1994,2215,district
100505,1995,2276,district
100506,1990,3449,district
100506,1991,3527,district
100506,1992,3611,district
100506,1993,3696,district
100506,1994,3783,district
100506,1995,3868,district
100507,1990,8330,district
100507,1991,8122,district
100507,1992,7955,district
100507,1993,7819,district
100507,1994,7701,district
100507,1995,7590,district
100508,1990,2244,district
100508,1991,2278,district
100508,1992,2314,district
100508,1993,2351,district
100508,1994,2389,district
100508,1995,2426,district
100509,1990,5214,district
100509,1991,5336,district
100509,1992,5462,district
100509,1993,5592,district
100509,1994,5722,district
100509,1995,5851,district
100510,1990,5098,district
100510,1991,5203,district
100510,1992,5312,district
100510,1993,5424,district
100510,1994,5537,district
100510,1995,5648,district
100511,1990,2959,district
100511,1991,2962,district
100511,1992,2968,district
100511,1993,2974,district
100511,1994,2980,district
100511,1995,2986,district
100600,1990,98900,province
100600,1991,100242,province
100600,1992,101477,province
100600,1993,102647,province
100600,1994,103794,province
100600,1995,104963,province
100601,1990,46380,district
100601,1991,47644,district
100601,1992,48902,district
100601,1993,50131,district
100601,1994,51315,district
100601,1995,52432,district
100602,1990,5397,district
100602,1991,5415,district
100602,1992,5425,district
100602,1993,5430,district
100602,1994,5434,district
100602,1995,5441,district
100603,1990,3528,district
100603,1991,3575,district
100603,1992,3616,district
100603,1993,3655,district
100603,1994,3698,district
100603,1995,3749,district
100604,1990,25920,district
100604,1991,26013,district
100604,1992,26077,district
100604,1993,26126,district
100604,1994,26170,district
100604,1995,26222,district
100605,1990,7706,district
100605,1991,7587,district
100605,1992,7428,district
100605,1993,7262,district
100605,1994,7122,district
100605,1995,7043,district
100606,1990,9969,district
100606,1991,10008,district
100606,1992,10029,district
100606,1993,10043,district
100606,1994,10055,district
100606,1995,10076,district
100700,1990,21139,province
100700,1991,21290,province
100700,1992,21451,province
100700,1993,21630,province
100700,1994,21836,province
100700,1995,22078,province
100701,1990,14140,district
100701,1991,14378,district
100701,1992,14629,district
100701,1993,14889,district
100701,1994,15153,district
100701,1995,15418,district
100702,1990,4468,district
100702,1991,4372,district
100702,1992,4266,district
100702,1993,4165,district
100702,1994,4086,district
100702,1995,4044,district
100703,1990,2531,district
100703,1991,2540,district
100703,1992,2556,district
100703,1993,2576,district
100703,1994,2597,district
100703,1995,2616,district
100800,1990,44522,province
100800,1991,46006,province
100800,1992,47512,province
100800,1993,49012,province
100800,1994,50477,province
100800,1995,51877,province
100801,1990,14363,district
100801,1991,14647,district
100801,1992,14916,district
100801,1993,15176,district
100801,1994,15439,district
100801,1995,15713,district
100802,1990,9589,district
100802,1991,10121,district
100802,1992,10684,district
100802,1993,11255,district
100802,1994,11811,district
100802,1995,12329,district
100803,1990,8787,district
100803,1991,9063,district
100803,1992,9341,district
100803,1993,9616,district
100803,1994,9881,district
100803,1995,10128,district
100804,1990,11783,district
100804,1991,12175,district
100804,1992,12571,district
100804,1993,12965,district
100804,1994,13346,district
100804,1995,13707,district
100900,1990,28262,province
100900,1991,30337,province
100900,1992,32620,province
100900,1993,34949,province
100900,1994,37159,province
100900,1995,39089,province
100901,1990,9120,district
100901,1991,9913,district
100901,1992,10798,district
100901,1993,11701,district
100901,1994,12540,district
100901,1995,13239,district
100902,1990,5080,district
100902,1991,5307,district
100902,1992,5540,district
100902,1993,5772,district
100902,1994,5998,district
100902,1995,6209,district
100903,1990,4114,district
100903,1991,4414,district
100903,1992,4742,district
100903,1993,5075,district
100903,1994,5390,district
100903,1995,5668,district
100904,1990,5936,district
100904,1991,6179,district
100904,1992,6427,district
100904,1993,6673,district
100904,1994,6910,district
100904,1995,7131,district
100905,1990,4012,district
100905,1991,4524,district
100905,1992,5113,district
100905,1993,5728,district
100905,1994,6321,district
100905,1995,6842,district
101000,1990,32205,province
101000,1991,32578,province
101000,1992,32900,province
101000,1993,33206,province
101000,1994,33533,province
101000,1995,33914,province
101001,1990,6867,district
101001,1991,7044,district
101001,1992,7195,district
101001,1993,7338,district
101001,1994,7499,district
101001,1995,7694,district
101002,1990,3014,district
101002,1991,3071,district
101002,1992,3122,district
101002,1993,3173,district
101002,1994,3227,district
101002,1995,3289,district
101003,1990,2081,district
101003,1991,2101,district
101003,1992,2116,district
101003,1993,2130,district
101003,1994,2147,district
101003,1995,2168,district
101004,1990,607,district
101004,1991,612,district
101004,1992,617,district
101004,1993,621,district
101004,1994,625,district
101004,1995,630,district
101005,1990,7595,district
101005,1991,7625,district
101005,1992,7649,district
101005,1993,7670,district
101005,1994,7689,district
101005,1995,7710,district
101006,1990,3010,district
101006,1991,3062,district
101006,1992,3109,district
101006,1993,3155,district
101006,1994,3201,district
101006,1995,3250,district
101007,1990,9031,district
101007,1991,9063,district
101007,1992,9092,district
101007,1993,9119,district
101007,1994,9145,district
101007,1995,9173,district
101100,1990,33948,province
101100,1991,34419,province
101100,1992,34849,province
101100,1993,35260,province
101100,1994,35672,province
101100,1995,36108,province
101101,1990,3812,district
101101,1991,3856,district
101101,1992,3893,district
101101,1993,3929,district
101101,1994,3968,district
101101,1995,4015,district
101102,1990,1965,district
101102,1991,1967,district
101102,1992,1969,district
101102,1993,1972,district
101102,1994,1974,district
101102,1995,1976,district
101103,1990,2101,district
101103,1991,2140,district
101103,1992,2178,district
101103,1993,2214,district
101103,1994,2250,district
101103,1995,2287,district
101104,1990,6271,district
101104,1991,6358,district
101104,1992,6438,district
101104,1993,6514,district
101104,1994,6589,district
101104,1995,6667,district
101105,1990,2364,district
101105,1991,2413,district
101105,1992,2460,district
101105,1993,2507,district
101105,1994,2551,district
101105,1995,2595,district
101106,1990,7201,district
101106,1991,7329,district
101106,1992,7450,district
101106,1993,7567,district
101106,1994,7684,district
101106,1995,7803,district
101107,1990,2499,district
101107,1991,2528,district
101107,1992,2554,district
101107,1993,2578,district
101107,1994,2604,district
101107,1995,2633,district
101108,1990,7735,district
101108,1991,7828,district
101108,1992,7907,district
101108,1993,7979,district
101108,1994,8052,district
101108,1995,8132,district
110000,1990,554406,region
110000,1991,565844,region
110000,1992,577035,region
110000,1993,588076,region
110000,1994,599061,region
110000,1995,610087,region
110100,1990,237572,province
110100,1991,243471,province
110100,1992,249271,province
110100,1993,254988,province
110100,1994,260637,province
110100,1995,266230,province
110101,1990,105017,district
110101,1991,107033,district
110101,1992,108946,district
110101,1993,110790,district
110101,1994,112579,district
110101,1995,114335,district
110102,1990,19858,district
110102,1991,20937,district
110102,1992,22073,district
110102,1993,23227,district
110102,1994,24363,district
110102,1995,25444,district
110103,1990,10873,district
110103,1991,11135,district
110103,1992,11391,district
110103,1993,11641,district
110103,1994,11887,district
110103,1995,12130,district
110104,1990,3343,district
110104,1991,3378,district
110104,1992,3409,district
110104,1993,3436,district
110104,1994,3464,district
110104,1995,3494,district
110105,1990,4420,district
110105,1991,4522,district
110105,1992,4621,district
110105,1993,4717,district
110105,1994,4815,district
110105,1995,4915,district
110106,1990,38387,district
110106,1991,39585,district
110106,1992,40774,district
110106,1993,41959,district
110106,1994,43142,district
110106,1995,44328,district
110107,1990,4514,district
110107,1991,4554,district
110107,1992,4586,district
110107,1993,4614,district
110107,1994,4647,district
110107,1995,4691,district
110108,1990,10359,district
110108,1991,10451,district
110108,1992,10526,district
110108,1993,10593,district
110108,1994,10662,district
110108,1995,10740,district
110109,1990,5461,district
110109,1991,5539,district
110109,1992,5611,district
110109,1993,5679,district
110109,1994,5743,district
110109,1995,5804,district
110110,1990,8017,district
110110,1991,8314,district
110110,1992,8614,district
110110,1993,8915,district
110110,1994,9216,district
110110,1995,9518,district
110111,1990,15051,district
110111,1991,15260,district
110111,1992,15448,district
110111,1993,15625,district
110111,1994,15805,district
110111,1995,15998,district
110112,1990,7756,district
110112,1991,8205,district
110112,1992,8680,district
110112,1993,9164,district
110112,1994,9642,district
110112,1995,10099,district
110113,1990,3018,district
110113,1991,3100,district
110113,1992,3179,district
110113,1993,3258,district
110113,1994,3338,district
110113,1995,3423,district
110114,1990,1498,district
110114,1991,1458,district
110114,1992,1413,district
110114,1993,1370,district
110114,1994,1334,district
110114,1995,1311,district
110200,1990,147198,province
110200,1991,149814,province
110200,1992,152295,province
110200,1993,154698,province
110200,1994,157078,province
110200,1995,159493,province
110201,1990,49603,district
110201,1991,50151,district
110201,1992,50606,district
110201,1993,51030,district
110201,1994,51481,district
110201,1995,52020,district
110202,1990,4193,district
110202,1991,4270,district
110202,1992,4342,district
110202,1993,4411,district
110202,1994,4480,district
110202,1995,4550,district
110203,1990,838,district
110203,1991,809,district
110203,1992,777,district
110203,1993,746,district
110203,1994,721,district
110203,1995,706,district
110204,1990,11164,district
110204,1991,11338,district
110204,1992,11500,district
110204,1993,11654,district
110204,1994,11804,district
110204,1995,11956,district
110205,1990,9018,district
110205,1991,9059,district
110205,1992,9094,district
110205,1993,9126,district
110205,1994,9156,district
110205,1995,9188,district
110206,1990,14466,district
110206,1991,14693,district
110206,1992,14905,district
110206,1993,15106,district
110206,1994,15303,district
110206,1995,15500,district
110207,1990,34275,district
110207,1991,35495,district
110207,1992,36741,district
110207,1993,37979,district
110207,1994,39178,district
110207,1995,40306,district
110208,1990,998,district
110208,1991,990,district
110208,1992,978,district
110208,1993,967,district
110208,1994,958,district
110208,1995,955,district
110209,1990,1374,district
110209,1991,1383,district
110209,1992,1389,district
110209,1993,1394,district
110209,1994,1400,district
110209,1995,1408,district
110210,1990,17184,district
110210,1991,17513,district
110210,1992,17830,district
110210,1993,18134,district
110210,1994,18425,district
110210,1995,18700,district
110211,1990,4085,district
110211,1991,4113,district
110211,1992,4133,district
110211,1993,4151,district
110211,1994,4172,district
110211,1995,4204,district
110300,1990,54518,province
110300,1991,54963,province
110300,1992,55485,province
110300,1993,56060,province
110300,1994,56665,province
110300,1995,57276,province
110301,1990,23732,district
110301,1991,24120,district
110301,1992,24548,district
110301,1993,24988,district
110301,1994,25415,district
110301,1995,25803,district
110302,1990,2850,district
110302,1991,2904,district
110302,1992,2963,district
110302,1993,3023,district
110302,1994,3083,district
110302,1995,3138,district
110303,1990,3198,district
110303,1991,3270,district
110303,1992,3350,district
110303,1993,3431,district
110303,1994,3508,district
110303,1995,3575,district
110304,1990,14772,district
110304,1991,14401,district
110304,1992,14026,district
110304,1993,13682,district
110304,1994,13398,district
110304,1995,13208,district
110305,1990,9966,district
110305,1991,10268,district
110305,1992,10598,district
110305,1993,10936,district
110305,1994,11261,district
110305,1995,11552,district
110400,1990,13071,province
110400,1991,13357,province
110400,1992,13621,province
110400,1993,13888,province
110400,1994,14181,province
110400,1995,14527,province
110401,1990,6882,district
110401,1991,7033,district
110401,1992,7175,district
110401,1993,7317,district
110401,1994,7467,district
110401,1995,7631,district
110402,1990,1245,district
110402,1991,1304,district
110402,1992,1365,district
110402,1993,1427,district
110402,1994,1490,district
110402,1995,1555,district
110403,1990,3239,district
110403,1991,3279,district
110403,1992,3308,district
110403,1993,3338,district
110403,1994,3382,district
110403,1995,3453,district
110404,1990,1127,district
110404,1991,1149,district
110404,1992,1169,district
110404,1993,1189,district
110404,1994,1211,district
110404,1995,1239,district
110405,1990,578,district
110405,1991,592,district
110405,1992,604,district
110405,1993,617,district
110405,1994,631,district
110405,1995,649,district
110500,1990,102047,province
110500,1991,104239,province
110500,1992,106363,province
110500,1993,108442,province
110500,1994,110500,province
110500,1995,112561,province
110501,1990,50978,district
110501,1991,52002,district
110501,1992,52988,district
110501,1993,53938,district
110501,1994,54857,district
110501,1995,55753,district
110502,1990,2015,district
110502,1991,2050,district
110502,1992,2083,district
110502,1993,2115,district
110502,1994,2147,district
110502,1995,2179,district
110503,1990,4520,district
110503,1991,4538,district
110503,1992,4556,district
110503,1993,4575,district
110503,1994,4593,district
110503,1995,4611,district
110504,1990,8575,district
110504,1991,8708,district
110504,1992,8830,district
110504,1993,8948,district
110504,1994,9066,district
110504,1995,9189,district
110505,1990,1290,district
110505,1991,1273,district
110505,1992,1252,district
110505,1993,1231,district
110505,1994,1214,district
110505,1995,1205,district
110506,1990,11905,district
110506,1991,12273,district
110506,1992,12640,district
110506,1993,13005,district
110506,1994,13372,district
110506,1995,13741,district
110507,1990,13700,district
110507,1991,14049,district
110507,1992,14387,district
110507,1993,14723,district
110507,1994,15064,district
110507,1995,15417,district
110508,1990,9064,district
110508,1991,9346,district
110508,1992,9627,district
110508,1993,9907,district
110508,1994,10187,district
110508,1995,10466,district
120000,1990,1063055,region
120000,1991,1079426,region
120000,1992,1095034,region
120000,1993,1110201,region
120000,1994,1125250,region
120000,1995,1140505,region
120100,1990,382854,province
120100,1991,392463,province
120100,1992,401996,province
120100,1993,411335,province
120100,1994,420370,province
120100,1995,428990,province
120101,1990,103064,district
120101,1991,103976,district
120101,1992,104663,district
120101,1993,105245,district
120101,1994,105871,district
120101,1995,106672,district
120104,1990,420,district
120104,1991,399,district
120104,1992,376,district
120104,1993,355,district
120104,1994,337,district
120104,1995,326,district
120105,1990,2275,district
120105,1991,2229,district
120105,1992,2175,district
120105,1993,2121,district
120105,1994,2076,district
120105,1995,2048,district
120106,1990,2155,district
120106,1991,2134,district
120106,1992,2105,district
120106,1993,2076,district
120106,1994,2053,district
120106,1995,2042,district
120107,1990,58635,district
120107,1991,60387,district
120107,1992,62111,district
120107,1993,63800,district
120107,1994,65446,district
120107,1995,67043,district
120108,1990,2548,district
120108,1991,2496,district
120108,1992,2435,district
120108,1993,2374,district
120108,1994,2323,district
120108,1995,2290,district
120111,1990,2423,district
120111,1991,2456,district
120111,1992,2485,district
120111,1993,2512,district
120111,1994,2538,district
120111,1995,2564,district
120112,1990,2287,district
120112,1991,2220,district
120112,1992,2144,district
120112,1993,2070,district
120112,1994,2009,district
120112,1995,1975,district
120113,1990,3481,district
120113,1991,3427,district
120113,1992,3361,district
120113,1993,3294,district
120113,1994,3239,district
120113,1995,3208,district
120114,1990,102518,district
120114,1991,107916,district
120114,1992,113624,district
120114,1993,119335,district
120114,1994,124740,district
120114,1995,129530,district
120116,1990,1715,district
120116,1991,1706,district
120116,1992,1691,district
120116,1993,1676,district
120116,1994,1664,district
120116,1995,1662,district
120117,1990,2951,district
120117,1991,2966,district
120117,1992,2974,district
120117,1993,2980,district
120117,1994,2987,district
120117,1995,3003,district
120119,1990,7213,district
120119,1991,7520,district
120119,1992,7841,district
120119,1993,8157,district
120119,1994,8447,district
120119,1995,8692,district
120120,1990,1419,district
120120,1991,1372,district
120120,1992,1317,district
120120,1993,1265,district
120120,1994,1225,district
120120,1995,1204,district
120121,1990,7596,district
120121,1991,7759,district
120121,1992,7915,district
120121,1993,8064,district
120121,1994,8202,district
120121,1995,8327,district
120122,1990,2861,district
120122,1991,2890,district
120122,1992,2912,district
120122,1993,2932,district
120122,1994,2952,district
120122,1995,2974,district
120124,1990,9528,district
120124,1991,9574,district
120124,1992,9597,district
120124,1993,9611,district
120124,1994,9631,district
120124,1995,9670,district
120125,1990,8109,district
120125,1991,8390,district
120125,1992,8679,district
120125,1993,8960,district
120125,1994,9219,district
120125,1995,9443,district
120126,1990,6558,district
120126,1991,6679,district
120126,1992,6795,district
120126,1993,6902,district
120126,1994,7000,district
120126,1995,7088,district
120127,1990,2173,district
120127,1991,2211,district
120127,1992,2245,district
120127,1993,2278,district
120127,1994,2308,district
120127,1995,2337,district
120128,1990,3694,district
120128,1991,3709,district
120128,1992,3721,district
120128,1993,3730,district
120128,1994,3739,district
120128,1995,3749,district
120129,1990,7580,district
120129,1991,7771,district
120129,1992,7955,district
120129,1993,8134,district
120129,1994,8305,district
120129,1995,8470,district
120130,1990,8327,district
120130,1991,8468,district
120130,1992,8598,district
120130,1993,8718,district
120130,1994,8831,district
120130,1995,8938,district
120132,1990,3459,district
120132,1991,3549,district
120132,1992,3636,district
120132,1993,3721,district
120132,1994,3801,district
120132,1995,3874,district
120133,1990,12316,district
120133,1991,12766,district
120133,1992,13228,district
120133,1993,13680,district
120133,1994,14100,district
120133,1995,14466,district
120134,1990,7751,district
120134,1991,7374,district
120134,1992,6971,district
120134,1993,6587,district
120134,1994,6270,district
120134,1995,6066,district
120135,1990,7910,district
120135,1991,8165,district
120135,1992,8421,district
120135,1993,8672,district
120135,1994,8909,district
120135,1995,9126,district
120136,1990,1888,district
120136,1991,1954,district
120136,1992,2021,district
120136,1993,2086,district
120136,1994,2148,district
120136,1995,2203,district
120200,1990,67504,province
120200,1991,67832,province
120200,1992,68059,province
120200,1993,68235,province
120200,1994,68409,province
120200,1995,68629,province
120201,1990,12770,district
120201,1991,13004,district
120201,1992,13212,district
120201,1993,13405,district
120201,1994,13595,district
120201,1995,13801,district
120202,1990,2871,district
120202,1991,2808,district
120202,1992,2739,district
120202,1993,2670,district
120202,1994,2607,district
120202,1995,2553,district
120203,1990,7500,district
120203,1991,7395,district
120203,1992,7275,district
120203,1993,7150,district
120203,1994,7036,district
120203,1995,6943,district
120204,1990,3348,district
120204,1991,3304,district
120204,1992,3253,district
120204,1993,3200,district
120204,1994,3151,district
120204,1995,3110,district
120205,1990,3100,district
120205,1991,3138,district
120205,1992,3172,district
120205,1993,3203,district
120205,1994,3233,district
120205,1995,3261,district
120206,1990,10328,district
120206,1991,10421,district
120206,1992,10501,district
120206,1993,10570,district
120206,1994,10631,district
120206,1995,10687,district
120207,1990,1821,district
120207,1991,1844,district
120207,1992,1864,district
120207,1993,1883,district
120207,1994,1901,district
120207,1995,1917,district
120208,1990,1781,district
120208,1991,1799,district
120208,1992,1815,district
120208,1993,1830,district
120208,1994,1843,district
120208,1995,1856,district
120209,1990,1600,district
120209,1991,1574,district
120209,1992,1544,district
120209,1993,1514,district
120209,1994,1486,district
120209,1995,1464,district
120210,1990,5098,district
120210,1991,5151,district
120210,1992,5198,district
120210,1993,5239,district
120210,1994,5277,district
120210,1995,5310,district
120211,1990,1657,district
120211,1991,1669,district
120211,1992,1678,district
120211,1993,1686,district
120211,1994,1693,district
120211,1995,1701,district
120212,1990,2179,district
120212,1991,2240,district
120212,1992,2301,district
120212,1993,2360,district
120212,1994,2416,district
120212,1995,2467,district
120213,1990,4170,district
120213,1991,4198,district
120213,1992,4220,district
120213,1993,4239,district
120213,1994,4255,district
120213,1995,4270,district
120214,1990,6970,district
120214,1991,6966,district
120214,1992,6961,district
120214,1993,6957,district
120214,1994,6952,district
120214,1995,6948,district
120215,1990,2311,district
120215,1991,2321,district
120215,1992,2326,district
120215,1993,2329,district
120215,1994,2333,district
120215,1995,2341,district
120300,1990,117084,province
120300,1991,119316,province
120300,1992,121447,province
120300,1993,123515,province
120300,1994,125560,province
120300,1995,127621,province
120301,1990,27665,district
120301,1991,27609,district
120301,1992,27553,district
120301,1993,27496,district
120301,1994,27440,district
120301,1995,27384,district
120302,1990,32064,district
120302,1991,32543,district
120302,1992,32876,district
120302,1993,33167,district
120302,1994,33511,district
120302,1995,34011,district
120303,1990,24141,district
120303,1991,25349,district
120303,1992,26619,district
120303,1993,27889,district
120303,1994,29096,district
120303,1995,30179,district
120304,1990,6866,district
120304,1991,6704,district
120304,1992,6529,district
120304,1993,6350,district
120304,1994,6181,district
120304,1995,6031,district
120305,1990,20984,district
120305,1991,21721,district
120305,1992,22463,district
120305,1993,23195,district
120305,1994,23907,district
120305,1995,24584,district
120306,1990,5364,district
120306,1991,5390,district
120306,1992,5407,district
120306,1993,5418,district
120306,1994,5425,district
120306,1995,5432,district
120400,1990,110634,province
120400,1991,110831,province
120400,1992,111006,province
120400,1993,111173,province
120400,1994,111343,province
120400,1995,111530,province
120401,1990,19735,district
120401,1991,19981,district
120401,1992,20227,district
120401,1993,20468,district
120401,1994,20694,district
120401,1995,20905,district
120402,1990,10887,district
120402,1991,10844,district
120402,1992,10793,district
120402,1993,10741,district
120402,1994,10698,district
120402,1995,10670,district
120403,1990,6433,district
120403,1991,6532,district
120403,1992,6631,district
120403,1993,6729,district
120403,1994,6826,district
120403,1995,6923,district
120404,1990,1413,district
120404,1991,1440,district
120404,1992,1469,district
120404,1993,1497,district
120404,1994,1523,district
120404,1995,1543,district
120405,1990,2063,district
120405,1991,2044,district
120405,1992,2024,district
120405,1993,2004,district
120405,1994,1986,district
120405,1995,1970,district
120406,1990,1961,district
120406,1991,1969,district
120406,1992,1976,district
120406,1993,1982,district
120406,1994,1988,district
120406,1995,1994,district
120407,1990,2768,district
120407,1991,2759,district
120407,1992,2749,district
120407,1993,2738,district
120407,1994,2728,district
120407,1995,2719,district
120408,1990,2236,district
120408,1991,2253,district
120408,1992,2269,district
120408,1993,2285,district
120408,1994,2300,district
120408,1995,2313,district
120409,1990,1487,district
120409,1991,1489,district
120409,1992,1491,district
120409,1993,1492,district
120409,1994,1494,district
120409,1995,1498,district
120410,1990,2307,district
120410,1991,2306,district
120410,1992,2305,district
120410,1993,2304,district
120410,1994,2303,district
120410,1995,2302,district
120411,1990,1439,district
120411,1991,1422,district
120411,1992,1404,district
120411,1993,1386,district
120411,1994,1369,district
120411,1995,1354,district
120412,1990,1273,district
120412,1991,1254,district
120412,1992,1235,district
120412,1993,1216,district
120412,1994,1197,district
120412,1995,1180,district
120413,1990,2002,district
120413,1991,1998,district
120413,1992,1994,district
120413,1993,1989,district
120413,1994,1983,district
120413,1995,1977,district
120414,1990,2220,district
120414,1991,2173,district
120414,1992,2124,district
120414,1993,2077,district
120414,1994,2033,district
120414,1995,1997,district
120415,1990,3180,district
120415,1991,3112,district
120415,1992,3042,district
120415,1993,2974,district
120415,1994,2912,district
120415,1995,2861,district
120416,1990,2716,district
120416,1991,2662,district
120416,1992,2607,district
120416,1993,2552,district
120416,1994,2502,district
120416,1995,2458,district
120417,1990,1149,district
120417,1991,1176,district
120417,1992,1204,district
120417,1993,1232,district
120417,1994,1257,district
120417,1995,1277,district
120418,1990,2394,district
120418,1991,2400,district
120418,1992,2405,district
120418,1993,2410,district
120418,1994,2414,district
120418,1995,2418,district
120419,1990,1941,district
120419,1991,1957,district
120419,1992,1974,district
120419,1993,1990,district
120419,1994,2004,district
120419,1995,2015,district
120420,1990,1290,district
120420,1991,1278,district
120420,1992,1266,district
120420,1993,1253,district
120420,1994,1241,district
120420,1995,1228,district
120421,1990,2881,district
120421,1991,2846,district
120421,1992,2809,district
120421,1993,2773,district
120421,1994,2736,district
120421,1995,2701,district
120422,1990,1867,district
120422,1991,1845,district
120422,1992,1821,district
120422,1993,1797,district
120422,1994,1775,district
120422,1995,1756,district
120423,1990,2660,district
120423,1991,2694,district
120423,1992,2728,district
120423,1993,2762,district
120423,1994,2795,district
120423,1995,2827,district
120424,1990,1668,district
120424,1991,1656,district
120424,1992,1643,district
120424,1993,1629,district
120424,1994,1616,district
120424,1995,1605,district
120425,1990,2411,district
120425,1991,2357,district
120425,1992,2301,district
120425,1993,2246,district
120425,1994,2197,district
120425,1995,2156,district
120426,1990,2391,district
120426,1991,2418,district
120426,1992,2444,district
120426,1993,2470,district
120426,1994,2496,district
120426,1995,2521,district
120427,1990,2895,district
120427,1991,2869,district
120427,1992,2843,district
120427,1993,2817,district
120427,1994,2788,district
120427,1995,2756,district
120428,1990,1865,district
120428,1991,1895,district
