ubigeo,year,population,level
030214,1991,1894,district
030214,1992,1892,district
030214,1993,1889,district
030214,1994,1887,district
030214,1995,1884,district
030215,1990,10337,district
030215,1991,10394,district
030215,1992,10429,district
030215,1993,10460,district
030215,1994,10501,district
030215,1995,10570,district
030216,1990,17476,district
030216,1991,17785,district
030216,1992,18028,district
030216,1993,18250,district
030216,1994,18495,district
030216,1995,18808,district
030217,1990,2100,district
030217,1991,2109,district
030217,1992,2113,district
030217,1993,2115,district
030217,1994,2120,district
030217,1995,2130,district
030218,1990,4653,district
030218,1991,4655,district
030218,1992,4658,district
030218,1993,4660,district
030218,1994,4663,district
030218,1995,4665,district
030219,1990,1928,district
030219,1991,1930,district
030219,1992,1931,district
030219,1993,1933,district
030219,1994,1934,district
030219,1995,1936,district
030300,1990,13842,province
030300,1991,13565,province
030300,1992,13238,province
030300,1993,12915,province
030300,1994,12653,province
030300,1995,12504,province
030301,1990,4155,district
030301,1991,4067,district
030301,1992,3968,district
030301,1993,3867,district
030301,1994,3786,district
030301,1995,3736,district
030302,1990,623,district
030302,1991,603,district
030302,1992,577,district
030302,1993,551,district
030302,1994,529,district
030302,1995,518,district
030303,1990,1680,district
030303,1991,1653,district
030303,1992,1620,district
030303,1993,1588,district
030303,1994,1563,district
030303,1995,1552,district
030304,1990,2372,district
030304,1991,2330,district
030304,1992,2279,district
030304,1993,2230,district
030304,1994,2190,district
030304,1995,2169,district
030305,1990,2195,district
030305,1991,2156,district
030305,1992,2109,district
030305,1993,2063,district
030305,1994,2026,district
030305,1995,2006,district
030306,1990,1305,district
030306,1991,1274,district
030306,1992,1239,district
030306,1993,1205,district
030306,1994,1177,district
030306,1995,1158,district
030307,1990,1512,district
030307,1991,1482,district
030307,1992,1446,district
030307,1993,1411,district
030307,1994,1382,district
030307,1995,1365,district
030400,1990,32408,province
030400,1991,31667,province
030400,1992,30809,province
030400,1993,29967,province
030400,1994,29277,province
030400,1995,28871,province
030401,1990,4792,district
030401,1991,4716,district
030401,1992,4610,district
030401,1993,4497,district
030401,1994,4407,district
030401,1995,4361,district
030402,1990,561,district
030402,1991,549,district
030402,1992,534,district
030402,1993,521,district
030402,1994,509,district
030402,1995,503,district
030403,1990,1348,district
030403,1991,1316,district
030403,1992,1279,district
030403,1993,1243,district
030403,1994,1213,district
030403,1995,1195,district
030404,1990,3044,district
030404,1991,2977,district
030404,1992,2897,district
030404,1993,2819,district
030404,1994,2755,district
030404,1995,2718,district
030405,1990,800,district
030405,1991,773,district
030405,1992,747,district
030405,1993,723,district
030405,1994,704,district
030405,1995,691,district
030406,1990,3237,district
030406,1991,3158,district
030406,1992,3068,district
030406,1993,2981,district
030406,1994,2908,district
030406,1995,2864,district
030407,1990,723,district
030407,1991,698,district
030407,1992,677,district
030407,1993,660,district
030407,1994,647,district
030407,1995,638,district
030408,1990,953,district
030408,1991,922,district
030408,1992,892,district
030408,1993,865,district
030408,1994,842,district
030408,1995,827,district
030409,1990,2506,district
030409,1991,2451,district
030409,1992,2386,district
030409,1993,2322,district
030409,1994,2270,district
030409,1995,2240,district
030410,1990,1454,district
030410,1991,1425,district
030410,1992,1389,district
030410,1993,1353,district
030410,1994,1324,district
030410,1995,1308,district
030411,1990,1312,district
030411,1991,1285,district
030411,1992,1252,district
030411,1993,1218,district
030411,1994,1191,district
030411,1995,1176,district
030412,1990,1445,district
030412,1991,1405,district
030412,1992,1364,district
030412,1993,1324,district
030412,1994,1291,district
030412,1995,1270,district
030413,1990,913,district
030413,1991,888,district
030413,1992,860,district
030413,1993,832,district
030413,1994,808,district
030413,1995,792,district
030414,1990,2412,district
030414,1991,2375,district
030414,1992,2321,district
030414,1993,2266,district
030414,1994,2221,district
030414,1995,2199,district
030415,1990,3616,district
030415,1991,3529,district
030415,1992,3430,district
030415,1993,3333,district
030415,1994,3252,district
030415,1995,3203,district
030416,1990,1725,district
030416,1991,1677,district
030416,1992,1626,district
030416,1993,1577,district
030416,1994,1538,district
030416,1995,1512,district
030417,1990,1567,district
030417,1991,1523,district
030417,1992,1477,district
030417,1993,1433,district
030417,1994,1397,district
030417,1995,1374,district
030500,1990,44672,province
030500,1991,45130,province
030500,1992,45708,province
030500,1993,46364,province
030500,1994,47058,province
030500,1995,47749,province
030501,1990,10431,district
030501,1991,10601,district
030501,1992,10807,district
030501,1993,11030,district
030501,1994,11254,district
030501,1995,11464,district
030502,1990,5044,district
030502,1991,5086,district
030502,1992,5140,district
030502,1993,5203,district
030502,1994,5271,district
030502,1995,5341,district
030503,1990,7475,district
030503,1991,7508,district
030503,1992,7559,district
030503,1993,7623,district
030503,1994,7694,district
030503,1995,7767,district
030504,1990,10329,district
030504,1991,10448,district
030504,1992,10593,district
030504,1993,10757,district
030504,1994,10933,district
030504,1995,11113,district
030505,1990,6753,district
030505,1991,6806,district
030505,1992,6876,district
030505,1993,6958,district
030505,1994,7047,district
030505,1995,7137,district
030506,1990,4640,district
030506,1991,4681,district
030506,1992,4733,district
030506,1993,4793,district
030506,1994,4859,district
030506,1995,4927,district
030600,1990,48680,province
030600,1991,49129,province
030600,1992,49442,province
030600,1993,49740,province
030600,1994,50148,province
030600,1995,50787,province
030601,1990,5060,district
030601,1991,5093,district
030601,1992,5104,district
030601,1993,5109,district
030601,1994,5129,district
030601,1995,5181,district
030602,1990,9415,district
030602,1991,9458,district
030602,1992,9501,district
030602,1993,9544,district
030602,1994,9587,district
030602,1995,9630,district
030603,1990,2274,district
030603,1991,2180,district
030603,1992,2064,district
030603,1993,1947,district
030603,1994,1851,district
030603,1995,1797,district
030604,1990,8598,district
030604,1991,8763,district
030604,1992,8872,district
030604,1993,8959,district
030604,1994,9055,district
030604,1995,9195,district
030605,1990,4411,district
030605,1991,4247,district
030605,1992,4137,district
030605,1993,4066,district
030605,1994,4015,district
030605,1995,3968,district
030606,1990,8018,district
030606,1991,7929,district
030606,1992,7814,district
030606,1993,7696,district
030606,1994,7599,district
030606,1995,7547,district
030607,1990,2933,district
030607,1991,2888,district
030607,1992,2844,district
030607,1993,2804,district
030607,1994,2774,district
030607,1995,2757,district
030608,1990,7971,district
030608,1991,8571,district
030608,1992,9106,district
030608,1993,9615,district
030608,1994,10138,district
030608,1995,10712,district
030700,1990,28380,province
030700,1991,28246,province
030700,1992,28031,province
030700,1993,27804,province
030700,1994,27630,province
030700,1995,27578,province
030701,1990,6761,district
030701,1991,6755,district
030701,1992,6719,district
030701,1993,6673,district
030701,1994,6640,district
030701,1995,6639,district
030702,1990,2802,district
030702,1991,2792,district
030702,1992,2783,district
030702,1993,2773,district
030702,1994,2764,district
030702,1995,2754,district
030703,1990,4906,district
030703,1991,4883,district
030703,1992,4846,district
030703,1993,4806,district
030703,1994,4775,district
030703,1995,4766,district
030704,1990,2603,district
030704,1991,2598,district
030704,1992,2582,district
030704,1993,2564,district
030704,1994,2552,district
030704,1995,2550,district
030705,1990,1154,district
030705,1991,1135,district
030705,1992,1113,district
030705,1993,1093,district
030705,1994,1074,district
030705,1995,1070,district
030706,1990,999,district
030706,1991,991,district
030706,1992,980,district
030706,1993,967,district
030706,1994,956,district
030706,1995,950,district
030707,1990,1058,district
030707,1991,1055,district
030707,1992,1052,district
030707,1993,1048,district
030707,1994,1045,district
030707,1995,1042,district
030708,1990,2225,district
030708,1991,2200,district
030708,1992,2164,district
030708,1993,2132,district
030708,1994,2106,district
030708,1995,2100,district
030709,1990,463,district
030709,1991,457,district
030709,1992,451,district
030709,1993,446,district
030709,1994,442,district
030709,1995,439,district
030710,1990,960,district
030710,1991,938,district
030710,1992,920,district
030710,1993,904,district
030710,1994,891,district
030710,1995,880,district
030711,1990,1011,district
030711,1991,1003,district
030711,1992,991,district
030711,1993,979,district
030711,1994,970,district
030711,1995,964,district
030712,1990,1053,district
030712,1991,1076,district
030712,1992,1095,district
030712,1993,1113,district
030712,1994,1132,district
030712,1995,1155,district
030713,1990,781,district
030713,1991,773,district
030713,1992,763,district
030713,1993,752,district
030713,1994,744,district
030713,1995,738,district
030714,1990,1604,district
030714,1991,1590,district
030714,1992,1572,district
030714,1993,1554,district
030714,1994,1539,district
030714,1995,1531,district
040000,1990,903657,region
040000,1991,920819,region
040000,1992,937443,region
040000,1993,953807,region
040000,1994,970189,region
040000,1995,986869,region
040100,1990,659244,province
040100,1991,674398,province
040100,1992,689014,province
040100,1993,703369,province
040100,1994,717743,province
040100,1995,732415,province
040101,1990,68424,district
040101,1991,70451,district
040101,1992,72436,district
040101,1993,74413,district
040101,1994,76413,district
040101,1995,78468,district
040102,1990,57289,district
040102,1991,56672,district
040102,1992,55885,district
040102,1993,55087,district
040102,1994,54434,district
040102,1995,54085,district
040103,1990,41328,district
040103,1991,43937,district
040103,1992,46742,district
040103,1993,49593,district
040103,1994,52342,district
040103,1995,54842,district
040104,1990,60261,district
040104,1991,61623,district
040104,1992,62918,district
040104,1993,64188,district
040104,1994,65474,district
040104,1995,66818,district
040105,1990,3471,district
040105,1991,3503,district
040105,1992,3528,district
040105,1993,3550,district
040105,1994,3576,district
040105,1995,3609,district
040106,1990,2157,district
040106,1991,2171,district
040106,1992,2181,district
040106,1993,2190,district
040106,1994,2199,district
040106,1995,2212,district
040107,1990,34676,district
040107,1991,36695,district
040107,1992,38847,district
040107,1993,41029,district
040107,1994,43138,district
040107,1995,45072,district
040108,1990,15255,district
040108,1991,15319,district
040108,1992,15351,district
040108,1993,15372,district
040108,1994,15405,district
040108,1995,15470,district
040109,1990,47971,district
040109,1991,48435,district
040109,1992,48811,district
040109,1993,49153,district
040109,1994,49516,district
040109,1995,49954,district
040110,1990,52779,district
040110,1991,52662,district
040110,1992,52546,district
040110,1993,52429,district
040110,1994,52313,district
040110,1995,52196,district
040111,1990,776,district
040111,1991,788,district
040111,1992,799,district
040111,1993,809,district
040111,1994,819,district
040111,1995,828,district
040112,1990,101983,district
040112,1991,105072,district
040112,1992,107737,district
040112,1993,110213,district
040112,1994,112732,district
040112,1995,115535,district
040113,1990,734,district
040113,1991,720,district
040113,1992,703,district
040113,1993,686,district
040113,1994,673,district
040113,1995,668,district
040114,1990,1554,district
040114,1991,1491,district
040114,1992,1422,district
040114,1993,1357,district
040114,1994,1304,district
040114,1995,1271,district
040115,1990,846,district
040115,1991,878,district
040115,1992,911,district
040115,1993,943,district
040115,1994,974,district
040115,1995,1003,district
040116,1990,2683,district
040116,1991,2757,district
040116,1992,2829,district
040116,1993,2900,district
040116,1994,2972,district
040116,1995,3043,district
040117,1990,12598,district
040117,1991,12994,district
040117,1992,13387,district
040117,1993,13778,district
040117,1994,14169,district
040117,1995,14563,district
040118,1990,977,district
040118,1991,955,district
040118,1992,930,district
040118,1993,906,district
040118,1994,885,district
040118,1995,871,district
040119,1990,2248,district
040119,1991,2230,district
040119,1992,2206,district
040119,1993,2181,district
040119,1994,2159,district
040119,1995,2147,district
040120,1990,1247,district
040120,1991,1240,district
040120,1992,1229,district
040120,1993,1217,district
040120,1994,1208,district
040120,1995,1205,district
040121,1990,2421,district
040121,1991,2556,district
040121,1992,2698,district
040121,1993,2842,district
040121,1994,2983,district
040121,1995,3113,district
040122,1990,33061,district
040122,1991,33616,district
040122,1992,34130,district
040122,1993,34621,district
040122,1994,35104,district
040122,1995,35596,district
040123,1990,12626,district
040123,1991,13079,district
040123,1992,13532,district
040123,1993,13986,district
040123,1994,14445,district
040123,1995,14910,district
040124,1990,7415,district
040124,1991,7533,district
040124,1992,7642,district
040124,1993,7745,district
040124,1994,7846,district
040124,1995,7946,district
040125,1990,3242,district
040125,1991,3286,district
040125,1992,3325,district
040125,1993,3362,district
040125,1994,3397,district
040125,1995,3433,district
040126,1990,17825,district
040126,1991,17914,district
040126,1992,17969,district
040126,1993,18011,district
040126,1994,18059,district
040126,1995,18134,district
040127,1990,1019,district
040127,1991,1009,district
040127,1992,996,district
040127,1993,982,district
040127,1994,971,district
040127,1995,965,district
040128,1990,4757,district
040128,1991,5365,district
040128,1992,6073,district
040128,1993,6807,district
040128,1994,7496,district
040128,1995,8068,district
040129,1990,67621,district
040129,1991,69447,district
040129,1992,71251,district
040129,1993,73019,district
040129,1994,74737,district
040129,1995,76390,district
040200,1990,41280,province
040200,1991,42238,province
040200,1992,43195,province
040200,1993,44153,province
040200,1994,45110,province
040200,1995,46068,province
040201,1990,14510,district
040201,1991,14577,district
040201,1992,14614,district
040201,1993,14638,district
040201,1994,14665,district
040201,1995,14712,district
040202,1990,3101,district
040202,1991,3212,district
040202,1992,3323,district
040202,1993,3433,district
040202,1994,3543,district
040202,1995,3651,district
040203,1990,1447,district
040203,1991,1565,district
040203,1992,1695,district
040203,1993,1828,district
040203,1994,1957,district
040203,1995,2074,district
040204,1990,3663,district
040204,1991,3767,district
040204,1992,3869,district
040204,1993,3969,district
040204,1994,4069,district
040204,1995,4171,district
040205,1990,5308,district
040205,1991,5383,district
040205,1992,5450,district
040205,1993,5513,district
040205,1994,5574,district
040205,1995,5638,district
040206,1990,4423,district
040206,1991,4443,district
040206,1992,4454,district
040206,1993,4460,district
040206,1994,4468,district
040206,1995,4482,district
040207,1990,1111,district
040207,1991,1119,district
040207,1992,1123,district
040207,1993,1128,district
040207,1994,1133,district
040207,1995,1142,district
040208,1990,7717,district
040208,1991,8172,district
040208,1992,8667,district
040208,1993,9184,district
040208,1994,9701,district
040208,1995,10198,district
040300,1990,28241,province
040300,1991,28378,province
040300,1992,28515,province
040300,1993,28653,province
040300,1994,28790,province
040300,1995,28927,province
040301,1990,3274,district
040301,1991,3335,district
040301,1992,3431,district
040301,1993,3538,district
040301,1994,3604,district
040301,1995,3681,district
040302,1990,6081,district
040302,1991,5823,district
040302,1992,5539,district
040302,1993,5263,district
040302,1994,5052,district
040302,1995,4868,district
040303,1990,3721,district
040303,1991,3745,district
040303,1992,3760,district
040303,1993,3768,district
040303,1994,3773,district
040303,1995,3779,district
040304,1990,509,district
040304,1991,535,district
040304,1992,562,district
040304,1993,588,district
040304,1994,613,district
040304,1995,633,district
040305,1990,1796,district
040305,1991,1762,district
040305,1992,1719,district
040305,1993,1676,district
040305,1994,1638,district
040305,1995,1613,district
040306,1990,957,district
040306,1991,925,district
040306,1992,888,district
040306,1993,852,district
040306,1994,822,district
040306,1995,803,district
040307,1990,2535,district
040307,1991,2602,district
040307,1992,2667,district
040307,1993,2727,district
040307,1994,2779,district
040307,1995,2820,district
040308,1990,1747,district
040308,1991,1774,district
040308,1992,1798,district
040308,1993,1819,district
040308,1994,1836,district
040308,1995,1851,district
040309,1990,1013,district
040309,1991,1139,district
040309,1992,1283,district
040309,1993,1432,district
040309,1994,1573,district
040309,1995,1690,district
040310,1990,2308,district
040310,1991,2414,district
040310,1992,2526,district
040310,1993,2634,district
040310,1994,2729,district
040310,1995,2803,district
040311,1990,690,district
040311,1991,748,district
040311,1992,812,district
040311,1993,876,district
040311,1994,935,district
040311,1995,981,district
040312,1990,1711,district
040312,1991,1722,district
040312,1992,1729,district
040312,1993,1733,district
040312,1994,1736,district
040312,1995,1739,district
040313,1990,1899,district
040313,1991,1854,district
040313,1992,1801,district
040313,1993,1747,district
040313,1994,1700,district
040313,1995,1666,district
040400,1990,37827,province
040400,1991,38068,province
040400,1992,38310,province
040400,1993,38551,province
040400,1994,38793,province
040400,1995,39034,province
040401,1990,8206,district
040401,1991,8325,district
040401,1992,8482,district
040401,1993,8649,district
040401,1994,8809,district
040401,1995,8930,district
040402,1990,1656,district
040402,1991,1648,district
040402,1992,1637,district
040402,1993,1624,district
040402,1994,1615,district
040402,1995,1610,district
040403,1990,393,district
040403,1991,385,district
040403,1992,376,district
040403,1993,368,district
040403,1994,360,district
040403,1995,356,district
040404,1990,2317,district
040404,1991,2352,district
040404,1992,2386,district
040404,1993,2418,district
040404,1994,2447,district
040404,1995,2473,district
040405,1990,424,district
040405,1991,415,district
040405,1992,404,district
040405,1993,394,district
040405,1994,385,district
040405,1995,380,district
040406,1990,1426,district
040406,1991,1393,district
040406,1992,1357,district
040406,1993,1321,district
040406,1994,1290,district
040406,1995,1270,district
040407,1990,1680,district
040407,1991,1678,district
040407,1992,1676,district
040407,1993,1674,district
040407,1994,1672,district
040407,1995,1670,district
040408,1990,1398,district
040408,1991,1387,district
040408,1992,1373,district
040408,1993,1358,district
040408,1994,1346,district
040408,1995,1339,district
040409,1990,5585,district
040409,1991,5746,district
040409,1992,5909,district
040409,1993,6069,district
040409,1994,6220,district
040409,1995,6355,district
040410,1990,4207,district
040410,1991,4181,district
040410,1992,4146,district
040410,1993,4110,district
040410,1994,4078,district
040410,1995,4059,district
040411,1990,746,district
040411,1991,740,district
040411,1992,732,district
040411,1993,724,district
040411,1994,717,district
040411,1995,714,district
040412,1990,292,district
040412,1991,279,district
040412,1992,264,district
040412,1993,251,district
040412,1994,240,district
040412,1995,233,district
040413,1990,6786,district
040413,1991,6852,district
040413,1992,6911,district
040413,1993,6965,district
040413,1994,7014,district
040413,1995,7062,district
040414,1990,2711,district
040414,1991,2687,district
040414,1992,2657,district
040414,1993,2626,district
040414,1994,2600,district
040414,1995,2583,district
040500,1990,46252,province
040500,1991,46613,province
040500,1992,46974,province
040500,1993,47334,province
040500,1994,47695,province
040500,1995,48056,province
040501,1990,4422,district
040501,1991,4358,district
040501,1992,4263,district
040501,1993,4158,district
040501,1994,4066,district
040501,1995,4008,district
040502,1990,1656,district
040502,1991,1607,district
040502,1992,1546,district
040502,1993,1483,district
040502,1994,1428,district
040502,1995,1392,district
040503,1990,3575,district
040503,1991,3501,district
040503,1992,3401,district
040503,1993,3295,district
040503,1994,3201,district
040503,1995,3139,district
040504,1990,3378,district
040504,1991,3357,district
040504,1992,3313,district
040504,1993,3261,district
040504,1994,3214,district
040504,1995,3185,district
040505,1990,5735,district
040505,1991,5641,district
040505,1992,5506,district
040505,1993,5359,district
040505,1994,5229,district
040505,1995,5143,district
040506,1990,1336,district
040506,1991,1322,district
040506,1992,1299,district
040506,1993,1273,district
040506,1994,1250,district
040506,1995,1236,district
040507,1990,1603,district
040507,1991,1590,district
040507,1992,1566,district
040507,1993,1539,district
040507,1994,1513,district
040507,1995,1498,district
040508,1990,2650,district
040508,1991,2597,district
040508,1992,2525,district
040508,1993,2447,district
040508,1994,2379,district
040508,1995,2335,district
040509,1990,909,district
040509,1991,888,district
040509,1992,861,district
040509,1993,832,district
040509,1994,806,district
040509,1995,790,district
040510,1990,1359,district
040510,1991,1346,district
040510,1992,1324,district
040510,1993,1298,district
040510,1994,1275,district
040510,1995,1260,district
040511,1990,930,district
040511,1991,1066,district
040511,1992,1225,district
040511,1993,1389,district
040511,1994,1542,district
040511,1995,1667,district
040512,1990,1318,district
040512,1991,1292,district
040512,1992,1257,district
040512,1993,1218,district
040512,1994,1185,district
040512,1995,1164,district
040513,1990,1675,district
040513,1991,1487,district
040513,1992,1305,district
040513,1993,1142,district
040513,1994,1006,district
040513,1995,909,district
040514,1990,1205,district
040514,1991,1162,district
040514,1992,1110,district
040514,1993,1056,district
040514,1994,1010,district
040514,1995,979,district
040515,1990,954,district
040515,1991,953,district
040515,1992,952,district
040515,1993,951,district
040515,1994,950,district
040515,1995,949,district
040516,1990,947,district
040516,1991,917,district
040516,1992,880,district
040516,1993,842,district
040516,1994,810,district
040516,1995,789,district
040517,1990,2377,district
040517,1991,2373,district
040517,1992,2369,district
040517,1993,2366,district
040517,1994,2362,district
040517,1995,2358,district
040518,1990,1032,district
040518,1991,1031,district
040518,1992,1029,district
040518,1993,1028,district
040518,1994,1026,district
040518,1995,1025,district
040519,1990,2495,district
040519,1991,2452,district
040519,1992,2391,district
040519,1993,2325,district
040519,1994,2267,district
040519,1995,2230,district
040520,1990,6696,district
040520,1991,7673,district
040520,1992,8852,district
040520,1993,10072,district
040520,1994,11176,district
040520,1995,12000,district
040600,1990,21462,province
040600,1991,21473,province
040600,1992,21484,province
040600,1993,21496,province
040600,1994,21507,province
040600,1995,21518,province
040601,1990,4087,district
040601,1991,4042,district
040601,1992,3984,district
040601,1993,3924,district
040601,1994,3873,district
040601,1995,3840,district
040602,1990,802,district
040602,1991,799,district
040602,1992,794,district
040602,1993,788,district
040602,1994,783,district
040602,1995,781,district
040603,1990,5208,district
040603,1991,5076,district
040603,1992,4965,district
040603,1993,4862,district
040603,1994,4758,district
040603,1995,4647,district
040604,1990,1246,district
040604,1991,1229,district
040604,1992,1207,district
040604,1993,1185,district
040604,1994,1167,district
040604,1995,1155,district
040605,1990,871,district
040605,1991,848,district
040605,1992,822,district
040605,1993,796,district
040605,1994,774,district
040605,1995,760,district
040606,1990,4368,district
040606,1991,4579,district
040606,1992,4804,district
040606,1993,5027,district
040606,1994,5231,district
040606,1995,5400,district
040607,1990,1509,district
040607,1991,1489,district
040607,1992,1463,district
040607,1993,1438,district
040607,1994,1416,district
040607,1995,1402,district
040608,1990,3371,district
040608,1991,3411,district
040608,1992,3445,district
040608,1993,3476,district
040608,1994,3505,district
040608,1995,3533,district
040700,1990,50843,province
040700,1991,51276,province
040700,1992,51709,province
040700,1993,52142,province
040700,1994,52575,province
040700,1995,53008,province
040701,1990,25928,district
040701,1991,26073,district
040701,1992,26236,district
040701,1993,26407,district
040701,1994,26568,district
040701,1995,26714,district
040702,1990,9457,district
040702,1991,9574,district
040702,1992,9681,district
040702,1993,9783,district
040702,1994,9890,district
040702,1995,10007,district
040703,1990,5383,district
040703,1991,5473,district
040703,1992,5558,district
040703,1993,5641,district
040703,1994,5727,district
040703,1995,5820,district
040704,1990,2125,district
040704,1991,2156,district
040704,1992,2188,district
040704,1993,2220,district
040704,1994,2253,district
040704,1995,2285,district
040705,1990,1247,district
040705,1991,1272,district
040705,1992,1298,district
040705,1993,1324,district
040705,1994,1351,district
040705,1995,1377,district
040706,1990,6703,district
040706,1991,6728,district
040706,1992,6748,district
040706,1993,6767,district
040706,1994,6786,district
040706,1995,6805,district
040800,1990,18508,province
040800,1991,18375,province
040800,1992,18242,province
040800,1993,18109,province
040800,1994,17976,province
040800,1995,17843,province
040801,1990,3279,district
040801,1991,3261,district
040801,1992,3251,district
040801,1993,3240,district
040801,1994,3221,district
040801,1995,3187,district
040802,1990,2561,district
040802,1991,2538,district
040802,1992,2518,district
040802,1993,2499,district
040802,1994,2475,district
040802,1995,2444,district
040803,1990,863,district
040803,1991,862,district
040803,1992,861,district
040803,1993,859,district
040803,1994,858,district
040803,1995,857,district
040804,1990,2977,district
040804,1991,2963,district
040804,1992,2956,district
040804,1993,2946,district
040804,1994,2932,district
040804,1995,2903,district
040805,1990,1831,district
040805,1991,1824,district
040805,1992,1812,district
040805,1993,1800,district
040805,1994,1791,district
040805,1995,1788,district
040806,1990,3069,district
040806,1991,3063,district
040806,1992,3057,district
040806,1993,3052,district
040806,1994,3046,district
040806,1995,3040,district
040807,1990,428,district
040807,1991,410,district
040807,1992,390,district
040807,1993,371,district
040807,1994,356,district
040807,1995,348,district
040808,1990,475,district
040808,1991,459,district
040808,1992,441,district
040808,1993,424,district
040808,1994,410,district
040808,1995,403,district
040809,1990,429,district
040809,1991,415,district
040809,1992,399,district
040809,1993,384,district
040809,1994,372,district
040809,1995,366,district
040810,1990,1055,district
040810,1991,1048,district
040810,1992,1038,district
040810,1993,1028,district
040810,1994,1020,district
040810,1995,1017,district
040811,1990,1541,district
040811,1991,1532,district
040811,1992,1519,district
040811,1993,1506,district
040811,1994,1495,district
040811,1995,1490,district
050000,1990,526540,region
050000,1991,524505,region
050000,1992,521437,region
050000,1993,518282,region
050000,1994,515985,region
050000,1995,515490,region
050100,1990,164286,province
050100,1991,166919,province
050100,1992,169387,province
050100,1993,171769,province
050100,1994,174139,province
050100,1995,176576,province
050101,1990,67264,district
050101,1991,68805,district
050101,1992,70188,district
050101,1993,71506,district
050101,1994,72862,district
050101,1995,74358,district
050102,1990,6976,district
050102,1991,6938,district
050102,1992,6912,district
050102,1993,6896,district
050102,1994,6887,district
050102,1995,6883,district
050103,1990,3853,district
050103,1991,3764,district
050103,1992,3659,district
050103,1993,3553,district
050103,1994,3459,district
050103,1995,3392,district
050104,1990,8258,district
050104,1991,8635,district
050104,1992,9027,district
050104,1993,9411,district
050104,1994,9761,district
050104,1995,10053,district
050105,1990,4974,district
050105,1991,4876,district
050105,1992,4756,district
050105,1993,4634,district
050105,1994,4530,district
050105,1995,4461,district
050106,1990,5796,district
050106,1991,5676,district
050106,1992,5531,district
050106,1993,5384,district
050106,1994,5256,district
050106,1995,5169,district
050107,1990,2283,district
050107,1991,2262,district
050107,1992,2241,district
050107,1993,2221,district
050107,1994,2203,district
050107,1995,2187,district
050108,1990,6070,district
050108,1991,5995,district
050108,1992,5897,district
050108,1993,5793,district
050108,1994,5701,district
050108,1995,5639,district
050109,1990,1424,district
050109,1991,1341,district
050109,1992,1287,district
050109,1993,1250,district
050109,1994,1219,district
050109,1995,1181,district
050110,1990,18991,district
050110,1991,19876,district
050110,1992,20799,district
050110,1993,21704,district
050110,1994,22532,district
050110,1995,23227,district
050111,1990,1262,district
050111,1991,1187,district
050111,1992,1140,district
050111,1993,1110,district
050111,1994,1085,district
050111,1995,1053,district
050112,1990,6511,district
050112,1991,6572,district
050112,1992,6615,district
050112,1993,6649,district
050112,1994,6681,district
050112,1995,6719,district
050113,1990,3799,district
050113,1991,3823,district
050113,1992,3841,district
050113,1993,3856,district
050113,1994,3871,district
050113,1995,3887,district
050114,1990,13533,district
050114,1991,13557,district
050114,1992,13581,district
050114,1993,13606,district
050114,1994,13630,district
050114,1995,13654,district
050115,1990,13292,district
050115,1991,13612,district
050115,1992,13913,district
050115,1993,14196,district
050115,1994,14462,district
050115,1995,14713,district
050200,1990,36671,province
050200,1991,36345,province
050200,1992,35941,province
050200,1993,35525,province
050200,1994,35167,province
050200,1995,34932,province
050201,1990,7469,district
050201,1991,7134,district
050201,1992,6780,district
050201,1993,6437,district
050201,1994,6137,district
050201,1995,5900,district
050202,1990,8262,district
050202,1991,8365,district
050202,1992,8443,district
050202,1993,8504,district
050202,1994,8558,district
050202,1995,8618,district
050203,1990,7451,district
050203,1991,7392,district
050203,1992,7310,district
050203,1993,7223,district
050203,1994,7151,district
050203,1995,7114,district
050204,1990,3365,district
050204,1991,3321,district
050204,1992,3265,district
050204,1993,3209,district
050204,1994,3160,district
050204,1995,3129,district
050205,1990,5663,district
050205,1991,5670,district
050205,1992,5677,district
050205,1993,5683,district
050205,1994,5690,district
050205,1995,5697,district
050206,1990,4461,district
050206,1991,4463,district
050206,1992,4466,district
050206,1993,4469,district
050206,1994,4471,district
050206,1995,4474,district
050300,1990,11028,province
050300,1991,10949,province
050300,1992,10849,province
050300,1993,10744,province
050300,1994,10651,province
050300,1995,10588,province
050301,1990,3450,district
050301,1991,3410,district
050301,1992,3364,district
050301,1993,3316,district
050301,1994,3273,district
050301,1995,3241,district
050302,1990,2860,district
050302,1991,2831,district
050302,1992,2795,district
050302,1993,2758,district
050302,1994,2725,district
050302,1995,2702,district
050303,1990,2115,district
050303,1991,2080,district
050303,1992,2040,district
050303,1993,2000,district
050303,1994,1965,district
050303,1995,1938,district
050304,1990,2603,district
050304,1991,2628,district
050304,1992,2650,district
050304,1993,2670,district
050304,1994,2688,district
050304,1995,2707,district
050400,1990,71662,province
050400,1991,70703,province
050400,1992,69558,province
050400,1993,68416,province
050400,1994,67463,province
050400,1995,66887,province
050401,1990,29388,district
050401,1991,28627,district
050401,1992,27725,district
050401,1993,26821,district
050401,1994,26055,district
050401,1995,25565,district
050402,1990,3927,district
050402,1991,3655,district
050402,1992,3373,district
050402,1993,3109,district
050402,1994,2892,district
050402,1995,2753,district
050403,1990,5397,district
050403,1991,5318,district
050403,1992,5212,district
050403,1993,5104,district
050403,1994,5018,district
050403,1995,4978,district
050404,1990,2312,district
050404,1991,2229,district
050404,1992,2181,district
050404,1993,2155,district
050404,1994,2135,district
