ubigeo,year,population,level
050809,1998,217,district
050809,1999,220,district
050809,2000,223,district
050810,1996,893,district
050810,1997,896,district
050810,1998,899,district
050810,1999,902,district
050810,2000,905,district
050900,1996,12904,province
050900,1997,12960,province
050900,1998,13015,province
050900,1999,13071,province
050900,2000,13127,province
050901,1996,2696,district
050901,1997,2739,district
050901,1998,2782,district
050901,1999,2825,district
050901,2000,2868,district
050902,1996,406,district
050902,1997,409,district
050902,1998,411,district
050902,1999,414,district
050902,2000,417,district
050903,1996,822,district
050903,1997,825,district
050903,1998,829,district
050903,1999,832,district
050903,2000,835,district
050904,1996,794,district
050904,1997,797,district
050904,1998,801,district
050904,1999,804,district
050904,2000,807,district
050905,1996,512,district
050905,1997,517,district
050905,1998,522,district
050905,1999,527,district
050905,2000,532,district
050906,1996,2011,district
050906,1997,1996,district
050906,1998,1982,district
050906,1999,1967,district
050906,2000,1953,district
050907,1996,1103,district
050907,1997,1108,district
050907,1998,1112,district
050907,1999,1117,district
050907,2000,1122,district
050908,1996,794,district
050908,1997,801,district
050908,1998,808,district
050908,1999,815,district
050908,2000,822,district
050909,1996,1528,district
050909,1997,1520,district
050909,1998,1511,district
050909,1999,1503,district
050909,2000,1495,district
050910,1996,1231,district
050910,1997,1233,district
050910,1998,1235,district
050910,1999,1237,district
050910,2000,1239,district
050911,1996,1007,district
050911,1997,1015,district
050911,1998,1022,district
050911,1999,1030,district
050911,2000,1037,district
051000,1996,27463,province
051000,1997,27533,province
051000,1998,27602,province
051000,1999,27672,province
051000,2000,27741,province
051001,1996,3015,district
051001,1997,3023,district
051001,1998,3033,district
051001,1999,3041,district
051001,2000,3050,district
051002,1996,2499,district
051002,1997,2514,district
051002,1998,2528,district
051002,1999,2543,district
051002,2000,2558,district
051003,1996,881,district
051003,1997,886,district
051003,1998,890,district
051003,1999,895,district
051003,2000,899,district
051004,1996,474,district
051004,1997,478,district
051004,1998,482,district
051004,1999,486,district
051004,2000,490,district
051005,1996,3490,district
051005,1997,3496,district
051005,1998,3502,district
051005,1999,3508,district
051005,2000,3514,district
051006,1996,1420,district
051006,1997,1430,district
051006,1998,1440,district
051006,1999,1450,district
051006,2000,1460,district
051007,1996,1541,district
051007,1997,1550,district
051007,1998,1559,district
051007,1999,1568,district
051007,2000,1577,district
051008,1996,1147,district
051008,1997,1145,district
051008,1998,1142,district
051008,1999,1140,district
051008,2000,1137,district
051009,1996,4175,district
051009,1997,4250,district
051009,1998,4324,district
051009,1999,4399,district
051009,2000,4473,district
051010,1996,2566,district
051010,1997,2545,district
051010,1998,2523,district
051010,1999,2502,district
051010,2000,2481,district
051011,1996,3138,district
051011,1997,3123,district
051011,1998,3109,district
051011,1999,3094,district
051011,2000,3079,district
051012,1996,3117,district
051012,1997,3093,district
051012,1998,3070,district
051012,1999,3046,district
051012,2000,3023,district
051100,1996,21965,province
051100,1997,22059,province
051100,1998,22153,province
051100,1999,22247,province
051100,2000,22341,province
051101,1996,7339,district
051101,1997,7379,district
051101,1998,7414,district
051101,1999,7440,district
051101,2000,7461,district
051102,1996,2205,district
051102,1997,2210,district
051102,1998,2217,district
051102,1999,2227,district
051102,2000,2238,district
051103,1996,1204,district
051103,1997,1207,district
051103,1998,1209,district
051103,1999,1212,district
051103,2000,1215,district
051104,1996,2120,district
051104,1997,2115,district
051104,1998,2110,district
051104,1999,2105,district
051104,2000,2100,district
051105,1996,1878,district
051105,1997,1899,district
051105,1998,1920,district
051105,1999,1941,district
051105,2000,1962,district
051106,1996,2226,district
051106,1997,2243,district
051106,1998,2262,district
051106,1999,2284,district
051106,2000,2309,district
051107,1996,1748,district
051107,1997,1766,district
051107,1998,1787,district
051107,1999,1809,district
051107,2000,1833,district
051108,1996,3245,district
051108,1997,3240,district
051108,1998,3234,district
051108,1999,3229,district
051108,2000,3223,district
060000,1996,1375406,region
060000,1997,1397334,region
060000,1998,1419572,region
060000,1999,1441322,region
060000,2000,1461786,region
060100,1996,256568,province
060100,1997,262187,province
060100,1998,267726,province
060100,1999,272979,province
060100,2000,277740,province
060101,1996,133470,district
060101,1997,137065,district
060101,1998,140579,district
060101,1999,143882,district
060101,2000,146840,district
060102,1996,10387,district
060102,1997,10452,district
060102,1998,10514,district
060102,1999,10575,district
060102,2000,10638,district
060103,1996,4051,district
060103,1997,4115,district
060103,1998,4178,district
060103,1999,4237,district
060103,2000,4290,district
060104,1996,8832,district
060104,1997,8937,district
060104,1998,9043,district
060104,1999,9146,district
060104,2000,9243,district
060105,1996,24385,district
060105,1997,24863,district
060105,1998,25340,district
060105,1999,25792,district
060105,2000,26194,district
060106,1996,15412,district
060106,1997,15690,district
060106,1998,15970,district
060106,1999,16243,district
060106,2000,16498,district
060107,1996,4841,district
060107,1997,4937,district
060107,1998,5034,district
060107,1999,5133,district
060107,2000,5232,district
060108,1996,27141,district
060108,1997,27612,district
060108,1998,28087,district
060108,1999,28541,district
060108,2000,28949,district
060109,1996,9970,district
060109,1997,10197,district
060109,1998,10415,district
060109,1999,10621,district
060109,2000,10812,district
060110,1996,4802,district
060110,1997,4912,district
060110,1998,5024,district
060110,1999,5132,district
060110,2000,5232,district
060111,1996,8631,district
060111,1997,8741,district
060111,1998,8854,district
060111,1999,8964,district
060111,2000,9068,district
060112,1996,4646,district
060112,1997,4666,district
060112,1998,4688,district
060112,1999,4713,district
060112,2000,4744,district
060200,1996,74188,province
060200,1997,74827,province
060200,1998,75489,province
060200,1999,76144,province
060200,2000,76764,province
060201,1996,27146,district
060201,1997,27417,district
060201,1998,27707,district
060201,1999,27985,district
060201,2000,28222,district
060202,1996,23280,district
060202,1997,23322,district
060202,1998,23367,district
060202,1999,23425,district
060202,2000,23505,district
060203,1996,14100,district
060203,1997,14313,district
060203,1998,14519,district
060203,1999,14715,district
060203,2000,14898,district
060204,1996,9662,district
060204,1997,9775,district
060204,1998,9896,district
060204,1999,10019,district
060204,2000,10139,district
060300,1996,88494,province
060300,1997,89301,province
060300,1998,90127,province
060300,1999,90948,province
060300,2000,91739,province
060301,1996,21876,district
060301,1997,22075,district
060301,1998,22280,district
060301,1999,22482,district
060301,2000,22667,district
060302,1996,3473,district
060302,1997,3504,district
060302,1998,3532,district
060302,1999,3558,district
060302,2000,3583,district
060303,1996,8212,district
060303,1997,8364,district
060303,1998,8512,district
060303,1999,8650,district
060303,2000,8775,district
060304,1996,14445,district
060304,1997,14532,district
060304,1998,14617,district
060304,1999,14701,district
060304,2000,14786,district
060305,1996,792,district
060305,1997,797,district
060305,1998,802,district
060305,1999,809,district
060305,2000,820,district
060306,1996,4252,district
060306,1997,4344,district
060306,1998,4432,district
060306,1999,4518,district
060306,2000,4598,district
060307,1996,6723,district
060307,1997,6764,district
060307,1998,6810,district
060307,1999,6858,district
060307,2000,6907,district
060308,1996,6321,district
060308,1997,6375,district
060308,1998,6435,district
060308,1999,6495,district
060308,2000,6551,district
060309,1996,10987,district
060309,1997,11070,district
060309,1998,11158,district
060309,1999,11247,district
060309,2000,11332,district
060310,1996,6249,district
060310,1997,6268,district
060310,1998,6289,district
060310,1999,6314,district
060310,2000,6346,district
060311,1996,1290,district
060311,1997,1310,district
060311,1998,1333,district
060311,1999,1357,district
060311,2000,1381,district
060312,1996,3874,district
060312,1997,3898,district
060312,1998,3927,district
060312,1999,3959,district
060312,2000,3993,district
060400,1996,178007,province
060400,1997,180948,province
060400,1998,184087,province
060400,1999,187288,province
060400,2000,190414,province
060401,1996,48705,district
060401,1997,49704,district
060401,1998,50783,district
060401,1999,51897,district
060401,2000,53004,district
060402,1996,4647,district
060402,1997,4606,district
060402,1998,4566,district
060402,1999,4525,district
060402,2000,4485,district
060403,1996,4914,district
060403,1997,5117,district
060403,1998,5323,district
060403,1999,5524,district
060403,2000,5708,district
060404,1996,5469,district
060404,1997,5535,district
060404,1998,5611,district
060404,1999,5701,district
060404,2000,5810,district
060405,1996,3443,district
060405,1997,3566,district
060405,1998,3691,district
060405,1999,3809,district
060405,2000,3914,district
060406,1996,5743,district
060406,1997,5896,district
060406,1998,6052,district
060406,1999,6197,district
060406,2000,6319,district
060407,1996,8118,district
060407,1997,8218,district
060407,1998,8327,district
060407,1999,8443,district
060407,2000,8562,district
060408,1996,6261,district
060408,1997,6322,district
060408,1998,6389,district
060408,1999,6458,district
060408,2000,6523,district
060409,1996,10531,district
060409,1997,10538,district
060409,1998,10546,district
060409,1999,10553,district
060409,2000,10560,district
060410,1996,15451,district
060410,1997,15801,district
060410,1998,16164,district
060410,1999,16518,district
060410,2000,16838,district
060411,1996,9173,district
060411,1997,9221,district
060411,1998,9281,district
060411,1999,9357,district
060411,2000,9448,district
060412,1996,3866,district
060412,1997,3898,district
060412,1998,3935,district
060412,1999,3980,district
060412,2000,4036,district
060413,1996,6487,district
060413,1997,6660,district
060413,1998,6839,district
060413,1999,7014,district
060413,2000,7176,district
060414,1996,2037,district
060414,1997,2070,district
060414,1998,2108,district
060414,1999,2158,district
060414,2000,2226,district
060415,1996,11023,district
060415,1997,11112,district
060415,1998,11213,district
060415,1999,11317,district
060415,2000,11416,district
060416,1996,1537,district
060416,1997,1550,district
060416,1998,1564,district
060416,1999,1577,district
060416,2000,1590,district
060417,1996,19479,district
060417,1997,19859,district
060417,1998,20257,district
060417,1999,20651,district
060417,2000,21017,district
060418,1996,1141,district
060418,1997,1126,district
060418,1998,1110,district
060418,1999,1095,district
060418,2000,1080,district
060419,1996,9982,district
060419,1997,10149,district
060419,1998,10328,district
060419,1999,10514,district
060419,2000,10702,district
060500,1996,34650,province
060500,1997,34789,province
060500,1998,34916,province
060500,1999,35035,province
060500,2000,35151,province
060501,1996,10631,district
060501,1997,10770,district
060501,1998,10892,district
060501,1999,10994,district
060501,2000,11086,district
060502,1996,4373,district
060502,1997,4382,district
060502,1998,4390,district
060502,1999,4399,district
060502,2000,4411,district
060503,1996,1935,district
060503,1997,1941,district
060503,1998,1948,district
060503,1999,1957,district
060503,2000,1964,district
060504,1996,2920,district
060504,1997,2917,district
060504,1998,2913,district
060504,1999,2910,district
060504,2000,2907,district
060505,1996,3532,district
060505,1997,3556,district
060505,1998,3577,district
060505,1999,3592,district
060505,2000,3600,district
060506,1996,1465,district
060506,1997,1467,district
060506,1998,1468,district
060506,1999,1470,district
060506,2000,1471,district
060507,1996,1854,district
060507,1997,1876,district
060507,1998,1897,district
060507,1999,1914,district
060507,2000,1925,district
060508,1996,7940,district
060508,1997,7880,district
060508,1998,7831,district
060508,1999,7799,district
060508,2000,7787,district
060600,1996,154925,province
060600,1997,156426,province
060600,1998,157851,province
060600,1999,159198,province
060600,2000,160465,province
060601,1996,55864,district
060601,1997,56664,district
060601,1998,57416,district
060601,1999,58116,district
060601,2000,58754,district
060602,1996,12269,district
060602,1997,12350,district
060602,1998,12427,district
060602,1999,12503,district
060602,2000,12579,district
060603,1996,3996,district
060603,1997,4025,district
060603,1998,4054,district
060603,1999,4082,district
060603,2000,4109,district
060604,1996,3159,district
060604,1997,3193,district
060604,1998,3225,district
060604,1999,3253,district
060604,2000,3281,district
060605,1996,5203,district
060605,1997,5276,district
060605,1998,5344,district
060605,1999,5408,district
060605,2000,5469,district
060606,1996,7942,district
060606,1997,7969,district
060606,1998,7999,district
060606,1999,8030,district
060606,2000,8060,district
060607,1996,17719,district
060607,1997,17746,district
060607,1998,17773,district
060607,1999,17805,district
060607,2000,17845,district
060608,1996,6363,district
060608,1997,6437,district
060608,1998,6504,district
060608,1999,6566,district
060608,2000,6626,district
060609,1996,2855,district
060609,1997,2885,district
060609,1998,2914,district
060609,1999,2942,district
060609,2000,2969,district
060610,1996,4430,district
060610,1997,4485,district
060610,1998,4535,district
060610,1999,4582,district
060610,2000,4625,district
060611,1996,4329,district
060611,1997,4348,district
060611,1998,4369,district
060611,1999,4391,district
060611,2000,4413,district
060612,1996,6003,district
060612,1997,6061,district
060612,1998,6116,district
060612,1999,6169,district
060612,2000,6219,district
060613,1996,10218,district
060613,1997,10280,district
060613,1998,10336,district
060613,1999,10388,district
060613,2000,10438,district
060614,1996,12361,district
060614,1997,12480,district
060614,1998,12599,district
060614,1999,12711,district
060614,2000,12813,district
060615,1996,2214,district
060615,1997,2227,district
060615,1998,2240,district
060615,1999,2252,district
060615,2000,2265,district
060700,1996,80743,province
060700,1997,81344,province
060700,1998,81937,province
060700,1999,82515,province
060700,2000,83070,province
060701,1996,58213,district
060701,1997,58795,district
060701,1998,59364,district
060701,1999,59908,district
060701,2000,60407,district
060702,1996,3955,district
060702,1997,3961,district
060702,1998,3969,district
060702,1999,3980,district
060702,2000,3999,district
060703,1996,18575,district
060703,1997,18588,district
060703,1998,18604,district
060703,1999,18627,district
060703,2000,18664,district
060800,1996,188610,province
060800,1997,192802,province
060800,1998,197013,province
060800,1999,201099,province
060800,2000,204916,province
060801,1996,73422,district
060801,1997,74895,district
060801,1998,76393,district
060801,1999,77861,district
060801,2000,79246,district
060802,1996,19745,district
060802,1997,20366,district
060802,1998,20957,district
060802,1999,21508,district
060802,2000,22013,district
060803,1996,11493,district
060803,1997,11745,district
060803,1998,12007,district
060803,1999,12264,district
060803,2000,12503,district
060804,1996,14900,district
060804,1997,15132,district
060804,1998,15381,district
060804,1999,15627,district
060804,2000,15849,district
060805,1996,12247,district
060805,1997,12835,district
060805,1998,13383,district
060805,1999,13879,district
060805,2000,14308,district
060806,1996,6189,district
060806,1997,6400,district
060806,1998,6604,district
060806,1999,6803,district
060806,2000,7000,district
060807,1996,8026,district
060807,1997,8249,district
060807,1998,8476,district
060807,1999,8701,district
060807,2000,8915,district
060808,1996,7254,district
060808,1997,7429,district
060808,1998,7610,district
060808,1999,7792,district
060808,2000,7969,district
060809,1996,7513,district
060809,1997,7700,district
060809,1998,7895,district
060809,1999,8090,district
060809,2000,8277,district
060810,1996,5507,district
060810,1997,5616,district
060810,1998,5729,district
060810,1999,5840,district
060810,2000,5943,district
060811,1996,7011,district
060811,1997,7054,district
060811,1998,7119,district
060811,1999,7193,district
060811,2000,7264,district
060812,1996,15303,district
060812,1997,15381,district
060812,1998,15459,district
060812,1999,15541,district
060812,2000,15629,district
060900,1996,126927,province
060900,1997,129877,province
060900,1998,132814,province
060900,1999,135634,province
060900,2000,138239,province
060901,1996,29347,district
060901,1997,30004,district
060901,1998,30666,district
060901,1999,31307,district
060901,2000,31901,district
060902,1996,14574,district
060902,1997,14888,district
060902,1998,15203,district
060902,1999,15510,district
060902,2000,15799,district
060903,1996,23701,district
060903,1997,24066,district
060903,1998,24435,district
060903,1999,24797,district
060903,2000,25141,district
060904,1996,17994,district
060904,1997,18261,district
060904,1998,18540,district
060904,1999,18832,district
060904,2000,19141,district
060905,1996,10472,district
060905,1997,10934,district
060905,1998,11382,district
060905,1999,11795,district
060905,2000,12153,district
060906,1996,16583,district
060906,1997,17243,district
060906,1998,17874,district
060906,1999,18442,district
060906,2000,18913,district
060907,1996,14256,district
060907,1997,14481,district
060907,1998,14714,district
060907,1999,14951,district
060907,2000,15191,district
061000,1996,53199,province
061000,1997,54211,province
061000,1998,55293,province
061000,1999,56413,province
061000,2000,57534,province
061001,1996,17651,district
061001,1997,17726,district
061001,1998,17801,district
061001,1999,17876,district
061001,2000,17951,district
061002,1996,4188,district
061002,1997,4375,district
061002,1998,4558,district
061002,1999,4736,district
061002,2000,4907,district
061003,1996,2724,district
061003,1997,2814,district
061003,1998,2910,district
061003,1999,3011,district
061003,2000,3112,district
061004,1996,8612,district
061004,1997,8738,district
061004,1998,8878,district
061004,1999,9028,district
061004,2000,9185,district
061005,1996,3415,district
061005,1997,3444,district
061005,1998,3472,district
061005,1999,3501,district
061005,2000,3530,district
061006,1996,5182,district
061006,1997,5294,district
061006,1998,5418,district
061006,1999,5550,district
061006,2000,5685,district
061007,1996,11427,district
061007,1997,11820,district
061007,1998,12256,district
061007,1999,12711,district
061007,2000,13164,district
061100,1996,65009,province
061100,1997,65616,province
061100,1998,66296,province
061100,1999,66986,province
061100,2000,67622,province
061101,1996,16889,district
061101,1997,17038,district
061101,1998,17236,district
061101,1999,17445,district
061101,2000,17638,district
061102,1996,2213,district
061102,1997,2222,district
061102,1998,2230,district
061102,1999,2239,district
061102,2000,2248,district
061103,1996,5036,district
061103,1997,5096,district
061103,1998,5157,district
061103,1999,5216,district
061103,2000,5270,district
061104,1996,3731,district
061104,1997,3797,district
061104,1998,3859,district
061104,1999,3917,district
061104,2000,3970,district
061105,1996,4156,district
061105,1997,4209,district
061105,1998,4259,district
061105,1999,4307,district
061105,2000,4356,district
061106,1996,3496,district
061106,1997,3527,district
061106,1998,3571,district
061106,1999,3618,district
061106,2000,3654,district
061107,1996,4832,district
061107,1997,4854,district
061107,1998,4875,district
061107,1999,4897,district
061107,2000,4918,district
061108,1996,1371,district
061108,1997,1406,district
061108,1998,1445,district
061108,1999,1486,district
061108,2000,1525,district
061109,1996,5889,district
061109,1997,5892,district
061109,1998,5896,district
061109,1999,5899,district
061109,2000,5902,district
061110,1996,3216,district
061110,1997,3231,district
061110,1998,3253,district
061110,1999,3278,district
061110,2000,3302,district
061111,1996,5740,district
061111,1997,5812,district
061111,1998,5881,district
061111,1999,5946,district
061111,2000,6007,district
061112,1996,4171,district
061112,1997,4228,district
061112,1998,4285,district
061112,1999,4340,district
061112,2000,4391,district
061113,1996,4269,district
061113,1997,4304,district
061113,1998,4349,district
061113,1999,4398,district
061113,2000,4441,district
061200,1996,27086,province
061200,1997,27666,province
061200,1998,28284,province
061200,1999,28927,province
061200,2000,29583,province
061201,1996,15212,district
061201,1997,15486,district
061201,1998,15775,district
061201,1999,16073,district
061201,2000,16375,district
061202,1996,5261,district
061202,1997,5376,district
061202,1998,5505,district
061202,1999,5644,district
061202,2000,5787,district
061203,1996,2082,district
061203,1997,2165,district
061203,1998,2255,district
061203,1999,2351,district
061203,2000,2451,district
061204,1996,4531,district
061204,1997,4639,district
061204,1998,4749,district
061204,1999,4859,district
061204,2000,4970,district
061300,1996,47000,province
061300,1997,47340,province
061300,1998,47739,province
061300,1999,48156,province
061300,2000,48549,province
061301,1996,7961,district
061301,1997,8061,district
061301,1998,8197,district
061301,1999,8327,district
061301,2000,8435,district
061302,1996,2528,district
061302,1997,2535,district
061302,1998,2542,district
061302,1999,2551,district
061302,2000,2562,district
061303,1996,9769,district
061303,1997,9839,district
061303,1998,9918,district
061303,1999,10010,district
061303,2000,10092,district
061304,1996,4494,district
061304,1997,4536,district
061304,1998,4577,district
061304,1999,4617,district
061304,2000,4654,district
061305,1996,3830,district
061305,1997,3840,district
061305,1998,3850,district
061305,1999,3860,district
061305,2000,3870,district
061306,1996,3914,district
061306,1997,3920,district
061306,1998,3926,district
061306,1999,3935,district
061306,2000,3948,district
061307,1996,6375,district
061307,1997,6385,district
061307,1998,6396,district
061307,1999,6411,district
061307,2000,6432,district
061308,1996,2183,district
061308,1997,2199,district
061308,1998,2216,district
061308,1999,2232,district
061308,2000,2249,district
061309,1996,465,district
061309,1997,471,district
061309,1998,481,district
061309,1999,492,district
061309,2000,502,district
061310,1996,1921,district
061310,1997,1955,district
061310,1998,1999,district
061310,1999,2046,district
061310,2000,2092,district
061311,1996,3560,district
061311,1997,3599,district
061311,1998,3637,district
061311,1999,3675,district
061311,2000,3713,district
070000,1996,708592,region
070000,1997,722555,region
070000,1998,735837,region
070000,1999,748784,region
070000,2000,761738,region
070100,1996,708592,province
070100,1997,722555,province
070100,1998,735837,province
070100,1999,748784,province
070100,2000,761738,province
070101,1996,392382,district
070101,1997,397100,district
070101,1998,401570,district
070101,1999,405847,district
070101,2000,409985,district
070102,1996,76979,district
070102,1997,77152,district
070102,1998,77396,district
070102,1999,77927,district
070102,2000,78960,district
070103,1996,38469,district
070103,1997,39067,district
070103,1998,39867,district
070103,1999,40791,district
070103,2000,41758,district
070104,1996,62069,district
070104,1997,62557,district
070104,1998,63083,district
070104,1999,63718,district
070104,2000,64535,district
070105,1996,6940,district
070105,1997,6957,district
070105,1998,6976,district
070105,1999,7008,district
070105,2000,7061,district
070106,1996,131753,district
070106,1997,139722,district
070106,1998,146945,district
070106,1999,153493,district
070106,2000,159439,district
080000,1996,1126929,region
080000,1997,1140271,region
080000,1998,1153371,region
080000,1999,1166557,region
080000,2000,1180158,region
080100,1996,295737,province
080100,1997,299631,province
080100,1998,303414,province
080100,1999,307207,province
080100,2000,311142,province
080101,1996,96581,district
080101,1997,96989,district
080101,1998,97557,district
080101,1999,98221,district
080101,2000,98933,district
080102,1996,2666,district
080102,1997,2659,district
080102,1998,2653,district
080102,1999,2646,district
080102,2000,2640,district
080103,1996,1853,district
080103,1997,1918,district
080103,1998,1985,district
080103,1999,2059,district
080103,2000,2143,district
080104,1996,16868,district
080104,1997,17108,district
080104,1998,17347,district
080104,1999,17634,district
080104,2000,18016,district
080105,1996,39446,district
080105,1997,41095,district
080105,1998,42648,district
080105,1999,44077,district
080105,2000,45351,district
080106,1996,80419,district
080106,1997,81202,district
080106,1998,81863,district
080106,1999,82508,district
080106,2000,83246,district
080107,1996,984,district
080107,1997,989,district
080107,1998,997,district
080107,1999,1008,district
080107,2000,1019,district
080108,1996,56920,district
080108,1997,57671,district
080108,1998,58364,district
080108,1999,59054,district
080108,2000,59794,district
080200,1996,32503,province
080200,1997,32854,province
080200,1998,33207,province
080200,1999,33564,province
080200,2000,33922,province
080201,1996,5993,district
080201,1997,6052,district
080201,1998,6115,district
080201,1999,6179,district
080201,2000,6245,district
080202,1996,3467,district
080202,1997,3510,district
080202,1998,3553,district
080202,1999,3596,district
080202,2000,3639,district
080203,1996,3519,district
080203,1997,3546,district
080203,1998,3573,district
080203,1999,3601,district
080203,2000,3629,district
080204,1996,1562,district
080204,1997,1595,district
080204,1998,1626,district
080204,1999,1657,district
080204,2000,1688,district
080205,1996,8491,district
080205,1997,8594,district
080205,1998,8700,district
080205,1999,8808,district
080205,2000,8914,district
080206,1996,5009,district
080206,1997,5055,district
080206,1998,5097,district
080206,1999,5139,district
080206,2000,5182,district
080207,1996,4462,district
080207,1997,4502,district
080207,1998,4543,district
080207,1999,4584,district
080207,2000,4625,district
080300,1996,61179,province
080300,1997,61710,province
080300,1998,62248,province
080300,1999,62805,province
080300,2000,63397,province
080301,1996,18328,district
080301,1997,18645,district
080301,1998,18971,district
080301,1999,19295,district
080301,2000,19613,district
080302,1996,7863,district
080302,1997,7978,district
080302,1998,8079,district
080302,1999,8174,district
080302,2000,8274,district
080303,1996,1930,district
080303,1997,1942,district
080303,1998,1955,district
080303,1999,1971,district
080303,2000,1992,district
080304,1996,6382,district
080304,1997,6388,district
080304,1998,6396,district
080304,1999,6410,district
080304,2000,6436,district
080305,1996,6412,district
080305,1997,6415,district
080305,1998,6417,district
080305,1999,6420,district
080305,2000,6423,district
080306,1996,9003,district
080306,1997,9037,district
080306,1998,9069,district
080306,1999,9101,district
080306,2000,9133,district
080307,1996,3974,district
080307,1997,3971,district
080307,1998,3969,district
080307,1999,3967,district
080307,2000,3966,district
080308,1996,2961,district
080308,1997,2968,district
080308,1998,2977,district
080308,1999,2994,district
080308,2000,3023,district
080309,1996,4326,district
080309,1997,4366,district
080309,1998,4415,district
080309,1999,4473,district
080309,2000,4537,district
080400,1996,61782,province
080400,1997,62429,province
080400,1998,63017,province
080400,1999,63582,province
080400,2000,64160,province
080401,1996,15864,district
080401,1997,15999,district
080401,1998,16119,district
080401,1999,16232,district
080401,2000,16350,district
080402,1996,3673,district
080402,1997,3713,district
080402,1998,3755,district
080402,1999,3799,district
080402,2000,3842,district
080403,1996,5584,district
080403,1997,5649,district
080403,1998,5706,district
080403,1999,5758,district
080403,2000,5808,district
080404,1996,8961,district
080404,1997,9199,district
080404,1998,9409,district
080404,1999,9604,district
080404,2000,9795,district
080405,1996,9444,district
080405,1997,9474,district
080405,1998,9499,district
080405,1999,9533,district
080405,2000,9588,district
080406,1996,5235,district
080406,1997,5262,district
080406,1998,5286,district
080406,1999,5307,district
080406,2000,5325,district
080407,1996,4118,district
080407,1997,4144,district
080407,1998,4168,district
080407,1999,4189,district
080407,2000,4208,district
080408,1996,8903,district
080408,1997,8989,district
080408,1998,9075,district
080408,1999,9160,district
080408,2000,9244,district
080500,1996,42858,province
080500,1997,43280,province
080500,1998,43693,province
080500,1999,44091,province
080500,2000,44467,province
080501,1996,10807,district
080501,1997,10941,district
080501,1998,11075,district
080501,1999,11206,district
080501,2000,11332,district
080502,1996,6384,district
080502,1997,6436,district
080502,1998,6483,district
080502,1999,6525,district
080502,2000,6565,district
080503,1996,5945,district
080503,1997,6011,district
080503,1998,6076,district
080503,1999,6138,district
080503,2000,6197,district
080504,1996,3457,district
080504,1997,3503,district
080504,1998,3551,district
080504,1999,3599,district
080504,2000,3645,district
080505,1996,7065,district
080505,1997,7143,district
080505,1998,7218,district
080505,1999,7289,district
080505,2000,7353,district
080506,1996,2466,district
080506,1997,2482,district
080506,1998,2496,district
080506,1999,2510,district
080506,2000,2521,district
080507,1996,3126,district
080507,1997,3145,district
080507,1998,3165,district
080507,1999,3184,district
080507,2000,3204,district
080508,1996,3608,district
080508,1997,3619,district
080508,1998,3629,district
080508,1999,3640,district
080508,2000,3650,district
080600,1996,101978,province
080600,1997,102705,province
080600,1998,103445,province
080600,1999,104225,province
080600,2000,105070,province
080601,1996,55659,district
080601,1997,56258,district
080601,1998,56850,district
080601,1999,57449,district
080601,2000,58072,district
080602,1996,5224,district
080602,1997,5212,district
080602,1998,5200,district
080602,1999,5188,district
080602,2000,5176,district
080603,1996,5553,district
080603,1997,5608,district
080603,1998,5665,district
080603,1999,5727,district
080603,2000,5797,district
080604,1996,12281,district
080604,1997,12338,district
080604,1998,12402,district
080604,1999,12477,district
080604,2000,12566,district
080605,1996,7348,district
080605,1997,7393,district
080605,1998,7435,district
080605,1999,7482,district
080605,2000,7540,district
080606,1996,6203,district
080606,1997,6179,district
080606,1998,6161,district
080606,1999,6151,district
080606,2000,6149,district
080607,1996,3705,district
080607,1997,3697,district
080607,1998,3690,district
080607,1999,3682,district
080607,2000,3674,district
080608,1996,6005,district
080608,1997,6020,district
080608,1998,6042,district
080608,1999,6069,district
080608,2000,6096,district
080700,1996,74344,province
080700,1997,74854,province
080700,1998,75410,province
080700,1999,76000,province
080700,2000,76611,province
080701,1996,23979,district
080701,1997,24148,district
080701,1998,24333,district
080701,1999,24523,district
080701,2000,24717,district
080702,1996,5314,district
080702,1997,5372,district
080702,1998,5434,district
080702,1999,5500,district
080702,2000,5568,district
080703,1996,6754,district
080703,1997,6803,district
080703,1998,6858,district
080703,1999,6916,district
080703,2000,6973,district
080704,1996,10130,district
080704,1997,10153,district
080704,1998,10177,district
080704,1999,10208,district
080704,2000,10250,district
080705,1996,9988,district
080705,1997,10073,district
080705,1998,10170,district
080705,1999,10273,district
080705,2000,10373,district
080706,1996,6201,district
080706,1997,6271,district
080706,1998,6345,district
080706,1999,6424,district
080706,2000,6509,district
080707,1996,4035,district
080707,1997,4099,district
080707,1998,4167,district
080707,1999,4238,district
080707,2000,4312,district
080708,1996,7943,district
080708,1997,7935,district
080708,1998,7926,district
080708,1999,7918,district
080708,2000,7909,district
080800,1996,62237,province
080800,1997,63047,province
080800,1998,63835,province
080800,1999,64623,province
080800,2000,65430,province
080801,1996,29689,district
080801,1997,30416,district
080801,1998,31084,district
080801,1999,31704,district
080801,2000,32289,district
080802,1996,1019,district
080802,1997,1028,district
080802,1998,1042,district
080802,1999,1057,district
080802,2000,1072,district
080803,1996,14152,district
080803,1997,14208,district
080803,1998,14288,district
080803,1999,14387,district
080803,2000,14497,district
080804,1996,2049,district
080804,1997,2057,district
080804,1998,2066,district
080804,1999,2080,district
080804,2000,2105,district
080805,1996,5532,district
080805,1997,5535,district
080805,1998,5540,district
080805,1999,5560,district
080805,2000,5603,district
080806,1996,4757,district
080806,1997,4742,district
